"Status","Year","Organisation","Parent_department","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Somerset","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South Nottinghamshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South Nottinghamshire","SEO/HEO","15","15","32850","30520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South West Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South West Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South West Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Staffordshire CC","G6/G7","10","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Staffordshire CC","SEO/HEO","15","15","34120","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Suffolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Suffolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Suffolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Suffolk","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Tyneside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Tyneside","EO","10","10","24830","25100"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Tyneside","G6/G7","55","50","52350","48990"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Tyneside","SEO/HEO","100","95","34120","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Warrington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Warrington","EO","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Warrington","G6/G7","70","65","50840","48600"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Warrington","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Warrington","SEO/HEO","55","55","33480","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Cumbria","EO","10","10","25090","24920"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Cumbria","SEO/HEO","10","10","33090","33360"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Surrey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Surrey","EO","15","15","28320","28340"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Surrey","G6/G7","30","25","58240","56010"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Surrey","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Surrey","SEO/HEO","35","30","38240","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Sussex (South West)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Sussex (South West)","G6/G7","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Sussex (South West)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Sussex (South West)","SEO/HEO","10","10","37650","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Westminster","AA/AO","80","75","24430","24370"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Westminster","EO","245","240","28170","28170"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Westminster","G6/G7","860","830","57260","54650"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Westminster","SCS level","150","145","84250","77240"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Westminster","SEO/HEO","1155","1125","36370","35330"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Wiltshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Worcestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Worcestershire","EO","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Worcestershire","G6/G7","45","45","53440","50660"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Worcestershire","SCS level","10","10","87710","77440"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Worcestershire","SEO/HEO","70","70","34530","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","York","AA/AO","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","York","EO","40","40","25240","25100"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","York","G6/G7","165","160","51750","49690"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","York","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","York","SEO/HEO","285","280","33550","33940"
"In post","2021","Department for International Trade","Department for International Trade","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Berkshire","G6/G7","60","55","55130","51970"
"In post","2021","Department for International Trade","Department for International Trade","Berkshire","SCS level","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Berkshire","SEO/HEO","50","50","34280","32120"
"In post","2021","Department for International Trade","Department for International Trade","Birmingham","EO","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Birmingham","G6/G7","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Birmingham","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Cambridgeshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","East Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Glasgow City","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Glasgow City","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Glasgow City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Glasgow City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Hartlepool and Stockton-on-Tees","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Hartlepool and Stockton-on-Tees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Leeds","G6/G7","10","10","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Leeds","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Manchester","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Nottingham","G6/G7","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Overseas","G6/G7","85","85","57660","56750"
"In post","2021","Department for International Trade","Department for International Trade","Overseas","SCS level","25","25","90850","89840"
"In post","2021","Department for International Trade","Department for International Trade","Overseas","SEO/HEO","50","50","37660","38300"
"In post","2021","Department for International Trade","Department for International Trade","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Tyneside","G6/G7","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Westminster","AA/AO","35","35","25050","25140"
"In post","2021","Department for International Trade","Department for International Trade","Westminster","EO","230","230","27590","26510"
"In post","2021","Department for International Trade","Department for International Trade","Westminster","G6/G7","895","885","55340","51980"
"In post","2021","Department for International Trade","Department for International Trade","Westminster","SCS level","140","140","85610","76230"
"In post","2021","Department for International Trade","Department for International Trade","Westminster","SEO/HEO","1015","1005","35390","34980"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Birmingham","EO","15","15","21720","20900"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Birmingham","G6/G7","10","10","51180","48770"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Birmingham","SEO/HEO","35","35","32750","30730"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Derby","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Derby","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Derby","G6/G7","15","15","78580","81930"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Derby","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","East Sussex CC","AA/AO","10","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","East Sussex CC","EO","30","25","25870","26470"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","East Sussex CC","G6/G7","15","15","52140","52300"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","East Sussex CC","SEO/HEO","60","55","35340","33350"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Leeds","EO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Leeds","G6/G7","10","10","54700","51440"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Leeds","SEO/HEO","25","25","34720","32690"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Lewisham and Southwark","AA/AO","75","60","32640","32740"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Lewisham and Southwark","EO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","North Hampshire","AA/AO","10","10","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","North Hampshire","EO","10","10","26670","26780"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","North Hampshire","G6/G7","50","50","80340","81930"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","North Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","North Hampshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Sefton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Southampton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Southampton","EO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Southampton","G6/G7","20","20","80240","80410"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Southampton","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Southampton","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Swansea","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Swansea","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Swansea","G6/G7","15","15","49310","49360"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Swansea","SEO/HEO","25","25","34210","32010"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Tyneside","AA/AO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Tyneside","EO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Tyneside","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","West Surrey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","West Surrey","G6/G7","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","West Surrey","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","West Surrey","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Westminster","AA/AO","40","40","25390","25730"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Westminster","EO","310","305","29720","30270"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Westminster","G6/G7","1150","1120","58870","54870"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Westminster","SCS level","200","195","87880","79800"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Westminster","SEO/HEO","1285","1265","38940","37660"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","York","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Aberdeen City and Aberdeenshire","AA/AO","65","55","20600","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Aberdeen City and Aberdeenshire","EO","180","160","27540","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Aberdeen City and Aberdeenshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Aberdeen City and Aberdeenshire","SEO/HEO","20","15","33430","32080"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Angus and Dundee City","AA/AO","590","540","20930","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Angus and Dundee City","EO","320","290","27490","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Angus and Dundee City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Angus and Dundee City","SEO/HEO","45","45","33440","32670"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Barking & Dagenham and Havering","AA/AO","55","50","24610","25110"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Barking & Dagenham and Havering","EO","360","335","31050","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Barking & Dagenham and Havering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Barking & Dagenham and Havering","SEO/HEO","40","40","38270","37000"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Barnet","AA/AO","50","45","24790","25110"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Barnet","EO","230","210","31140","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Barnet","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Barnet","SEO/HEO","20","20","37300","36650"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Barnsley, Doncaster and Rotherham","AA/AO","600","495","20790","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Barnsley, Doncaster and Rotherham","EO","655","555","27480","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Barnsley, Doncaster and Rotherham","G6/G7","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Barnsley, Doncaster and Rotherham","SEO/HEO","95","90","33060","32250"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","35","30","21240","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","265","235","27530","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","20","20","34010","33180"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bedford","AA/AO","20","15","21710","21460"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bedford","EO","135","120","27980","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bedford","SEO/HEO","15","15","34000","33800"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Belfast","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Berkshire","AA/AO","75","65","24110","24180"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Berkshire","EO","345","320","29660","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Berkshire","SEO/HEO","35","30","37610","37630"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bexley and Greenwich","AA/AO","40","40","24620","25110"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bexley and Greenwich","EO","320","295","31150","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bexley and Greenwich","SEO/HEO","25","25","37730","36760"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Birmingham","AA/AO","535","455","20600","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Birmingham","EO","1380","1240","27350","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Birmingham","G6/G7","20","20","55410","49170"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Birmingham","SEO/HEO","220","205","33610","32660"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Blackburn with Darwen","AA/AO","110","90","20880","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Blackburn with Darwen","EO","200","180","27500","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Blackburn with Darwen","G6/G7","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Blackburn with Darwen","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Blackburn with Darwen","SEO/HEO","40","35","32870","32080"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Blackpool","AA/AO","1710","1540","20870","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Blackpool","EO","1845","1660","27460","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Blackpool","G6/G7","370","350","55390","52680"
