"Status","Year","Disability","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","London","AA","Heterosexual / straight","125","110","21870","22210"
"In post","2021","Declared disabled","London","AA","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","London","AA","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","London","AA","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","London","AO","Heterosexual / straight","885","810","25550","25110"
"In post","2021","Declared disabled","London","AO","LGBO","75","75","26920","25110"
"In post","2021","Declared disabled","London","AO","Undeclared","130","120","25110","25110"
"In post","2021","Declared disabled","London","AO","Unknown","115","105","25220","25110"
"In post","2021","Declared disabled","London","EO","Heterosexual / straight","1720","1605","30160","30510"
"In post","2021","Declared disabled","London","EO","LGBO","225","215","29930","30320"
"In post","2021","Declared disabled","London","EO","Undeclared","295","270","30080","30330"
"In post","2021","Declared disabled","London","EO","Unknown","200","185","30800","31060"
"In post","2021","Declared disabled","London","G6","Heterosexual / straight","415","400","68740","68020"
"In post","2021","Declared disabled","London","G6","LGBO","65","65","67740","66250"
"In post","2021","Declared disabled","London","G6","Undeclared","60","60","68700","68370"
"In post","2021","Declared disabled","London","G6","Unknown","40","35","68150","68460"
"In post","2021","Declared disabled","London","G7","Heterosexual / straight","1005","970","57140","56520"
"In post","2021","Declared disabled","London","G7","LGBO","205","200","56080","54700"
"In post","2021","Declared disabled","London","G7","Undeclared","150","145","57210","57310"
"In post","2021","Declared disabled","London","G7","Unknown","70","70","57500","57750"
"In post","2021","Declared disabled","London","HEO","Heterosexual / straight","1190","1150","35610","35530"
"In post","2021","Declared disabled","London","HEO","LGBO","210","205","34870","34560"
"In post","2021","Declared disabled","London","HEO","Undeclared","165","160","35590","35590"
"In post","2021","Declared disabled","London","HEO","Unknown","100","95","36380","36240"
"In post","2021","Declared disabled","London","SCS level","Heterosexual / straight","210","205","91090","82430"
"In post","2021","Declared disabled","London","SCS level","LGBO","40","40","84900","77450"
"In post","2021","Declared disabled","London","SCS level","Undeclared","15","15","[c]","[c]"
