"Status","Year","Disability","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Attorney General's Departments","Female","605","550","43580","39890"
"In post","2021","Declared disabled","Attorney General's Departments","Male","325","315","45990","49710"
"In post","2021","Declared disabled","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Female","390","370","43210","38420"
"In post","2021","Declared disabled","Cabinet Office","Male","320","315","44950","38340"
"In post","2021","Declared disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Female","585","550","38920","33640"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Male","445","435","41260","39130"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Female","70","70","46980","39190"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Male","45","45","47120","42020"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Female","435","405","41390","37040"
"In post","2021","Declared disabled","Department for Education","Male","280","275","41870","37100"
"In post","2021","Declared disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Female","685","635","33400","29720"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Male","470","455","35510","31640"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Female","100","100","45360","41640"
"In post","2021","Declared disabled","Department for International Trade","Male","100","100","44850","38540"
"In post","2021","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Female","760","630","27300","21590"
"In post","2021","Declared disabled","Department for Transport","Male","630","590","31850","26780"
"In post","2021","Declared disabled","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Female","10435","8865","27160","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Male","5110","4790","27580","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Female","350","315","39000","35380"
"In post","2021","Declared disabled","Department of Health and Social Care","Male","175","175","45120","37380"
"In post","2021","Declared disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Male","10","5","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Female","30","25","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Male","45","40","32810","29090"
"In post","2021","Declared disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Female","420","405","42850","38600"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Male","385","380","44460","38600"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Female","290","245","29870","27130"
"In post","2021","Declared disabled","HM Land Registry","Male","195","175","31490","27130"
"In post","2021","Declared disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Female","3265","2830","30230","25820"
"In post","2021","Declared disabled","HM Revenue and Customs","Male","2470","2305","32080","28130"
"In post","2021","Declared disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Female","135","130","43200","39280"
"In post","2021","Declared disabled","HM Treasury","Male","110","105","49600","52500"
"In post","2021","Declared disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Female","1670","1495","30990","27370"
"In post","2021","Declared disabled","Home Office","Male","1395","1320","31720","27370"
"In post","2021","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Female","2405","2275","32140","28960"
"In post","2021","Declared disabled","Ministry of Defence","Male","2870","2795","34320","33040"
"In post","2021","Declared disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Female","175","170","41070","38160"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Male","160","155","41910","36340"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice","Female","5495","5045","28490","25400"
"In post","2021","Declared disabled","Ministry of Justice","Male","3465","3300","30710","28860"
"In post","2021","Declared disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Female","100","95","37000","36310"
"In post","2021","Declared disabled","National Crime Agency","Male","100","100","39050","36630"
"In post","2021","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","Female","95","90","44830","51360"
"In post","2021","Declared disabled","Office for Standards in Education","Male","40","40","46530","39850"
"In post","2021","Declared disabled","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Female","35","35","40440","36100"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Male","30","30","44290","40990"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government","Female","905","845","35720","32140"
"In post","2021","Declared disabled","Scottish Government","Male","830","795","36310","33650"
"In post","2021","Declared disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Female","330","290","31190","29540"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Male","195","170","32070","30130"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","Female","185","170","38370","37410"
"In post","2021","Declared disabled","Welsh Government","Male","140","130","39050","37410"
"In post","2021","Declared disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Attorney General's Departments","Female","4350","3920","44510","48080"
"In post","2021","Declared non-disabled","Attorney General's Departments","Male","2410","2355","48550","51120"
"In post","2021","Declared non-disabled","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Cabinet Office","Female","2385","2300","46490","40600"
"In post","2021","Declared non-disabled","Cabinet Office","Male","2110","2090","51830","53500"
"In post","2021","Declared non-disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chancellor's other departments","Female","145","135","52570","45760"
"In post","2021","Declared non-disabled","Chancellor's other departments","Male","185","180","65290","54910"
"In post","2021","Declared non-disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Charity Commission","Female","120","115","35790","29160"
"In post","2021","Declared non-disabled","Charity Commission","Male","95","90","34520","29160"
"In post","2021","Declared non-disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Competition and Markets Authority","Female","360","345","57760","55860"
"In post","2021","Declared non-disabled","Competition and Markets Authority","Male","350","345","61280","56630"
"In post","2021","Declared non-disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Female","4260","4000","40540","38790"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Male","4550","4455","45180","41650"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Female","715","695","48500","51730"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Male","610","605","50940","51730"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Female","3255","3070","44130","40510"
"In post","2021","Declared non-disabled","Department for Education","Male","2325","2305","46280","42780"
"In post","2021","Declared non-disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Female","4625","4265","34410","30220"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Male","3610","3555","37140","32790"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for International Trade","Female","640","625","46030","40810"
"In post","2021","Declared non-disabled","Department for International Trade","Male","775","770","47240","41730"
"In post","2021","Declared non-disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Transport","Female","5020","4405","30870","26470"
"In post","2021","Declared non-disabled","Department for Transport","Male","6010","5815","35920","30780"
"In post","2021","Declared non-disabled","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Female","46045","39630","27510","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Male","24495","23560","29530","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Female","4005","3655","42190","37450"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Male","1865","1775","47290","41030"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Female","60","50","54760","69690"
"In post","2021","Declared non-disabled","ESTYN","Male","40","40","63570","74730"
"In post","2021","Declared non-disabled","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Female","275","265","40230","37910"
"In post","2021","Declared non-disabled","Food Standards Agency","Male","530","515","34930","29090"
"In post","2021","Declared non-disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Female","2855","2760","46180","39880"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Male","3050","3020","48780","44880"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","Female","2275","1940","31900","27130"
"In post","2021","Declared non-disabled","HM Land Registry","Male","1415","1320","35020","33840"
"In post","2021","Declared non-disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Female","20100","17800","31680","28130"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Male","17310","16670","34250","31810"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Female","910","870","47080","44020"
"In post","2021","Declared non-disabled","HM Treasury","Male","920","910","49770","52500"
"In post","2021","Declared non-disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office","Female","14910","13420","31340","27240"
"In post","2021","Declared non-disabled","Home Office","Male","13585","12995","32720","28350"
"In post","2021","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Ministry of Defence","Female","16020","15125","32050","28650"
"In post","2021","Declared non-disabled","Ministry of Defence","Male","22125","21760","35450","33300"
"In post","2021","Declared non-disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","Female","1265","1190","44580","40600"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","Male","1250","1215","47430","47660"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Ministry of Justice","Female","30000","27415","28950","25780"
