"Status","Year","Age","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Debt","35","35","20140","20140"
"In post","2021","16-19","Unknown","Digital, Data & Technology","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","No function","215","205","20660","20140"
"In post","2021","16-19","Unknown","Project Delivery","60","60","17450","16780"
"In post","2021","16-19","Unknown","Property","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Security","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","110","105","20670","21150"
"In post","2021","16-19","White","Analysis","15","15","[c]","[c]"
"In post","2021","16-19","White","Commercial","5","5","[c]","[c]"
"In post","2021","16-19","White","Communications","5","5","[c]","[c]"
"In post","2021","16-19","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Debt","15","15","[c]","[c]"
"In post","2021","16-19","White","Digital, Data & Technology","15","15","[c]","[c]"
"In post","2021","16-19","White","Finance","30","30","[c]","[c]"
"In post","2021","16-19","White","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Human Resources","15","15","[c]","[c]"
"In post","2021","16-19","White","Legal","20","20","[c]","[c]"
"In post","2021","16-19","White","No function","230","220","21390","20600"
"In post","2021","16-19","White","Project Delivery","70","70","18820","17780"
"In post","2021","16-19","White","Property","20","20","[c]","[c]"
"In post","2021","16-19","White","Security","10","10","[c]","[c]"
"In post","2021","16-19","White","Unknown","250","245","22130","21010"
"In post","2021","20-29","Asian","Analysis","180","180","36210","33930"
"In post","2021","20-29","Asian","Commercial","50","50","31580","31330"
"In post","2021","20-29","Asian","Communications","150","150","29070","25940"
"In post","2021","20-29","Asian","Counter Fraud","80","80","30050","29570"
"In post","2021","20-29","Asian","Debt","65","60","21380","20140"
"In post","2021","20-29","Asian","Digital, Data & Technology","170","165","33190","30990"
"In post","2021","20-29","Asian","Finance","145","145","30550","29370"
"In post","2021","20-29","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Human Resources","95","95","31240","29070"
"In post","2021","20-29","Asian","Internal Audit","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Legal","175","175","30840","26970"
"In post","2021","20-29","Asian","No function","2145","2085","29000","26980"
"In post","2021","20-29","Asian","Project Delivery","200","200","31950","30990"
"In post","2021","20-29","Asian","Property","40","35","29520","29200"
"In post","2021","20-29","Asian","Security","30","30","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","2190","2140","28090","27570"
"In post","2021","20-29","Black","Analysis","60","60","34560","32540"
"In post","2021","20-29","Black","Commercial","20","20","[c]","[c]"
"In post","2021","20-29","Black","Communications","40","40","31890","29720"
"In post","2021","20-29","Black","Counter Fraud","30","30","[c]","[c]"
"In post","2021","20-29","Black","Debt","15","15","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data & Technology","45","45","36210","32320"
"In post","2021","20-29","Black","Finance","30","30","34700","33160"
"In post","2021","20-29","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","45","45","31790","29030"
"In post","2021","20-29","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Legal","70","70","28980","27050"
"In post","2021","20-29","Black","No function","885","870","29210","27850"
"In post","2021","20-29","Black","Project Delivery","80","80","33040","30580"
"In post","2021","20-29","Black","Property","10","10","[c]","[c]"
"In post","2021","20-29","Black","Security","15","15","[c]","[c]"
"In post","2021","20-29","Black","Unknown","815","810","29500","30830"
"In post","2021","20-29","Chinese","Analysis","20","20","[c]","[c]"
"In post","2021","20-29","Chinese","Commercial","5","5","[c]","[c]"
"In post","2021","20-29","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Debt","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Digital, Data & Technology","10","10","[c]","[c]"
"In post","2021","20-29","Chinese","Finance","10","10","[c]","[c]"
"In post","2021","20-29","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Legal","10","10","[c]","[c]"
"In post","2021","20-29","Chinese","No function","105","105","34710","31960"
"In post","2021","20-29","Chinese","Project Delivery","10","10","[c]","[c]"
"In post","2021","20-29","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","50","50","29180","27570"
"In post","2021","20-29","Mixed","Analysis","90","90","36910","34070"
"In post","2021","20-29","Mixed","Commercial","20","20","[c]","[c]"
"In post","2021","20-29","Mixed","Communications","50","50","32180","31810"
"In post","2021","20-29","Mixed","Counter Fraud","30","30","32290","29570"
"In post","2021","20-29","Mixed","Debt","10","10","[c]","[c]"
"In post","2021","20-29","Mixed","Digital, Data & Technology","50","50","34680","32040"
"In post","2021","20-29","Mixed","Finance","35","35","34140","31300"
"In post","2021","20-29","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Human Resources","50","45","34560","32000"
"In post","2021","20-29","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Legal","60","60","32820","29280"
"In post","2021","20-29","Mixed","No function","960","945","30950","28970"
"In post","2021","20-29","Mixed","Project Delivery","110","110","31810","30750"
"In post","2021","20-29","Mixed","Property","15","15","[c]","[c]"
"In post","2021","20-29","Mixed","Security","20","20","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","660","645","28540","27570"
"In post","2021","20-29","Other ethnicity","Analysis","15","15","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Commercial","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Communications","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Counter Fraud","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Digital, Data & Technology","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Finance","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Human Resources","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Legal","15","15","[c]","[c]"
"In post","2021","20-29","Other ethnicity","No function","185","185","32220","32320"
"In post","2021","20-29","Other ethnicity","Project Delivery","25","25","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","155","150","29750","28670"
"In post","2021","20-29","Undeclared","Analysis","55","55","36850","34780"
"In post","2021","20-29","Undeclared","Commercial","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Communications","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Counter Fraud","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Debt","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Digital, Data & Technology","45","45","34060","31990"
"In post","2021","20-29","Undeclared","Finance","30","30","37590","35000"
"In post","2021","20-29","Undeclared","Human Resources","20","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Legal","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","No function","660","650","30640","28650"
"In post","2021","20-29","Undeclared","Project Delivery","145","140","32520","31860"
"In post","2021","20-29","Undeclared","Property","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Security","30","30","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","380","375","28830","27570"
"In post","2021","20-29","Unknown","Analysis","455","455","35190","32750"
"In post","2021","20-29","Unknown","Commercial","225","220","37590","33000"
"In post","2021","20-29","Unknown","Communications","810","805","29190","25560"
"In post","2021","20-29","Unknown","Counter Fraud","375","370","28290","25560"
"In post","2021","20-29","Unknown","Debt","595","580","20820","20140"
"In post","2021","20-29","Unknown","Digital, Data & Technology","640","640","32710","31810"
"In post","2021","20-29","Unknown","Finance","350","340","30610","28970"
"In post","2021","20-29","Unknown","Grants Management","170","170","22100","21050"
"In post","2021","20-29","Unknown","Human Resources","230","230","28930","27270"
"In post","2021","20-29","Unknown","Internal Audit","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Legal","460","450","26840","25480"
"In post","2021","20-29","Unknown","No function","10735","10570","27630","26130"
"In post","2021","20-29","Unknown","Project Delivery","715","710","32190","31600"
"In post","2021","20-29","Unknown","Property","300","290","25990","24500"
"In post","2021","20-29","Unknown","Security","380","380","26610","25680"
"In post","2021","20-29","Unknown","Unknown","3295","3245","28430","27570"
"In post","2021","20-29","White","Analysis","1605","1595","36090","33930"
"In post","2021","20-29","White","Commercial","575","570","31480","29650"
"In post","2021","20-29","White","Communications","990","985","30640","26980"
"In post","2021","20-29","White","Counter Fraud","565","560","30240","27240"
"In post","2021","20-29","White","Debt","360","355","21880","20140"
"In post","2021","20-29","White","Digital, Data & Technology","1090","1085","33610","31810"
"In post","2021","20-29","White","Finance","705","700","32690","30090"
"In post","2021","20-29","White","Grants Management","65","65","23150","21050"
"In post","2021","20-29","White","Human Resources","970","960","30590","28140"
"In post","2021","20-29","White","Internal Audit","25","25","[c]","[c]"
"In post","2021","20-29","White","Legal","1035","1025","31630","27350"
"In post","2021","20-29","White","No function","20350","20060","29190","26850"
"In post","2021","20-29","White","Project Delivery","2930","2905","30420","29000"
"In post","2021","20-29","White","Property","565","555","27570","26150"
"In post","2021","20-29","White","Security","760","755","26980","25680"
"In post","2021","20-29","White","Unknown","12880","12640","27270","27390"
"In post","2021","30-39","Asian","Analysis","115","110","48780","51710"
"In post","2021","30-39","Asian","Commercial","75","75","41500","38330"
"In post","2021","30-39","Asian","Communications","175","175","33570","31810"
"In post","2021","30-39","Asian","Counter Fraud","170","165","32490","31810"
"In post","2021","30-39","Asian","Debt","65","55","21900","20140"
"In post","2021","30-39","Asian","Digital, Data & Technology","260","255","41670","38580"
"In post","2021","30-39","Asian","Finance","200","190","39870","36820"
"In post","2021","30-39","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Human Resources","150","145","34790","31910"
"In post","2021","30-39","Asian","Internal Audit","25","25","[c]","[c]"
"In post","2021","30-39","Asian","Legal","315","300","42180","43920"
"In post","2021","30-39","Asian","No function","2665","2500","32390","29570"
"In post","2021","30-39","Asian","Project Delivery","325","320","41480","38630"
"In post","2021","30-39","Asian","Property","80","75","34520","30780"
"In post","2021","30-39","Asian","Security","60","55","38640","36410"
"In post","2021","30-39","Asian","Unknown","3275","3055","29900","27570"
"In post","2021","30-39","Black","Analysis","35","35","42650","38600"
"In post","2021","30-39","Black","Commercial","40","40","40000","37580"
"In post","2021","30-39","Black","Communications","60","60","30800","27270"
"In post","2021","30-39","Black","Counter Fraud","50","50","31360","29570"
"In post","2021","30-39","Black","Debt","15","15","[c]","[c]"
"In post","2021","30-39","Black","Digital, Data & Technology","95","90","40710","36160"
"In post","2021","30-39","Black","Finance","60","60","37720","36160"
"In post","2021","30-39","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Human Resources","80","80","36950","33870"
"In post","2021","30-39","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Legal","125","120","38980","35590"
"In post","2021","30-39","Black","No function","1180","1135","31840","30340"
"In post","2021","30-39","Black","Project Delivery","175","175","38020","36160"
"In post","2021","30-39","Black","Property","20","20","[c]","[c]"
"In post","2021","30-39","Black","Security","20","20","[c]","[c]"
"In post","2021","30-39","Black","Unknown","1155","1100","30470","29290"
"In post","2021","30-39","Chinese","Analysis","30","25","[c]","[c]"
"In post","2021","30-39","Chinese","Commercial","5","5","[c]","[c]"
"In post","2021","30-39","Chinese","Communications","10","10","[c]","[c]"
"In post","2021","30-39","Chinese","Counter Fraud","5","5","[c]","[c]"
"In post","2021","30-39","Chinese","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Digital, Data & Technology","20","20","[c]","[c]"
"In post","2021","30-39","Chinese","Finance","15","15","[c]","[c]"
"In post","2021","30-39","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Human Resources","10","10","[c]","[c]"
"In post","2021","30-39","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Legal","15","15","[c]","[c]"
"In post","2021","30-39","Chinese","No function","125","120","37500","34210"
"In post","2021","30-39","Chinese","Project Delivery","15","15","[c]","[c]"
"In post","2021","30-39","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Unknown","90","85","32230","28990"
"In post","2021","30-39","Mixed","Analysis","55","50","45230","43760"
"In post","2021","30-39","Mixed","Commercial","30","30","[c]","[c]"
"In post","2021","30-39","Mixed","Communications","60","55","38410","36690"
"In post","2021","30-39","Mixed","Counter Fraud","35","35","35400","31810"
"In post","2021","30-39","Mixed","Debt","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Digital, Data & Technology","70","70","46820","48740"
"In post","2021","30-39","Mixed","Finance","50","45","43170","38070"
"In post","2021","30-39","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Human Resources","60","60","42310","37610"
"In post","2021","30-39","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Legal","90","85","47100","51250"
"In post","2021","30-39","Mixed","No function","945","910","35820","32320"
"In post","2021","30-39","Mixed","Project Delivery","135","130","44650","40050"
"In post","2021","30-39","Mixed","Property","25","25","[c]","[c]"
"In post","2021","30-39","Mixed","Security","25","25","[c]","[c]"
"In post","2021","30-39","Mixed","Unknown","725","685","32170","28500"
"In post","2021","30-39","Other ethnicity","Analysis","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Communications","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Counter Fraud","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Debt","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Digital, Data & Technology","25","25","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Finance","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Human Resources","15","15","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Legal","40","40","52790","52420"
"In post","2021","30-39","Other ethnicity","No function","240","230","36310","33200"
"In post","2021","30-39","Other ethnicity","Project Delivery","40","40","42930","40030"
"In post","2021","30-39","Other ethnicity","Property","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Security","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Unknown","180","170","32810","28990"
"In post","2021","30-39","Undeclared","Analysis","85","85","46130","46080"
"In post","2021","30-39","Undeclared","Commercial","60","60","39840","40600"
"In post","2021","30-39","Undeclared","Communications","55","55","34980","31810"
"In post","2021","30-39","Undeclared","Counter Fraud","75","75","34960","31810"
"In post","2021","30-39","Undeclared","Debt","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","145","145","42740","40670"
"In post","2021","30-39","Undeclared","Finance","60","60","41250","38630"
"In post","2021","30-39","Undeclared","Grants Management","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","55","50","34440","30730"
"In post","2021","30-39","Undeclared","Internal Audit","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","70","70","45180","48450"
"In post","2021","30-39","Undeclared","No function","1425","1375","35520","32150"
"In post","2021","30-39","Undeclared","Project Delivery","250","250","42860","40580"
"In post","2021","30-39","Undeclared","Property","55","50","33370","32100"
"In post","2021","30-39","Undeclared","Security","70","65","35710","35360"
"In post","2021","30-39","Undeclared","Unknown","1095","1030","31760","27570"
"In post","2021","30-39","Unknown","Analysis","280","270","43860","41730"
"In post","2021","30-39","Unknown","Commercial","355","345","55610","54130"
"In post","2021","30-39","Unknown","Communications","700","680","34040","31810"
"In post","2021","30-39","Unknown","Counter Fraud","420","410","31050","29570"
"In post","2021","30-39","Unknown","Debt","340","320","21110","20140"
"In post","2021","30-39","Unknown","Digital, Data & Technology","730","715","41190","38470"
"In post","2021","30-39","Unknown","Finance","290","275","39410","36420"
"In post","2021","30-39","Unknown","Grants Management","175","160","23530","21050"
"In post","2021","30-39","Unknown","Human Resources","265","250","35710","31970"
"In post","2021","30-39","Unknown","Internal Audit","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Legal","760","720","37690","30540"
"In post","2021","30-39","Unknown","No function","7610","7250","31520","27150"
"In post","2021","30-39","Unknown","Project Delivery","815","795","43630","40580"
"In post","2021","30-39","Unknown","Property","285","275","31580","28410"
"In post","2021","30-39","Unknown","Security","320","315","31170","28890"
"In post","2021","30-39","Unknown","Unknown","3600","3385","33040","27570"
"In post","2021","30-39","White","Analysis","1450","1390","45380","42420"
"In post","2021","30-39","White","Commercial","965","930","39080","36970"
"In post","2021","30-39","White","Communications","1385","1330","36640","31810"
"In post","2021","30-39","White","Counter Fraud","1300","1260","33150","31810"
"In post","2021","30-39","White","Debt","410","375","22800","20140"
"In post","2021","30-39","White","Digital, Data & Technology","2110","2060","40970","38630"
"In post","2021","30-39","White","Finance","1225","1170","41070","37970"
"In post","2021","30-39","White","Grants Management","175","150","24910","24920"
"In post","2021","30-39","White","Human Resources","1580","1490","36400","32170"
"In post","2021","30-39","White","Internal Audit","90","90","41450","39200"
"In post","2021","30-39","White","Legal","1955","1845","46980","50520"
"In post","2021","30-39","White","No function","27840","26335","33860","30990"
"In post","2021","30-39","White","Project Delivery","4545","4395","40240","38600"
"In post","2021","30-39","White","Property","1050","1010","34060","32110"
"In post","2021","30-39","White","Security","1095","1080","32560","31340"
"In post","2021","30-39","White","Unknown","21395","19940","31200","27570"
"In post","2021","40-49","Asian","Analysis","80","75","48870","49100"
"In post","2021","40-49","Asian","Commercial","75","75","45510","40400"
"In post","2021","40-49","Asian","Communications","105","100","38060","31810"
"In post","2021","40-49","Asian","Counter Fraud","160","150","32510","31810"
"In post","2021","40-49","Asian","Debt","70","65","24380","24340"
"In post","2021","40-49","Asian","Digital, Data & Technology","255","250","46590","41760"
"In post","2021","40-49","Asian","Finance","215","205","40410","37050"
"In post","2021","40-49","Asian","Grants Management","10","5","[c]","[c]"
"In post","2021","40-49","Asian","Human Resources","125","120","41350","38080"
"In post","2021","40-49","Asian","Internal Audit","25","25","[c]","[c]"
"In post","2021","40-49","Asian","Legal","390","350","46800","50000"
"In post","2021","40-49","Asian","No function","2320","2145","34390","30470"
"In post","2021","40-49","Asian","Project Delivery","315","310","45240","41150"
"In post","2021","40-49","Asian","Property","90","85","35160","30850"
"In post","2021","40-49","Asian","Security","55","50","33400","33300"
"In post","2021","40-49","Asian","Unknown","3565","3180","30620","27570"
"In post","2021","40-49","Black","Analysis","45","45","45170","42560"
"In post","2021","40-49","Black","Commercial","45","45","40140","37810"
"In post","2021","40-49","Black","Communications","55","55","33840","29730"
"In post","2021","40-49","Black","Counter Fraud","45","40","31810","29570"
"In post","2021","40-49","Black","Debt","35","35","23570","24120"
"In post","2021","40-49","Black","Digital, Data & Technology","115","115","38500","35220"
"In post","2021","40-49","Black","Finance","100","100","40440","37810"
"In post","2021","40-49","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Human Resources","70","70","38630","36240"
"In post","2021","40-49","Black","Internal Audit","10","10","[c]","[c]"
"In post","2021","40-49","Black","Legal","150","140","44270","42630"
"In post","2021","40-49","Black","No function","1255","1200","33470","31390"
"In post","2021","40-49","Black","Project Delivery","190","190","40110","37660"
"In post","2021","40-49","Black","Property","35","35","39960","36360"
"In post","2021","40-49","Black","Security","25","25","[c]","[c]"
"In post","2021","40-49","Black","Unknown","1445","1355","31370","29290"
"In post","2021","40-49","Chinese","Analysis","10","10","[c]","[c]"
"In post","2021","40-49","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Counter Fraud","5","5","[c]","[c]"
"In post","2021","40-49","Chinese","Debt","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Digital, Data & Technology","15","15","[c]","[c]"
"In post","2021","40-49","Chinese","Finance","15","10","[c]","[c]"
"In post","2021","40-49","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Human Resources","10","10","[c]","[c]"
