"Status","Year","Age","Disability","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Debt","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
