"Status","Year","Disability","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Attorney General's Departments","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Human Resources","North West (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Human Resources","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Legal","East Midlands (England)","20","20","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Legal","East of England","25","20","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Legal","London","225","210","60400","62590"
"In post","2021","Declared disabled","Attorney General's Departments","Legal","North East (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Legal","North West (England)","45","40","55160","55610"
"In post","2021","Declared disabled","Attorney General's Departments","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Legal","South East (England)","30","30","58260","61420"
"In post","2021","Declared disabled","Attorney General's Departments","Legal","South West (England)","20","15","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Legal","Wales","20","15","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Legal","West Midlands (England)","30","25","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Legal","Yorkshire and The Humber","45","40","55880","55610"
"In post","2021","Declared disabled","Attorney General's Departments","Operational Delivery","East Midlands (England)","35","30","27010","23470"
"In post","2021","Declared disabled","Attorney General's Departments","Operational Delivery","East of England","20","20","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Operational Delivery","London","80","70","31420","29620"
"In post","2021","Declared disabled","Attorney General's Departments","Operational Delivery","North East (England)","30","25","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Operational Delivery","North West (England)","55","50","27430","28150"
"In post","2021","Declared disabled","Attorney General's Departments","Operational Delivery","South East (England)","25","25","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Operational Delivery","South West (England)","15","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Operational Delivery","Wales","15","15","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Operational Delivery","West Midlands (England)","25","25","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","30","30","27090","25480"
"In post","2021","Declared disabled","Attorney General's Departments","Other","London","35","35","30880","27580"
"In post","2021","Declared disabled","Attorney General's Departments","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Policy","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Unknown","East of England","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Unknown","London","485","475","48120","43890"
"In post","2021","Declared disabled","Cabinet Office","Unknown","North East (England)","60","55","28220","23850"
"In post","2021","Declared disabled","Cabinet Office","Unknown","North West (England)","30","30","42480","38890"
"In post","2021","Declared disabled","Cabinet Office","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Unknown","South East (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Unknown","South West (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Unknown","Yorkshire and The Humber","60","55","34630","33300"
"In post","2021","Declared disabled","Chancellor's other departments","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Other","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Corporate Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Operational Delivery","North West (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Unknown","North West (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Project Delivery","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","South West (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Communications","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","North West (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","South West (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Wales","25","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Economics","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Human Resources","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
