"Status","Year","Age","Ethnicity","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - West","5","5","[c]","[c]"
"In post","2021","16-19","Black","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Devon","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","East Anglia","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","East Wales","30","25","[c]","[c]"
"In post","2021","16-19","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Eastern Scotland","35","35","20830","20810"
"In post","2021","16-19","Unknown","Essex","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","45","45","17450","16780"
"In post","2021","16-19","Unknown","Greater Manchester","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - East","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - West","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","Kent","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","Lancashire","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Merseyside","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Northumberland and Tyne and Wear","35","35","20640","20140"
"In post","2021","16-19","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - South","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","South Yorkshire","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Southern Scotland","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","40","40","18910","15940"
"In post","2021","16-19","Unknown","West Central Scotland","25","20","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","West Wales and The Valleys","25","20","[c]","[c]"
"In post","2021","16-19","Unknown","West Yorkshire","35","35","20360","20140"
"In post","2021","16-19","White","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2021","16-19","White","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2021","16-19","White","Cheshire","5","5","[c]","[c]"
"In post","2021","16-19","White","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Derbyshire and Nottinghamshire","20","20","[c]","[c]"
"In post","2021","16-19","White","Devon","15","15","[c]","[c]"
"In post","2021","16-19","White","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","East Anglia","15","15","[c]","[c]"
"In post","2021","16-19","White","East Wales","35","35","19780","20140"
"In post","2021","16-19","White","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Eastern Scotland","55","55","21300","21150"
"In post","2021","16-19","White","Essex","5","5","[c]","[c]"
"In post","2021","16-19","White","Gloucestershire, Wiltshire and Bath/Bristol area","100","100","19090","19040"
"In post","2021","16-19","White","Greater Manchester","25","25","[c]","[c]"
"In post","2021","16-19","White","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2021","16-19","White","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2021","16-19","White","Highlands and Islands","5","5","[c]","[c]"
"In post","2021","16-19","White","Inner London - East","15","15","[c]","[c]"
"In post","2021","16-19","White","Inner London - West","55","55","25910","25170"
"In post","2021","16-19","White","Kent","15","15","[c]","[c]"
"In post","2021","16-19","White","Lancashire","30","30","[c]","[c]"
"In post","2021","16-19","White","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","16-19","White","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Merseyside","25","25","[c]","[c]"
"In post","2021","16-19","White","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Northumberland and Tyne and Wear","40","40","21290","21010"
"In post","2021","16-19","White","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2021","16-19","White","South Yorkshire","15","15","[c]","[c]"
"In post","2021","16-19","White","Southern Scotland","5","5","[c]","[c]"
"In post","2021","16-19","White","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2021","16-19","White","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2021","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","West Central Scotland","25","25","[c]","[c]"
"In post","2021","16-19","White","West Midlands","15","15","[c]","[c]"
"In post","2021","16-19","White","West Wales and The Valleys","40","35","21060","21010"
"In post","2021","16-19","White","West Yorkshire","20","20","[c]","[c]"
"In post","2021","20-29","Asian","Bedfordshire and Hertfordshire","75","75","27510","27570"
"In post","2021","20-29","Asian","Berkshire, Buckinghamshire and Oxfordshire","95","95","26980","27570"
"In post","2021","20-29","Asian","Cheshire","20","20","[c]","[c]"
"In post","2021","20-29","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Cumbria","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Derbyshire and Nottinghamshire","115","110","27000","25560"
"In post","2021","20-29","Asian","Devon","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Dorset and Somerset","5","5","[c]","[c]"
"In post","2021","20-29","Asian","East Anglia","65","55","23750","21430"
"In post","2021","20-29","Asian","East Wales","80","80","25520","23760"
"In post","2021","20-29","Asian","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Eastern Scotland","35","35","27310","25410"
"In post","2021","20-29","Asian","Essex","40","40","28220","29290"
"In post","2021","20-29","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","155","150","27580","27540"
"In post","2021","20-29","Asian","Greater Manchester","360","355","26590","25560"
"In post","2021","20-29","Asian","Hampshire and Isle of Wight","70","65","27130","26670"
"In post","2021","20-29","Asian","Herefordshire, Worcestershire and Warwickshire","25","25","[c]","[c]"
"In post","2021","20-29","Asian","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Inner London - East","520","510","32390","31060"
"In post","2021","20-29","Asian","Inner London - West","1465","1460","35060","33210"
"In post","2021","20-29","Asian","Kent","20","20","[c]","[c]"
"In post","2021","20-29","Asian","Lancashire","195","185","23050","21010"
"In post","2021","20-29","Asian","Leicestershire, Rutland and Northamptonshire","145","140","23710","22350"
"In post","2021","20-29","Asian","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Merseyside","25","25","[c]","[c]"
"In post","2021","20-29","Asian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","North Yorkshire","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Northumberland and Tyne and Wear","65","60","24800","21010"
"In post","2021","20-29","Asian","Outer London - East and North East","150","150","29490","31060"
"In post","2021","20-29","Asian","Outer London - South","185","180","32110","30600"
"In post","2021","20-29","Asian","Outer London - West and North West","325","315","29040","28760"
"In post","2021","20-29","Asian","Overseas","15","15","[c]","[c]"
