"Status","Year","Age","Ethnicity","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Black","London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Black","London","EO","5","5","[c]","[c]"
"In post","2021","16-19","Black","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","AA/AO","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","AA/AO","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","London","AA/AO","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","London","EO","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North East (England)","AA/AO","35","30","20190","20140"
"In post","2021","16-19","Unknown","North East (England)","EO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","North West (England)","AA/AO","40","40","20190","20140"
"In post","2021","16-19","Unknown","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","AA/AO","65","65","20550","20140"
"In post","2021","16-19","Unknown","Scotland","EO","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","South East (England)","AA/AO","45","45","22320","21430"
"In post","2021","16-19","Unknown","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South West (England)","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","South West (England)","EO","30","30","[c]","[c]"
"In post","2021","16-19","Unknown","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","Unknown","Wales","AA/AO","50","40","19650","20140"
"In post","2021","16-19","Unknown","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands (England)","AA/AO","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","AA/AO","45","45","20310","20140"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","East Midlands (England)","AA/AO","20","20","[c]","[c]"
"In post","2021","16-19","White","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2021","16-19","White","East of England","AA/AO","25","25","[c]","[c]"
"In post","2021","16-19","White","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","London","AA/AO","30","30","22730","22410"
"In post","2021","16-19","White","London","EO","45","40","26020","26330"
"In post","2021","16-19","White","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","16-19","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","North East (England)","AA/AO","50","50","20760","21010"
"In post","2021","16-19","White","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","North West (England)","AA/AO","75","70","20790","21010"
"In post","2021","16-19","White","North West (England)","EO","15","15","[c]","[c]"
"In post","2021","16-19","White","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Scotland","AA/AO","95","90","20860","21010"
"In post","2021","16-19","White","Scotland","EO","5","5","[c]","[c]"
"In post","2021","16-19","White","South East (England)","AA/AO","45","45","21750","21430"
"In post","2021","16-19","White","South East (England)","EO","10","10","[c]","[c]"
"In post","2021","16-19","White","South East (England)","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","White","South West (England)","AA/AO","45","45","19290","19630"
"In post","2021","16-19","White","South West (England)","EO","70","70","19350","19040"
"In post","2021","16-19","White","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Wales","AA/AO","65","60","19510","20140"
"In post","2021","16-19","White","Wales","EO","10","10","[c]","[c]"
"In post","2021","16-19","White","West Midlands (England)","AA/AO","25","25","[c]","[c]"
"In post","2021","16-19","White","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Yorkshire and The Humber","AA/AO","30","30","20980","21010"
"In post","2021","16-19","White","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2021","16-19","White","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","East Midlands (England)","AA/AO","120","115","20970","21010"
"In post","2021","20-29","Asian","East Midlands (England)","EO","90","90","26640","27570"
"In post","2021","20-29","Asian","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","East Midlands (England)","SEO/HEO","40","40","32400","31810"
"In post","2021","20-29","Asian","East Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Asian","East of England","AA/AO","70","60","22130","21430"
"In post","2021","20-29","Asian","East of England","EO","80","75","27880","27570"
"In post","2021","20-29","Asian","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","East of England","SEO/HEO","20","20","[c]","[c]"
"In post","2021","20-29","Asian","East of England","Unknown","15","10","[c]","[c]"
"In post","2021","20-29","Asian","London","AA/AO","385","375","24480","24490"
"In post","2021","20-29","Asian","London","EO","1060","1045","29380","29570"
"In post","2021","20-29","Asian","London","G6/G7","215","215","55140","54070"
"In post","2021","20-29","Asian","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","London","SEO/HEO","955","955","36100","35070"
"In post","2021","20-29","Asian","London","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Asian","North East (England)","AA/AO","55","45","20690","21010"
"In post","2021","20-29","Asian","North East (England)","EO","20","20","[c]","[c]"
"In post","2021","20-29","Asian","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","North East (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","North West (England)","AA/AO","250","235","20590","20140"
"In post","2021","20-29","Asian","North West (England)","EO","225","220","26430","27570"
"In post","2021","20-29","Asian","North West (England)","G6/G7","15","15","[c]","[c]"
"In post","2021","20-29","Asian","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","North West (England)","SEO/HEO","105","105","32360","31810"
"In post","2021","20-29","Asian","North West (England)","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Asian","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Scotland","AA/AO","35","30","21080","21010"
"In post","2021","20-29","Asian","Scotland","EO","20","20","[c]","[c]"
"In post","2021","20-29","Asian","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Scotland","SEO/HEO","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","South East (England)","AA/AO","80","75","23320","21590"
"In post","2021","20-29","Asian","South East (England)","EO","95","95","28210","29070"
"In post","2021","20-29","Asian","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","South East (England)","SEO/HEO","40","40","33800","33000"
"In post","2021","20-29","Asian","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Asian","South West (England)","AA/AO","25","20","[c]","[c]"
"In post","2021","20-29","Asian","South West (England)","EO","60","60","25300","26130"
"In post","2021","20-29","Asian","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","South West (England)","SEO/HEO","70","70","31570","31950"
"In post","2021","20-29","Asian","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","EO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Wales","AA/AO","55","50","21000","20140"
"In post","2021","20-29","Asian","Wales","EO","30","30","26530","27570"
"In post","2021","20-29","Asian","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Wales","SEO/HEO","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","West Midlands (England)","AA/AO","300","290","20470","20140"
"In post","2021","20-29","Asian","West Midlands (England)","EO","275","270","26030","27070"
"In post","2021","20-29","Asian","West Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","Asian","West Midlands (England)","SEO/HEO","120","120","32850","31810"
"In post","2021","20-29","Asian","West Midlands (England)","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Asian","Yorkshire and The Humber","AA/AO","245","235","20770","21010"
"In post","2021","20-29","Asian","Yorkshire and The Humber","EO","245","240","26370","27570"
"In post","2021","20-29","Asian","Yorkshire and The Humber","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Yorkshire and The Humber","SEO/HEO","95","95","31670","31810"
"In post","2021","20-29","Asian","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Black","East Midlands (England)","AA/AO","25","25","[c]","[c]"
"In post","2021","20-29","Black","East Midlands (England)","EO","15","15","[c]","[c]"
"In post","2021","20-29","Black","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Black","East Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Black","East of England","AA/AO","25","25","[c]","[c]"
"In post","2021","20-29","Black","East of England","EO","40","40","28370","29290"
"In post","2021","20-29","Black","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","East of England","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Black","East of England","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Black","London","AA/AO","320","315","25520","25110"
"In post","2021","20-29","Black","London","EO","580","575","29680","31060"
"In post","2021","20-29","Black","London","G6/G7","60","60","55150","54650"
"In post","2021","20-29","Black","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","London","SEO/HEO","465","465","35900","35070"
"In post","2021","20-29","Black","London","Unknown","75","75","27910","26810"
"In post","2021","20-29","Black","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","North East (England)","EO","5","5","[c]","[c]"
"In post","2021","20-29","Black","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","North West (England)","AA/AO","35","35","20560","20140"
"In post","2021","20-29","Black","North West (England)","EO","35","35","26250","26870"
"In post","2021","20-29","Black","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","North West (England)","SEO/HEO","25","25","[c]","[c]"
"In post","2021","20-29","Black","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Black","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Northern Ireland","EO","[c]","[c]","[c]","[c]"
