"Status","Year","Age","Parent_department","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","South East (England)","Unknown","15","15","20920","21600"
"In post","2021","16-19","HM Land Registry","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","North West (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","South West (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","East Midlands (England)","AA/AO","10","10","20210","20140"
"In post","2021","16-19","HM Revenue and Customs","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","North East (England)","AA/AO","50","45","20160","20140"
"In post","2021","16-19","HM Revenue and Customs","North East (England)","EO","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","North West (England)","AA/AO","45","40","20140","20140"
"In post","2021","16-19","HM Revenue and Customs","North West (England)","EO","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Scotland","AA/AO","40","35","20140","20140"
"In post","2021","16-19","HM Revenue and Customs","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Wales","AA/AO","25","20","20170","20140"
"In post","2021","16-19","HM Revenue and Customs","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","West Midlands (England)","AA/AO","10","10","20210","20140"
"In post","2021","16-19","HM Revenue and Customs","Yorkshire and The Humber","AA/AO","35","35","20200","20140"
"In post","2021","16-19","HM Treasury","London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Treasury","London","EO","20","20","24530","24300"
"In post","2021","16-19","Home Office","East of England","AA/AO","15","15","21430","21430"
"In post","2021","16-19","Home Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","London","EO","5","5","[c]","[c]"
"In post","2021","16-19","Home Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","North West (England)","AA/AO","10","5","21430","21430"
"In post","2021","16-19","Home Office","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","South East (England)","AA/AO","25","25","21290","21430"
"In post","2021","16-19","Home Office","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Yorkshire and The Humber","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Scotland","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Scotland","EO","10","10","17080","16780"
"In post","2021","16-19","Ministry of Defence","South East (England)","AA/AO","20","20","21150","20920"
"In post","2021","16-19","Ministry of Defence","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","South West (England)","AA/AO","30","30","18610","19560"
"In post","2021","16-19","Ministry of Defence","South West (England)","EO","100","100","18400","17780"
"In post","2021","16-19","Ministry of Defence","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","South West (England)","Unknown","15","15","16840","16780"
"In post","2021","16-19","Ministry of Defence","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","Ministry of Defence","Wales","AA/AO","15","15","15960","15820"
"In post","2021","16-19","Ministry of Defence","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","East Midlands (England)","AA/AO","20","20","20810","20600"
"In post","2021","16-19","Ministry of Justice","East of England","AA/AO","15","15","23480","22850"
"In post","2021","16-19","Ministry of Justice","London","AA/AO","15","15","21710","21980"
"In post","2021","16-19","Ministry of Justice","London","EO","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","North West (England)","AA/AO","15","15","19760","19930"
"In post","2021","16-19","Ministry of Justice","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","South East (England)","AA/AO","20","20","24050","22850"
"In post","2021","16-19","Ministry of Justice","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","South West (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Wales","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","West Midlands (England)","AA/AO","20","20","21380","20600"
"In post","2021","16-19","Ministry of Justice","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Yorkshire and The Humber","AA/AO","15","15","19970","20600"
"In post","2021","16-19","National Crime Agency","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Scotland","AA/AO","95","95","20980","21150"
"In post","2021","16-19","Scottish Government","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","South East (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Wales","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Wales","EO","5","5","[c]","[c]"
"In post","2021","16-19","Welsh Government","Wales","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","East Midlands (England)","AA/AO","35","30","20530","21950"
"In post","2021","20-29","Attorney General's Departments","East Midlands (England)","EO","15","15","25580","25480"
"In post","2021","20-29","Attorney General's Departments","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","East of England","AA/AO","25","25","21280","21000"
"In post","2021","20-29","Attorney General's Departments","East of England","EO","20","20","26850","26970"
"In post","2021","20-29","Attorney General's Departments","East of England","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","East of England","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","London","AA/AO","135","135","22530","23520"
"In post","2021","20-29","Attorney General's Departments","London","EO","255","255","28130","27350"
"In post","2021","20-29","Attorney General's Departments","London","G6/G7","95","95","51520","51250"
"In post","2021","20-29","Attorney General's Departments","London","SEO/HEO","195","190","37790","39750"
"In post","2021","20-29","Attorney General's Departments","North East (England)","AA/AO","10","10","20340","20340"
"In post","2021","20-29","Attorney General's Departments","North East (England)","EO","10","10","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","North East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","North West (England)","AA/AO","55","55","21840","21950"
"In post","2021","20-29","Attorney General's Departments","North West (England)","EO","30","30","25600","25480"
"In post","2021","20-29","Attorney General's Departments","North West (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","North West (England)","SEO/HEO","20","20","34930","38000"
"In post","2021","20-29","Attorney General's Departments","South East (England)","AA/AO","60","60","21890","21000"
"In post","2021","20-29","Attorney General's Departments","South East (England)","EO","40","40","27220","26970"
"In post","2021","20-29","Attorney General's Departments","South East (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","South East (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","South West (England)","AA/AO","30","30","21270","21950"
"In post","2021","20-29","Attorney General's Departments","South West (England)","EO","20","20","25730","25480"
"In post","2021","20-29","Attorney General's Departments","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Wales","AA/AO","10","10","21490","21950"
"In post","2021","20-29","Attorney General's Departments","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Wales","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","West Midlands (England)","AA/AO","30","30","21030","21950"
"In post","2021","20-29","Attorney General's Departments","West Midlands (England)","EO","10","10","25520","25480"
"In post","2021","20-29","Attorney General's Departments","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","West Midlands (England)","SEO/HEO","10","10","36060","38000"
"In post","2021","20-29","Attorney General's Departments","Yorkshire and The Humber","AA/AO","55","50","21120","21950"
"In post","2021","20-29","Attorney General's Departments","Yorkshire and The Humber","EO","35","35","25710","25480"
"In post","2021","20-29","Attorney General's Departments","Yorkshire and The Humber","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Yorkshire and The Humber","SEO/HEO","25","25","35200","38000"
"In post","2021","20-29","Cabinet Office","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Cabinet Office","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","East of England","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Cabinet Office","London","AA/AO","70","70","24500","24490"
"In post","2021","20-29","Cabinet Office","London","EO","355","355","27580","27500"
"In post","2021","20-29","Cabinet Office","London","G6/G7","400","400","56190","54700"
"In post","2021","20-29","Cabinet Office","London","SCS level","20","20","66780","63750"
"In post","2021","20-29","Cabinet Office","London","SEO/HEO","1670","1670","32250","32000"
"In post","2021","20-29","Cabinet Office","North East (England)","AA/AO","35","35","20800","20800"
"In post","2021","20-29","Cabinet Office","North East (England)","EO","30","30","24580","23850"
"In post","2021","20-29","Cabinet Office","North East (England)","SEO/HEO","30","30","31040","32000"
"In post","2021","20-29","Cabinet Office","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","North West (England)","EO","5","5","[c]","[c]"
"In post","2021","20-29","Cabinet Office","North West (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","Cabinet Office","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","North West (England)","SEO/HEO","70","70","30320","29250"
"In post","2021","20-29","Cabinet Office","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Scotland","SEO/HEO","25","25","29550","28000"
"In post","2021","20-29","Cabinet Office","South East (England)","AA/AO","10","10","[c]","[c]"
"In post","2021","20-29","Cabinet Office","South East (England)","EO","5","5","[c]","[c]"
"In post","2021","20-29","Cabinet Office","South East (England)","SEO/HEO","25","25","29250","28000"
"In post","2021","20-29","Cabinet Office","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","South West (England)","SEO/HEO","30","30","30470","29250"
"In post","2021","20-29","Cabinet Office","Unknown","AA/AO","10","10","21190","20800"
"In post","2021","20-29","Cabinet Office","Unknown","EO","20","20","26600","27500"
"In post","2021","20-29","Cabinet Office","Unknown","G6/G7","20","20","55060","54700"
"In post","2021","20-29","Cabinet Office","Unknown","SEO/HEO","320","320","30830","29440"
"In post","2021","20-29","Cabinet Office","Wales","SEO/HEO","35","35","29260","28630"
"In post","2021","20-29","Cabinet Office","West Midlands (England)","SEO/HEO","15","15","29600","29250"
"In post","2021","20-29","Cabinet Office","Yorkshire and The Humber","AA/AO","55","50","20820","20920"
"In post","2021","20-29","Cabinet Office","Yorkshire and The Humber","EO","35","35","26080","26670"
"In post","2021","20-29","Cabinet Office","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Yorkshire and The Humber","SEO/HEO","70","70","30870","29250"
"In post","2021","20-29","Chancellor's other departments","London","AA/AO","15","15","22810","22000"
"In post","2021","20-29","Chancellor's other departments","London","EO","15","15","28770","28230"
"In post","2021","20-29","Chancellor's other departments","London","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","London","SEO/HEO","40","40","39730","37870"
"In post","2021","20-29","Chancellor's other departments","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Charity Commission","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","North West (England)","EO","25","25","24280","24440"
"In post","2021","20-29","Charity Commission","North West (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Charity Commission","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","London","AA/AO","20","20","23130","22860"
"In post","2021","20-29","Competition and Markets Authority","London","EO","25","25","28140","27920"
"In post","2021","20-29","Competition and Markets Authority","London","G6/G7","35","35","57160","55860"
"In post","2021","20-29","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","London","SEO/HEO","55","55","35490","34570"
"In post","2021","20-29","Competition and Markets Authority","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","East Midlands (England)","AA/AO","10","10","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","East Midlands (England)","EO","10","10","24210","24250"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SEO/HEO","15","15","34810","34330"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","East of England","AA/AO","15","15","21160","20880"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","East of England","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","London","AA/AO","40","40","25650","24900"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","London","EO","170","165","28240","27680"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","London","G6/G7","485","485","55630","53600"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","1155","1150","36870","34400"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","North East (England)","EO","15","10","24280","24250"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","North West (England)","AA/AO","15","15","20810","20880"
