"Status","Year","Organisation","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Government Internal Audit Agency","HM Treasury","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Counter Fraud","Yorkshire and The Humber","15","10","36080","33800"
"In post","2021","Government Internal Audit Agency","HM Treasury","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Finance","London","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Internal Audit","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Internal Audit","London","120","115","56250","53800"
"In post","2021","Government Internal Audit Agency","HM Treasury","Internal Audit","North East (England)","25","25","43380","42620"
"In post","2021","Government Internal Audit Agency","HM Treasury","Internal Audit","North West (England)","35","30","44960","42720"
"In post","2021","Government Internal Audit Agency","HM Treasury","Internal Audit","Scotland","10","10","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Internal Audit","South East (England)","15","15","42140","44980"
"In post","2021","Government Internal Audit Agency","HM Treasury","Internal Audit","South West (England)","30","30","47650","43800"
"In post","2021","Government Internal Audit Agency","HM Treasury","Internal Audit","Wales","20","20","49160","48780"
"In post","2021","Government Internal Audit Agency","HM Treasury","Internal Audit","West Midlands (England)","30","25","53560","45390"
"In post","2021","Government Internal Audit Agency","HM Treasury","Internal Audit","Yorkshire and The Humber","50","45","46880","45520"
"In post","2021","Government Internal Audit Agency","HM Treasury","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Policy","London","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Unknown","London","20","20","43100","34090"
"In post","2021","Government Internal Audit Agency","HM Treasury","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Unknown","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","Communications","London","10","10","45640","38290"
"In post","2021","Government Legal Department","Attorney General's Departments","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","Finance","London","40","40","40350","31600"
"In post","2021","Government Legal Department","Attorney General's Departments","Human Resources","London","65","60","39250","31710"
"In post","2021","Government Legal Department","Attorney General's Departments","Knowledge and Information Management","London","10","10","49830","51590"
"In post","2021","Government Legal Department","Attorney General's Departments","Legal","London","1900","1760","60100","60870"
"In post","2021","Government Legal Department","Attorney General's Departments","Legal","North West (England)","10","10","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","Legal","South West (England)","35","30","58010","53850"
"In post","2021","Government Legal Department","Attorney General's Departments","Legal","Yorkshire and The Humber","30","30","62540","61430"
"In post","2021","Government Legal Department","Attorney General's Departments","Operational Delivery","London","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","Other","London","375","360","31980","27580"
"In post","2021","Government Legal Department","Attorney General's Departments","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","Other","South West (England)","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","Other","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","Policy","London","25","25","32740","29870"
"In post","2021","Government Legal Department","Attorney General's Departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Finance","London","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Finance","West Midlands (England)","10","10","41380","39000"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Finance","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Human Resources","London","10","5","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Operational Delivery","London","15","15","45150","42100"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Other","London","20","20","51500","52200"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Other","South West (England)","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Other","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Planning","London","10","10","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Planning","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Planning","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Project Delivery","London","15","15","53760","54700"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Project Delivery","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","West Midlands (England)","10","10","55370","38000"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Commercial","East Midlands (England)","15","15","49070","45870"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Commercial","North West (England)","15","15","40160","33050"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Communications","North West (England)","30","30","43530","39390"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Digital, Data and Technology","North West (England)","50","45","38530","31710"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Digital, Data and Technology","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Finance","North West (England)","20","20","51880","53430"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Human Resources","North West (England)","35","35","46620","44120"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Knowledge and Information Management","North West (England)","20","20","31810","29750"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Legal","North West (England)","20","20","48900","55700"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","East Midlands (England)","125","115","40740","31660"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","East of England","125","120","44120","44820"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","London","130","125","46770","44610"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","North East (England)","70","65","42270","43830"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","North West (England)","530","500","39330","31710"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","Scotland","220","210","59800","53290"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","South East (England)","85","80","41880","41480"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","South West (England)","80","75","44850","46110"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","Wales","95","85","40810","43830"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","West Midlands (England)","80","75","43770","46320"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","Yorkshire and The Humber","185","170","40720","41480"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Policy","London","20","20","58720","57810"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Policy","North West (England)","50","45","43820","39390"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Policy","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Project Delivery","East Midlands (England)","25","20","38640","34840"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Project Delivery","North West (England)","20","15","38880","35910"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Property","North West (England)","10","5","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","East Midlands (England)","220","200","43090","40020"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","North West (England)","100","95","37870","35910"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","Yorkshire and The Humber","135","130","36260","34620"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Statistics","North West (England)","10","10","50910","58330"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Communications","London","20","20","41460","36800"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Communications","North West (England)","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","East of England","10","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","London","65","65","39990","36800"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","North West (England)","15","15","29900","30290"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","Scotland","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","South West (England)","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","Wales","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","West Midlands (England)","10","10","32650","30990"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","East of England","10","10","43570","35720"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","London","85","85","45860","41290"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","North East (England)","10","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","North West (England)","30","30","39430","35270"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","South East (England)","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","South West (England)","20","15","26360","23120"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","Yorkshire and The Humber","15","15","27070","22110"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","London","45","45","42890","34410"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","North West (England)","20","20","27530","24320"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","Wales","10","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Knowledge and Information Management","West Midlands (England)","10","5","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Legal","East Midlands (England)","65","55","41650","43170"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Legal","East of England","90","80","40750","40910"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Legal","London","300","275","46970","48350"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Legal","North East (England)","75","65","39310","40760"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Legal","North West (England)","150","135","41200","41870"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Legal","South East (England)","130","110","43040","43460"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Legal","South West (England)","80","70","40840","43160"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Legal","Wales","75","70","40570","41870"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Legal","West Midlands (England)","110","105","41430","43160"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Legal","Yorkshire and The Humber","110","100","35580","37040"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","East Midlands (England)","1265","1115","20870","19830"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","East of England","955","840","21340","20100"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","London","3720","3500","25540","23500"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","North East (England)","585","510","21290","19830"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","North West (England)","1920","1720","21750","20520"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","Scotland","215","200","21710","20650"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","South East (England)","1205","1060","22060","20650"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","South West (England)","870","765","21090","19930"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","Unknown","15","15","20040","19930"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","Wales","845","760","21050","19830"
