"Status","Year","Age","Parent_department","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Attorney General's Departments","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Attorney General's Departments","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cabinet Office","Inner London - West","Female","5","5","[c]","[c]"
"In post","2021","16-19","Cabinet Office","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cabinet Office","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cabinet Office","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chancellor's other departments","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chancellor's other departments","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","East Wales","Male","5","5","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Inner London - West","Female","5","5","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Greater Manchester","Female","[c]","[c]","[c]","[c]"
