"Status","Year","Profession_of_post","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Female","95","95","37970","35850"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Male","90","85","40220","40330"
"In post","2021","Commercial","Cheshire","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Cheshire","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Female","10","5","[c]","[c]"
"In post","2021","Commercial","Cumbria","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Female","40","35","41460","41650"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Male","35","35","46160","45870"
"In post","2021","Commercial","Devon","Female","115","110","40890","38370"
"In post","2021","Commercial","Devon","Male","105","105","44830","46100"
"In post","2021","Commercial","Dorset and Somerset","Female","40","40","39740","34840"
"In post","2021","Commercial","Dorset and Somerset","Male","30","30","[c]","[c]"
"In post","2021","Commercial","East Anglia","Female","125","120","36340","34850"
"In post","2021","Commercial","East Anglia","Male","100","95","40660","37110"
"In post","2021","Commercial","East Wales","Female","75","70","35610","31970"
"In post","2021","Commercial","East Wales","Male","80","80","37620","35040"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Female","10","10","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Female","40","35","30850","26210"
"In post","2021","Commercial","Eastern Scotland","Male","55","50","35540","33090"
"In post","2021","Commercial","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Female","745","695","37030","34500"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Male","685","670","40900","38240"
"In post","2021","Commercial","Greater Manchester","Female","120","115","40160","38020"
"In post","2021","Commercial","Greater Manchester","Male","95","95","39430","36960"
"In post","2021","Commercial","Hampshire and Isle of Wight","Female","130","125","34450","34500"
"In post","2021","Commercial","Hampshire and Isle of Wight","Male","90","90","38760","36420"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Female","35","35","43890","38180"
"In post","2021","Commercial","Inner London - East","Male","40","40","46050","43490"
"In post","2021","Commercial","Inner London - West","Female","310","300","48260","42170"
"In post","2021","Commercial","Inner London - West","Male","265","260","52560","48020"
"In post","2021","Commercial","Kent","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Kent","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Lancashire","Female","20","20","[c]","[c]"
"In post","2021","Commercial","Lancashire","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Female","20","20","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Male","20","20","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Merseyside","Female","125","120","34770","34800"
"In post","2021","Commercial","Merseyside","Male","100","100","37560","34800"
"In post","2021","Commercial","North Eastern Scotland","Female","5","5","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Female","35","35","43250","38230"
"In post","2021","Commercial","North Yorkshire","Male","20","20","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Male","20","20","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Outer London - South","Female","85","85","42340","42070"
"In post","2021","Commercial","Outer London - South","Male","60","60","46220","45460"
"In post","2021","Commercial","Outer London - West and North West","Female","30","30","35930","31290"
"In post","2021","Commercial","Outer London - West and North West","Male","45","40","39230","34320"
"In post","2021","Commercial","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Overseas","Male","30","30","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Female","60","60","37900","34800"
"In post","2021","Commercial","Shropshire and Staffordshire","Male","40","40","41520","34800"
"In post","2021","Commercial","South Yorkshire","Female","65","60","37330","36780"
"In post","2021","Commercial","South Yorkshire","Male","40","40","40520","37680"
"In post","2021","Commercial","Southern Scotland","Female","45","40","41130","39860"
"In post","2021","Commercial","Southern Scotland","Male","25","25","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Female","20","20","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Male","20","20","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Female","45","40","41980","37100"
"In post","2021","Commercial","Tees Valley and Durham","Male","40","40","45100","42630"
"In post","2021","Commercial","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","Female","50","50","33140","33000"
"In post","2021","Commercial","West Central Scotland","Male","60","55","35930","34800"
"In post","2021","Commercial","West Midlands","Female","70","70","38800","36780"
"In post","2021","Commercial","West Midlands","Male","60","60","39110","38130"
"In post","2021","Commercial","West Wales and The Valleys","Female","90","80","31840","31040"
"In post","2021","Commercial","West Wales and The Valleys","Male","80","80","35330","31380"
"In post","2021","Commercial","West Yorkshire","Female","110","110","40210","36820"
"In post","2021","Commercial","West Yorkshire","Male","80","80","41660","37000"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Female","15","15","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Male","15","15","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Female","35","35","32300","29200"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Male","45","45","32570","31200"
"In post","2021","Communications","Cheshire","Female","10","10","[c]","[c]"
"In post","2021","Communications","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Male","5","5","[c]","[c]"
"In post","2021","Communications","Cumbria","Female","[c]","[c]","[c]","[c]"
