"Status","Year","Function_of_post","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cumbria","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","Male","25","25","[c]","[c]"
"In post","2021","Analysis","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","Female","55","50","30150","29270"
"In post","2021","Analysis","Dorset and Somerset","Male","65","65","35240","29990"
"In post","2021","Analysis","East Anglia","Female","155","140","31770","29270"
"In post","2021","Analysis","East Anglia","Male","205","195","36570","35900"
"In post","2021","Analysis","East Wales","Female","550","510","35250","33020"
"In post","2021","Analysis","East Wales","Male","485","475","37920","36030"
"In post","2021","Analysis","East Wales","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","Female","20","20","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","Male","25","25","[c]","[c]"
"In post","2021","Analysis","Essex","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Essex","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Female","160","145","38950","37320"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Male","165","160","39000","37320"
"In post","2021","Analysis","Greater Manchester","Female","95","95","38060","33190"
"In post","2021","Analysis","Greater Manchester","Male","130","130","38170","38630"
"In post","2021","Analysis","Hampshire and Isle of Wight","Female","350","325","37300","37020"
"In post","2021","Analysis","Hampshire and Isle of Wight","Male","460","450","39970","37320"
"In post","2021","Analysis","Hampshire and Isle of Wight","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","Female","300","280","49880","45730"
"In post","2021","Analysis","Inner London - East","Male","390","385","51390","46890"
"In post","2021","Analysis","Inner London - West","Female","1170","1115","48040","44300"
"In post","2021","Analysis","Inner London - West","Male","1540","1520","48850","45010"
"In post","2021","Analysis","Inner London - West","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Female","65","55","39690","38630"
"In post","2021","Analysis","Merseyside","Male","55","50","41030","38630"
"In post","2021","Analysis","North Yorkshire","Female","35","35","36560","31380"
"In post","2021","Analysis","North Yorkshire","Male","35","35","37500","31150"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Outer London - South","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Outer London - South","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Female","60","55","42340","42220"
"In post","2021","Analysis","South Yorkshire","Male","65","60","45660","45620"
"In post","2021","Analysis","Surrey, East and West Sussex","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Female","5","5","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Male","10","10","[c]","[c]"
"In post","2021","Analysis","West Midlands","Female","25","25","[c]","[c]"
"In post","2021","Analysis","West Midlands","Male","30","25","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Female","5","5","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Male","30","30","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Female","80","75","39650","38280"
"In post","2021","Analysis","West Yorkshire","Male","70","70","43370","48350"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Male","20","20","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Female","110","110","39260","35300"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Male","100","100","42370","40330"
"In post","2021","Commercial","Cheshire","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Cheshire","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Cumbria","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Female","65","60","37500","37970"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Male","45","40","46780","42320"
"In post","2021","Commercial","Devon","Female","115","110","40890","38370"
"In post","2021","Commercial","Devon","Male","110","105","44940","46750"
"In post","2021","Commercial","Dorset and Somerset","Female","35","30","36470","33290"
