"Status","Year","Function_of_post","Organisation","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Advisory, Conciliation and Arbitration Service","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Advisory, Conciliation and Arbitration Service","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Advisory, Conciliation and Arbitration Service","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Advisory, Conciliation and Arbitration Service","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cabinet Office (excl. agencies)","London","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Cabinet Office (excl. agencies)","London","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Cabinet Office (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cabinet Office (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","East of England","Female","150","140","31340","29270"
"In post","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","East of England","Male","200","190","36560","35900"
"In post","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Female","55","50","30110","29270"
"In post","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Male","70","65","34500","29510"
"In post","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Charity Commission","North West (England)","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Charity Commission","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Charity Commission","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Charity Commission","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Competition and Markets Authority","London","Female","50","50","58250","56360"
"In post","2021","Analysis","Competition and Markets Authority","London","Male","80","75","62430","57880"
"In post","2021","Analysis","Competition and Markets Authority","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Competition and Markets Authority","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Debt Management Office","London","Female","10","5","[c]","[c]"
"In post","2021","Analysis","Debt Management Office","London","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Defence Electronics and Components Agency","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Electronics and Components Agency","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","South East (England)","Female","85","80","38180","37320"
"In post","2021","Analysis","Defence Science and Technology Laboratory","South East (England)","Male","255","245","42010","46080"
"In post","2021","Analysis","Defence Science and Technology Laboratory","South West (England)","Female","50","50","37220","37320"
"In post","2021","Analysis","Defence Science and Technology Laboratory","South West (England)","Male","60","60","38160","37320"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","105","100","42610","35640"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","185","185","43730","37820"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","London","Female","55","50","53780","59730"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","London","Male","90","85","51690","43280"
"In post","2021","Analysis","Department for Education (excl. agencies)","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","London","Female","100","95","45880","45540"
"In post","2021","Analysis","Department for Education (excl. agencies)","London","Male","75","75","48120","45540"
"In post","2021","Analysis","Department for Education (excl. agencies)","North East (England)","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","North East (England)","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","North West (England)","Female","20","20","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","North West (England)","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","South West (England)","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","South West (England)","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Yorkshire and The Humber","Female","65","55","42400","42220"
"In post","2021","Analysis","Department for Education (excl. agencies)","Yorkshire and The Humber","Male","60","60","45790","44860"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","5","5","[c]","[c]"
