"Status","Year","Parent_department","Profession_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Commercial","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Westminster","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","York","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","York","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Sheffield","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Westminster","Female","45","45","45160","39750"
"In post","2021","Attorney General's Departments","Communications","Westminster","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","York","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","York","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Corporate Finance","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Corporate Finance","Westminster","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","Westminster","Female","110","110","42550","35480"
"In post","2021","Attorney General's Departments","Counter Fraud","Westminster","Male","170","165","47030","41140"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Shropshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Shropshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Suffolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Suffolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Wakefield","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Wakefield","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Westminster","Female","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Westminster","Male","55","55","44350","40170"
