"Status","Year","Disability","Region_ITL1","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","East Midlands (England)","Female","Heterosexual / straight","1250","1110","28250","27570"
"In post","2021","Declared disabled","East Midlands (England)","Female","LGBO","110","105","28780","27570"
"In post","2021","Declared disabled","East Midlands (England)","Female","Undeclared","190","170","28370","27570"
"In post","2021","Declared disabled","East Midlands (England)","Female","Unknown","90","75","27000","26670"
"In post","2021","Declared disabled","East Midlands (England)","Male","Heterosexual / straight","745","710","28920","27570"
"In post","2021","Declared disabled","East Midlands (England)","Male","LGBO","80","80","29440","27570"
"In post","2021","Declared disabled","East Midlands (England)","Male","Undeclared","125","120","29240","27570"
"In post","2021","Declared disabled","East Midlands (England)","Male","Unknown","85","80","26650","27570"
"In post","2021","Declared disabled","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Female","Heterosexual / straight","1190","1065","29150","27570"
"In post","2021","Declared disabled","East of England","Female","LGBO","95","90","28070","27570"
"In post","2021","Declared disabled","East of England","Female","Undeclared","160","140","29220","27570"
"In post","2021","Declared disabled","East of England","Female","Unknown","120","100","28050","27570"
"In post","2021","Declared disabled","East of England","Male","Heterosexual / straight","785","745","31390","29290"
"In post","2021","Declared disabled","East of England","Male","LGBO","75","75","28740","27570"
"In post","2021","Declared disabled","East of England","Male","Undeclared","105","95","32940","31540"
"In post","2021","Declared disabled","East of England","Male","Unknown","55","50","29140","28590"
"In post","2021","Declared disabled","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Female","Heterosexual / straight","4025","3770","39650","34100"
"In post","2021","Declared disabled","London","Female","LGBO","470","455","39970","34740"
"In post","2021","Declared disabled","London","Female","Undeclared","550","510","38170","32330"
"In post","2021","Declared disabled","London","Female","Unknown","345","305","37710","31880"
"In post","2021","Declared disabled","London","Male","Heterosexual / straight","2610","2535","42130","36160"
"In post","2021","Declared disabled","London","Male","LGBO","505","495","44660","39100"
