"Status","Year","Age","Disability","Ethnicity","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","AA/AO","25","25","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","EO","15","15","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Asian","AA/AO","40","35","21250","21010"
"In post","2021","16-19","Declared non-disabled","Asian","EO","20","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","EO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","AA/AO","420","405","20870","21010"
"In post","2021","16-19","Declared non-disabled","White","EO","150","150","22890","24300"
"In post","2021","16-19","Declared non-disabled","White","SEO/HEO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","EO","[c]","[c]","[c]","[c]"
