"Status","Year","Profession_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Aberdeen City and Aberdeenshire","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnet","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Barnet","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Barnsley, Doncaster and Rotherham","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","580","545","37690","34270"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","575","570","41650","38600"
"In post","2021","Commercial","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Berkshire","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bexley and Greenwich","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Birmingham","Female","40","40","39570","36710"
"In post","2021","Commercial","Birmingham","Male","30","30","[c]","[c]"
"In post","2021","Commercial","Blackpool","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bournemouth and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bournemouth and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","Female","50","50","38230","36970"
"In post","2021","Commercial","Bristol, City of","Male","30","30","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","Female","25","25","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","Male","25","25","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","Female","40","35","35170","34800"
"In post","2021","Commercial","Cambridgeshire CC","Male","20","20","[c]","[c]"
"In post","2021","Commercial","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","Female","80","75","34220","34800"
"In post","2021","Commercial","Central Hampshire","Male","55","55","35440","34650"
"In post","2021","Commercial","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","Male","5","5","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","Female","20","20","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","Male","30","30","39230","36780"
"In post","2021","Commercial","Clackmannanshire and Fife","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","Female","30","30","[c]","[c]"
"In post","2021","Commercial","Coventry","Male","30","30","[c]","[c]"
"In post","2021","Commercial","Croydon","Female","85","85","42340","42070"
"In post","2021","Commercial","Croydon","Male","60","60","46220","45460"
"In post","2021","Commercial","Darlington","Female","25","25","[c]","[c]"
"In post","2021","Commercial","Darlington","Male","25","25","[c]","[c]"
"In post","2021","Commercial","Derby","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derby","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","Female","100","95","40920","38340"
"In post","2021","Commercial","Devon CC","Male","95","95","45130","47680"
"In post","2021","Commercial","Dorset CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Dudley","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dudley","Male","[c]","[c]","[c]","[c]"
