"Status","Year","Age","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Science and Engineering","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Outside London","Heterosexual / straight","65","65","18220","17780"
"In post","2021","16-19","Science and Engineering","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Outside London","Unknown","45","45","16840","16780"
"In post","2021","16-19","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Statistics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Outside London","Heterosexual / straight","50","50","20450","20140"
"In post","2021","16-19","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Outside London","Unknown","95","90","20310","20140"
"In post","2021","16-19","Unknown","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","London","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Outside London","Heterosexual / straight","195","195","22030","21010"
"In post","2021","16-19","Unknown","Outside London","LGBO","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Outside London","Unknown","60","60","20990","20140"
"In post","2021","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","London","Heterosexual / straight","70","70","35470","34710"
"In post","2021","20-29","Commercial","London","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","London","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","London","Unknown","50","50","41700","40650"
"In post","2021","20-29","Commercial","Outside London","Heterosexual / straight","485","480","29370","28650"
"In post","2021","20-29","Commercial","Outside London","LGBO","40","40","28290","26670"
"In post","2021","20-29","Commercial","Outside London","Undeclared","40","40","30890","30420"
"In post","2021","20-29","Commercial","Outside London","Unknown","140","135","28740","28410"
"In post","2021","20-29","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","London","Heterosexual / straight","330","330","37130","36160"
"In post","2021","20-29","Communications","London","LGBO","40","40","38900","37530"
"In post","2021","20-29","Communications","London","Undeclared","30","30","35160","35030"
"In post","2021","20-29","Communications","London","Unknown","190","190","35480","33740"
"In post","2021","20-29","Communications","Outside London","Heterosexual / straight","160","160","28980","28650"
"In post","2021","20-29","Communications","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Communications","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Communications","Outside London","Unknown","60","55","26940","26350"
"In post","2021","20-29","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","London","Heterosexual / straight","30","30","32420","33100"
"In post","2021","20-29","Counter Fraud","London","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","London","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","London","Heterosexual / straight","305","300","38390","36800"
"In post","2021","20-29","Digital, Data and Technology","London","LGBO","40","40","38540","38070"
"In post","2021","20-29","Digital, Data and Technology","London","Undeclared","35","35","42230","39990"
"In post","2021","20-29","Digital, Data and Technology","London","Unknown","155","155","38550","34550"
"In post","2021","20-29","Digital, Data and Technology","Outside London","Heterosexual / straight","715","705","31620","30830"
"In post","2021","20-29","Digital, Data and Technology","Outside London","LGBO","90","90","31840","31370"
"In post","2021","20-29","Digital, Data and Technology","Outside London","Undeclared","85","85","30680","29350"
"In post","2021","20-29","Digital, Data and Technology","Outside London","Unknown","515","510","30580","29760"
"In post","2021","20-29","Digital, Data and Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","London","Heterosexual / straight","660","660","38430","34310"
"In post","2021","20-29","Economics","London","LGBO","75","70","39290","34570"
"In post","2021","20-29","Economics","London","Undeclared","75","75","37980","34320"
"In post","2021","20-29","Economics","London","Unknown","210","210","37330","34700"
"In post","2021","20-29","Economics","Outside London","Heterosexual / straight","85","85","32900","31000"
"In post","2021","20-29","Economics","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Economics","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Economics","Outside London","Unknown","55","55","29090","29540"
"In post","2021","20-29","Economics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","London","Heterosexual / straight","255","255","40380","36900"
"In post","2021","20-29","Finance","London","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Finance","London","Undeclared","25","25","[c]","[c]"
"In post","2021","20-29","Finance","London","Unknown","110","110","37400","33550"
"In post","2021","20-29","Finance","Outside London","Heterosexual / straight","530","525","29340","28130"
"In post","2021","20-29","Finance","Outside London","LGBO","40","40","29680","27820"
"In post","2021","20-29","Finance","Outside London","Undeclared","35","35","29270","28900"
"In post","2021","20-29","Finance","Outside London","Unknown","185","180","27740","25560"
"In post","2021","20-29","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","London","Heterosexual / straight","310","310","36360","32790"
"In post","2021","20-29","Human Resources","London","LGBO","45","45","39920","37640"
"In post","2021","20-29","Human Resources","London","Undeclared","20","15","[c]","[c]"
"In post","2021","20-29","Human Resources","London","Unknown","75","70","34560","32000"
"In post","2021","20-29","Human Resources","Outside London","Heterosexual / straight","450","445","27740","25870"
"In post","2021","20-29","Human Resources","Outside London","LGBO","45","45","26630","25880"
"In post","2021","20-29","Human Resources","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Human Resources","Outside London","Unknown","110","110","26390","24450"
"In post","2021","20-29","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","London","Heterosexual / straight","185","185","35230","34640"
"In post","2021","20-29","Intelligence Analysis","London","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","London","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","London","Unknown","75","75","43720","39740"
"In post","2021","20-29","Intelligence Analysis","Outside London","Heterosexual / straight","170","170","28830","26350"
"In post","2021","20-29","Intelligence Analysis","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","Outside London","Unknown","35","35","30240","26670"
"In post","2021","20-29","Intelligence Analysis","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","International Trade","London","Heterosexual / straight","190","190","38050","38040"
"In post","2021","20-29","International Trade","London","LGBO","30","30","39900","38160"
"In post","2021","20-29","International Trade","London","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","International Trade","London","Unknown","145","145","38410","35490"
"In post","2021","20-29","International Trade","Outside London","Heterosexual / straight","45","45","31840","31810"
"In post","2021","20-29","International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","International Trade","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","International Trade","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","International Trade","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","International Trade","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","International Trade","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","London","Heterosexual / straight","55","55","31710","29300"
"In post","2021","20-29","Knowledge and Information Management","London","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","London","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","London","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","Outside London","Heterosexual / straight","155","155","26880","26570"
"In post","2021","20-29","Knowledge and Information Management","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","London","Heterosexual / straight","315","315","38430","36160"
"In post","2021","20-29","Legal","London","LGBO","45","45","39960","40800"
"In post","2021","20-29","Legal","London","Undeclared","30","30","[c]","[c]"
"In post","2021","20-29","Legal","London","Unknown","120","120","33550","29850"
"In post","2021","20-29","Legal","Outside London","Heterosexual / straight","460","455","32580","27130"
"In post","2021","20-29","Legal","Outside London","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Legal","Outside London","Undeclared","30","30","[c]","[c]"
"In post","2021","20-29","Legal","Outside London","Unknown","215","215","27730","25560"
"In post","2021","20-29","Medicine","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","London","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Medicine","Outside London","Heterosexual / straight","85","85","29260","28850"
"In post","2021","20-29","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Medicine","Outside London","Unknown","30","30","27160","27420"
"In post","2021","20-29","Medicine","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Delivery","London","Heterosexual / straight","2725","2695","30510","28810"
"In post","2021","20-29","Operational Delivery","London","LGBO","255","250","32040","30850"
"In post","2021","20-29","Operational Delivery","London","Undeclared","275","270","30720","29570"
"In post","2021","20-29","Operational Delivery","London","Unknown","1120","1115","28850","28030"
"In post","2021","20-29","Operational Delivery","Outside London","Heterosexual / straight","14500","14145","24610","24020"
"In post","2021","20-29","Operational Delivery","Outside London","LGBO","1410","1390","24370","23500"
"In post","2021","20-29","Operational Delivery","Outside London","Undeclared","1155","1125","24700","23140"
"In post","2021","20-29","Operational Delivery","Outside London","Unknown","6140","6005","23520","22350"
"In post","2021","20-29","Operational Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Delivery","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Operational Research","London","Heterosexual / straight","85","85","38500","36200"
"In post","2021","20-29","Operational Research","London","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Operational Research","London","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Operational Research","London","Unknown","30","30","36930","36160"
"In post","2021","20-29","Operational Research","Outside London","Heterosexual / straight","145","145","31880","28650"
"In post","2021","20-29","Operational Research","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Operational Research","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Operational Research","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Operational Research","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Research","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other","London","Heterosexual / straight","555","550","32870","28880"
"In post","2021","20-29","Other","London","LGBO","70","70","32900","28880"
"In post","2021","20-29","Other","London","Undeclared","60","60","33260","31320"
"In post","2021","20-29","Other","London","Unknown","235","230","32970","30270"
"In post","2021","20-29","Other","Outside London","Heterosexual / straight","960","940","24140","21370"
"In post","2021","20-29","Other","Outside London","LGBO","65","65","23990","21510"
"In post","2021","20-29","Other","Outside London","Undeclared","75","75","23070","20920"
"In post","2021","20-29","Other","Outside London","Unknown","225","220","24830","23230"
"In post","2021","20-29","Other","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other","Overseas","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other","Unknown","Unknown","365","365","29020","28980"
"In post","2021","20-29","Planning","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","London","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Planning","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Policy","London","Heterosexual / straight","3820","3810","39640","36360"
"In post","2021","20-29","Policy","London","LGBO","625","620","40250","36720"
"In post","2021","20-29","Policy","London","Undeclared","470","470","40020","35700"
"In post","2021","20-29","Policy","London","Unknown","1360","1350","39030","35050"
"In post","2021","20-29","Policy","Outside London","Heterosexual / straight","725","720","31670","30000"
"In post","2021","20-29","Policy","Outside London","LGBO","90","90","32990","30270"
"In post","2021","20-29","Policy","Outside London","Undeclared","60","60","31340","29710"
"In post","2021","20-29","Policy","Outside London","Unknown","235","230","32070","29540"
"In post","2021","20-29","Policy","Overseas","Heterosexual / straight","110","110","36100","33860"
"In post","2021","20-29","Policy","Overseas","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Policy","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Policy","Overseas","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","London","Heterosexual / straight","405","405","38130","35070"
"In post","2021","20-29","Project Delivery","London","LGBO","50","50","39450","36170"
"In post","2021","20-29","Project Delivery","London","Undeclared","25","25","[c]","[c]"
"In post","2021","20-29","Project Delivery","London","Unknown","125","125","37450","35050"
"In post","2021","20-29","Project Delivery","Outside London","Heterosexual / straight","1015","1005","30380","29990"
"In post","2021","20-29","Project Delivery","Outside London","LGBO","95","95","29800","29690"
"In post","2021","20-29","Project Delivery","Outside London","Undeclared","65","60","31870","31600"
"In post","2021","20-29","Project Delivery","Outside London","Unknown","255","255","30890","31580"
"In post","2021","20-29","Project Delivery","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","London","Heterosexual / straight","65","65","32050","29530"
"In post","2021","20-29","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","London","Unknown","45","45","33550","33720"
"In post","2021","20-29","Property","Outside London","Heterosexual / straight","315","310","27870","26350"
"In post","2021","20-29","Property","Outside London","LGBO","30","30","[c]","[c]"
"In post","2021","20-29","Property","Outside London","Undeclared","25","25","[c]","[c]"
