"Status","Year","Age","Disability","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Debt","Outside London","35","35","20140","20140"
"In post","2021","16-19","Unknown","Digital, Data & Technology","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Outside London","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","Outside London","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","No function","London","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Outside London","215","205","20470","20140"
"In post","2021","16-19","Unknown","Project Delivery","Outside London","60","60","17450","16780"
"In post","2021","16-19","Unknown","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Outside London","85","80","21530","21430"
"In post","2021","16-19","Unknown","Unknown","Unknown","35","35","18640","15940"
"In post","2021","20-29","Declared disabled","Analysis","London","70","70","36890","35170"
"In post","2021","20-29","Declared disabled","Analysis","Outside London","85","80","31590","30430"
"In post","2021","20-29","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","London","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Outside London","30","30","28590","28670"
"In post","2021","20-29","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","London","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Outside London","55","55","28720","25560"
"In post","2021","20-29","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","London","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Outside London","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Debt","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Debt","Outside London","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","London","45","45","35970","32540"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Outside London","70","70","29030","26670"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","London","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Outside London","50","50","27600","25860"
"In post","2021","20-29","Declared disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Human Resources","London","65","65","35080","31100"
"In post","2021","20-29","Declared disabled","Human Resources","Outside London","70","70","28140","25480"
"In post","2021","20-29","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Legal","London","40","40","32990","29280"
"In post","2021","20-29","Declared disabled","Legal","Outside London","35","35","28870","23800"
"In post","2021","20-29","Declared disabled","No function","London","765","750","35310","33260"
"In post","2021","20-29","Declared disabled","No function","Outside London","1305","1280","25200","24020"
"In post","2021","20-29","Declared disabled","No function","Overseas","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","No function","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Project Delivery","London","65","65","40450","38600"
"In post","2021","20-29","Declared disabled","Project Delivery","Outside London","235","235","28270","27540"
"In post","2021","20-29","Declared disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Property","London","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Property","Outside London","40","35","25820","24820"
"In post","2021","20-29","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Security","London","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Security","Outside London","35","35","26050","25540"
"In post","2021","20-29","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","London","300","295","33540","31060"
"In post","2021","20-29","Declared disabled","Unknown","Outside London","1375","1345","26010","27570"
"In post","2021","20-29","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Analysis","London","920","915","39160","36160"
"In post","2021","20-29","Declared non-disabled","Analysis","Outside London","490","490","32580","31700"
"In post","2021","20-29","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","London","125","125","37020","34090"
"In post","2021","20-29","Declared non-disabled","Commercial","Outside London","415","415","29810","28650"
"In post","2021","20-29","Declared non-disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Communications","London","340","340","36290","35040"
"In post","2021","20-29","Declared non-disabled","Communications","Outside London","680","675","27390","25560"
"In post","2021","20-29","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","London","180","180","33660","29570"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","Outside London","425","425","28790","25560"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Debt","London","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Debt","Outside London","370","360","21440","20140"
"In post","2021","20-29","Declared non-disabled","Digital, Data & Technology","London","330","330","40420","38330"
"In post","2021","20-29","Declared non-disabled","Digital, Data & Technology","Outside London","725","715","31350","31040"
"In post","2021","20-29","Declared non-disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Finance","London","255","255","39800","36800"
"In post","2021","20-29","Declared non-disabled","Finance","Outside London","515","505","29110","26670"
"In post","2021","20-29","Declared non-disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Grants Management","Outside London","230","230","22390","21050"
"In post","2021","20-29","Declared non-disabled","Human Resources","London","360","360","35950","32330"
"In post","2021","20-29","Declared non-disabled","Human Resources","Outside London","530","520","27280","25560"
"In post","2021","20-29","Declared non-disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","London","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","Outside London","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Legal","London","475","470","35860","31560"
"In post","2021","20-29","Declared non-disabled","Legal","Outside London","470","465","30370","26450"
"In post","2021","20-29","Declared non-disabled","No function","London","6460","6415","36680","34000"
"In post","2021","20-29","Declared non-disabled","No function","Outside London","13395","13130","25560","24440"
"In post","2021","20-29","Declared non-disabled","No function","Overseas","140","140","36210","33860"
"In post","2021","20-29","Declared non-disabled","No function","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Project Delivery","London","540","535","38690","36160"
"In post","2021","20-29","Declared non-disabled","Project Delivery","Outside London","2345","2325","28630","27540"
"In post","2021","20-29","Declared non-disabled","Project Delivery","Overseas","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Property","London","70","70","34470","33590"
"In post","2021","20-29","Declared non-disabled","Property","Outside London","455","445","26780","25500"
"In post","2021","20-29","Declared non-disabled","Property","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Security","London","150","150","35140","34510"
"In post","2021","20-29","Declared non-disabled","Security","Outside London","555","550","25220","25540"
"In post","2021","20-29","Declared non-disabled","Security","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Unknown","London","3155","3130","34030","31060"
"In post","2021","20-29","Declared non-disabled","Unknown","Outside London","11125","10870","25630","25040"
"In post","2021","20-29","Declared non-disabled","Unknown","Overseas","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Unknown","Unknown","100","100","27360","27570"
"In post","2021","20-29","Undeclared","Analysis","London","100","100","38040","34310"
"In post","2021","20-29","Undeclared","Analysis","Outside London","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","Commercial","London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Commercial","Outside London","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","Communications","London","35","35","39020","35430"
"In post","2021","20-29","Undeclared","Communications","Outside London","35","35","27480","25560"
"In post","2021","20-29","Undeclared","Counter Fraud","London","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Counter Fraud","Outside London","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Debt","Outside London","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Digital, Data & Technology","London","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","Digital, Data & Technology","Outside London","40","40","31100","31810"
"In post","2021","20-29","Undeclared","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Finance","London","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","Finance","Outside London","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Grants Management","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Human Resources","London","20","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Human Resources","Outside London","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Legal","London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","No function","London","665","655","36450","34020"
"In post","2021","20-29","Undeclared","No function","Outside London","735","720","26060","25400"
"In post","2021","20-29","Undeclared","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Project Delivery","London","40","40","38470","35060"
"In post","2021","20-29","Undeclared","Project Delivery","Outside London","130","125","28570","28650"
"In post","2021","20-29","Undeclared","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Property","London","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Property","Outside London","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Security","London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Security","Outside London","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","London","135","130","33600","31060"
"In post","2021","20-29","Undeclared","Unknown","Outside London","540","530","25720","27570"
"In post","2021","20-29","Undeclared","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Analysis","London","380","380","38230","35430"
"In post","2021","20-29","Unknown","Analysis","Outside London","405","400","31240","29540"
"In post","2021","20-29","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Commercial","London","115","115","46400","41500"
"In post","2021","20-29","Unknown","Commercial","Outside London","175","175","29680","27770"
"In post","2021","20-29","Unknown","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Communications","London","280","280","35440","33120"
"In post","2021","20-29","Unknown","Communications","Outside London","620","615","26770","25560"
"In post","2021","20-29","Unknown","Counter Fraud","London","90","90","32830","29570"
"In post","2021","20-29","Unknown","Counter Fraud","Outside London","330","325","27190","25560"
"In post","2021","20-29","Unknown","Debt","London","30","30","27590","24120"
"In post","2021","20-29","Unknown","Debt","Outside London","595","580","20640","20140"
"In post","2021","20-29","Unknown","Digital, Data & Technology","London","210","210","37880","34030"
"In post","2021","20-29","Unknown","Digital, Data & Technology","Outside London","600","600","30770","29540"
"In post","2021","20-29","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Finance","London","165","165","36610","32790"
"In post","2021","20-29","Unknown","Finance","Outside London","260","250","26950","23440"
"In post","2021","20-29","Unknown","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Human Resources","London","135","130","34090","32000"
"In post","2021","20-29","Unknown","Human Resources","Outside London","215","215","26520","25560"
"In post","2021","20-29","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Legal","London","220","220","29850","26970"
"In post","2021","20-29","Unknown","Legal","Outside London","595","585","25910","23470"
"In post","2021","20-29","Unknown","No function","London","4175","4160","34220","32000"
"In post","2021","20-29","Unknown","No function","Outside London","7995","7820","24410","22850"
"In post","2021","20-29","Unknown","No function","Overseas","35","35","39340","37150"
"In post","2021","20-29","Unknown","No function","Unknown","305","305","30750","29250"
"In post","2021","20-29","Unknown","Project Delivery","London","250","250","38830","38600"
"In post","2021","20-29","Unknown","Project Delivery","Outside London","560","555","29170","28000"
"In post","2021","20-29","Unknown","Project Delivery","Overseas","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Property","London","50","50","32020","30380"
"In post","2021","20-29","Unknown","Property","Outside London","290","280","25140","24500"
"In post","2021","20-29","Unknown","Security","London","60","60","33430","31390"
"In post","2021","20-29","Unknown","Security","Outside London","385","385","25490","25540"
"In post","2021","20-29","Unknown","Security","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","London","905","905","35180","32390"
"In post","2021","20-29","Unknown","Unknown","Outside London","2335","2295","26410","26160"
"In post","2021","20-29","Unknown","Unknown","Overseas","20","20","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Unknown","385","385","29100","28980"
"In post","2021","30-39","Declared disabled","Analysis","London","65","60","49940","51830"
"In post","2021","30-39","Declared disabled","Analysis","Outside London","95","90","37120","37020"
"In post","2021","30-39","Declared disabled","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Commercial","London","25","25","[c]","[c]"
"In post","2021","30-39","Declared disabled","Commercial","Outside London","90","90","34490","33300"
"In post","2021","30-39","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Communications","London","30","30","[c]","[c]"
"In post","2021","30-39","Declared disabled","Communications","Outside London","85","80","30000","27700"
"In post","2021","30-39","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Counter Fraud","London","15","15","[c]","[c]"
"In post","2021","30-39","Declared disabled","Counter Fraud","Outside London","105","100","31060","31000"
"In post","2021","30-39","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Debt","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Debt","Outside London","45","40","21410","20140"
"In post","2021","30-39","Declared disabled","Digital, Data & Technology","London","70","70","47530","52850"
"In post","2021","30-39","Declared disabled","Digital, Data & Technology","Outside London","155","155","34890","32730"
"In post","2021","30-39","Declared disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Finance","London","35","35","51710","55620"
"In post","2021","30-39","Declared disabled","Finance","Outside London","90","85","33580","31160"
"In post","2021","30-39","Declared disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Grants Management","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","Declared disabled","Human Resources","London","55","50","46290","42270"
"In post","2021","30-39","Declared disabled","Human Resources","Outside London","150","140","33440","31640"
"In post","2021","30-39","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Internal Audit","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","Declared disabled","Legal","London","95","90","48000","51250"
"In post","2021","30-39","Declared disabled","Legal","Outside London","100","95","39150","37610"
"In post","2021","30-39","Declared disabled","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","No function","London","770","745","43850","40050"
"In post","2021","30-39","Declared disabled","No function","Outside London","2345","2215","28360","25870"
"In post","2021","30-39","Declared disabled","No function","Overseas","35","35","48650","52970"
"In post","2021","30-39","Declared disabled","No function","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Declared disabled","Project Delivery","London","95","95","51560","53490"
"In post","2021","30-39","Declared disabled","Project Delivery","Outside London","385","370","34970","33300"
"In post","2021","30-39","Declared disabled","Project Delivery","Overseas","20","20","[c]","[c]"
"In post","2021","30-39","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Property","London","15","15","[c]","[c]"
"In post","2021","30-39","Declared disabled","Property","Outside London","90","85","30870","29390"
"In post","2021","30-39","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Security","London","25","25","[c]","[c]"
"In post","2021","30-39","Declared disabled","Security","Outside London","80","80","30710","28700"
"In post","2021","30-39","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Unknown","London","460","435","38950","31840"
"In post","2021","30-39","Declared disabled","Unknown","Outside London","2445","2260","27720","27570"
"In post","2021","30-39","Declared disabled","Unknown","Overseas","5","5","[c]","[c]"
"In post","2021","30-39","Declared disabled","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Analysis","London","600","580","55330","55300"
"In post","2021","30-39","Declared non-disabled","Analysis","Outside London","720","685","39310","37320"
"In post","2021","30-39","Declared non-disabled","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Commercial","London","200","195","49610","46030"
"In post","2021","30-39","Declared non-disabled","Commercial","Outside London","665","640","36780","35720"
"In post","2021","30-39","Declared non-disabled","Commercial","Overseas","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Communications","London","465","455","48620","47110"
"In post","2021","30-39","Declared non-disabled","Communications","Outside London","970","930","30470","29160"
"In post","2021","30-39","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Counter Fraud","London","295","290","38980","36160"
"In post","2021","30-39","Declared non-disabled","Counter Fraud","Outside London","1015","985","31730","31810"
