"Status","Year","Function_of_post","Region_ITL2","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Bedfordshire and Hertfordshire","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Bedfordshire and Hertfordshire","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cheshire","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cheshire","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Cumbria","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cumbria","East Cumbria","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Cumbria","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cumbria","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","Nottingham","Female","15","10","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","Nottingham","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","Plymouth","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","Dorset CC","Female","55","50","30320","29270"
"In post","2021","Analysis","Dorset and Somerset","Dorset CC","Male","65","60","35290","29990"
"In post","2021","Analysis","Dorset and Somerset","Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Anglia","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Anglia","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Anglia","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Anglia","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Anglia","Peterborough","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Anglia","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Anglia","Suffolk","Female","155","140","31480","29270"
"In post","2021","Analysis","East Anglia","Suffolk","Male","200","190","36560","35900"
"In post","2021","Analysis","East Wales","Cardiff and Vale of Glamorgan","Female","5","5","[c]","[c]"
"In post","2021","Analysis","East Wales","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","Flintshire and Wrexham","Female","5","5","[c]","[c]"
"In post","2021","Analysis","East Wales","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","Monmouthshire and Newport","Female","540","500","35080","32630"
"In post","2021","Analysis","East Wales","Monmouthshire and Newport","Male","485","475","37950","36030"
"In post","2021","Analysis","East Wales","Monmouthshire and Newport","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
