"Status","Year","Age","Function_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Analysis","London","Female","10","10","[c]","[c]"
"In post","2021","16-19","Analysis","London","Male","10","10","[c]","[c]"
"In post","2021","16-19","Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Analysis","Outside London","Male","5","5","[c]","[c]"
"In post","2021","16-19","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Commercial","Outside London","Male","5","5","[c]","[c]"
"In post","2021","16-19","Communications","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","Outside London","Male","5","5","[c]","[c]"
"In post","2021","16-19","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Outside London","Female","30","30","[c]","[c]"
"In post","2021","16-19","Debt","Outside London","Male","20","20","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Outside London","Female","5","5","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Outside London","Male","15","15","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Outside London","Female","15","15","[c]","[c]"
"In post","2021","16-19","Finance","Outside London","Male","20","20","[c]","[c]"
"In post","2021","16-19","Grants Management","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","London","Female","5","5","[c]","[c]"
"In post","2021","16-19","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Outside London","Female","20","20","[c]","[c]"
"In post","2021","16-19","Legal","Outside London","Male","10","10","[c]","[c]"
"In post","2021","16-19","No function","London","Female","35","35","23760","23970"
"In post","2021","16-19","No function","London","Male","35","30","23640","24300"
"In post","2021","16-19","No function","Outside London","Female","250","235","20740","20140"
"In post","2021","16-19","No function","Outside London","Male","175","165","20480","20140"
"In post","2021","16-19","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Outside London","Female","25","25","[c]","[c]"
"In post","2021","16-19","Project Delivery","Outside London","Male","105","105","17580","16780"
"In post","2021","16-19","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Outside London","Female","15","15","[c]","[c]"
"In post","2021","16-19","Property","Outside London","Male","20","20","[c]","[c]"
"In post","2021","16-19","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Outside London","Male","15","15","[c]","[c]"
"In post","2021","16-19","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","London","Female","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","London","Male","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Outside London","Female","200","195","21980","21010"
"In post","2021","16-19","Unknown","Outside London","Male","140","135","21840","21010"
"In post","2021","16-19","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Male","30","30","19060","16200"
"In post","2021","20-29","Analysis","London","Female","635","630","38620","35640"
"In post","2021","20-29","Analysis","London","Male","835","830","38850","35920"
"In post","2021","20-29","Analysis","London","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Outside London","Female","515","510","32400","30000"
"In post","2021","20-29","Analysis","Outside London","Male","470","470","31530","29540"
"In post","2021","20-29","Analysis","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","London","Female","155","155","41020","39250"
"In post","2021","20-29","Commercial","London","Male","110","110","41100","38160"
"In post","2021","20-29","Commercial","Outside London","Female","325","320","29900","28170"
"In post","2021","20-29","Commercial","Outside London","Male","325","320","29610","27770"
"In post","2021","20-29","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Overseas","Male","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","London","Female","425","420","35760","34550"
"In post","2021","20-29","Communications","London","Male","255","255","36330","35260"
"In post","2021","20-29","Communications","Outside London","Female","685","675","27090","25560"
"In post","2021","20-29","Communications","Outside London","Male","705","700","27240","25560"
"In post","2021","20-29","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","London","Female","135","130","33010","29570"
"In post","2021","20-29","Counter Fraud","London","Male","170","170","33870","29570"
"In post","2021","20-29","Counter Fraud","Outside London","Female","380","380","28470","25560"
"In post","2021","20-29","Counter Fraud","Outside London","Male","415","410","27940","25560"
"In post","2021","20-29","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt","London","Female","25","25","[c]","[c]"
"In post","2021","20-29","Debt","London","Male","30","30","[c]","[c]"
"In post","2021","20-29","Debt","Outside London","Female","470","455","20910","20140"
"In post","2021","20-29","Debt","Outside London","Male","535","530","20990","20140"
"In post","2021","20-29","Digital, Data & Technology","London","Female","300","300","38620","35590"
"In post","2021","20-29","Digital, Data & Technology","London","Male","310","310","39540","36160"
"In post","2021","20-29","Digital, Data & Technology","Outside London","Female","475","470","30680","29910"
"In post","2021","20-29","Digital, Data & Technology","Outside London","Male","960","960","31150","30730"
"In post","2021","20-29","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","London","Female","225","225","38590","35330"
"In post","2021","20-29","Finance","London","Male","240","240","39090","34550"
"In post","2021","20-29","Finance","Outside London","Female","425","415","28440","26350"
"In post","2021","20-29","Finance","Outside London","Male","415","410","28370","25920"
"In post","2021","20-29","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
