"Status","Year","Region_ITL1","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","North West (England)","Cheshire","LGBO","185","185","30650","27570"
"In post","2021","North West (England)","Cheshire","Undeclared","320","300","31320","30480"
"In post","2021","North West (England)","Cheshire","Unknown","690","635","29520","27570"
"In post","2021","North West (England)","Cumbria","Heterosexual / straight","1295","1185","28720","26030"
"In post","2021","North West (England)","Cumbria","LGBO","65","65","28130","25790"
"In post","2021","North West (England)","Cumbria","Undeclared","170","160","30340","26740"
"In post","2021","North West (England)","Cumbria","Unknown","605","545","25740","21050"
"In post","2021","North West (England)","Greater Manchester","Heterosexual / straight","12495","11760","31640","27570"
"In post","2021","North West (England)","Greater Manchester","LGBO","980","955","30790","27570"
"In post","2021","North West (England)","Greater Manchester","Undeclared","1595","1480","30970","27570"
"In post","2021","North West (England)","Greater Manchester","Unknown","4645","4305","29120","25880"
"In post","2021","North West (England)","Lancashire","Heterosexual / straight","9150","8355","28690","27570"
"In post","2021","North West (England)","Lancashire","LGBO","465","440","27410","27010"
"In post","2021","North West (England)","Lancashire","Undeclared","1090","975","28330","27570"
"In post","2021","North West (England)","Lancashire","Unknown","3410","3050","27160","26590"
"In post","2021","North West (England)","Merseyside","Heterosexual / straight","13335","12220","29050","25560"
"In post","2021","North West (England)","Merseyside","LGBO","595","570","28590","25560"
"In post","2021","North West (England)","Merseyside","Undeclared","1440","1295","29210","26370"
"In post","2021","North West (England)","Merseyside","Unknown","4115","3675","27280","24920"
"In post","2021","Northern Ireland","Northern Ireland","Heterosexual / straight","2625","2470","28590","25560"
"In post","2021","Northern Ireland","Northern Ireland","LGBO","95","90","26250","25310"
"In post","2021","Northern Ireland","Northern Ireland","Undeclared","225","215","28130","25560"
"In post","2021","Northern Ireland","Northern Ireland","Unknown","865","810","26290","22490"
"In post","2021","Overseas","Overseas","Heterosexual / straight","2495","2485","49920","50430"
"In post","2021","Overseas","Overseas","LGBO","170","170","51520","53000"
"In post","2021","Overseas","Overseas","Undeclared","375","370","47650","41800"
"In post","2021","Overseas","Overseas","Unknown","715","710","50960","49370"
"In post","2021","Scotland","Eastern Scotland","Heterosexual / straight","10985","10365","35780","30650"
"In post","2021","Scotland","Eastern Scotland","LGBO","760","745","34300","30580"
"In post","2021","Scotland","Eastern Scotland","Undeclared","2025","1885","31530","27570"
"In post","2021","Scotland","Eastern Scotland","Unknown","6065","5655","32570","28410"
"In post","2021","Scotland","Highlands and Islands","Heterosexual / straight","1130","1060","28600","27570"
"In post","2021","Scotland","Highlands and Islands","LGBO","30","30","27530","26860"
"In post","2021","Scotland","Highlands and Islands","Undeclared","210","185","28440","27470"
"In post","2021","Scotland","Highlands and Islands","Unknown","585","555","29370","27570"
"In post","2021","Scotland","North Eastern Scotland","Heterosexual / straight","1070","1010","38000","31700"
"In post","2021","Scotland","North Eastern Scotland","LGBO","65","65","33630","28410"
"In post","2021","Scotland","North Eastern Scotland","Undeclared","205","190","34990","27570"
"In post","2021","Scotland","North Eastern Scotland","Unknown","525","490","33270","30650"
"In post","2021","Scotland","Southern Scotland","Heterosexual / straight","3380","3065","30670","27570"
"In post","2021","Scotland","Southern Scotland","LGBO","145","140","30940","27570"
"In post","2021","Scotland","Southern Scotland","Undeclared","460","410","27440","25880"
"In post","2021","Scotland","Southern Scotland","Unknown","2035","1825","27700","25560"
"In post","2021","Scotland","West Central Scotland","Heterosexual / straight","11210","10375","31140","27570"
"In post","2021","Scotland","West Central Scotland","LGBO","635","615","30380","27570"
"In post","2021","Scotland","West Central Scotland","Undeclared","1635","1475","29310","26670"
"In post","2021","Scotland","West Central Scotland","Unknown","4440","4090","29890","26670"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","6625","6320","32870","29490"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","355","350","31090","29290"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","895","850","33460","31810"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","1715","1610","33100","29920"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","10870","10060","32140","28650"
"In post","2021","South East (England)","Hampshire and Isle of Wight","LGBO","505","485","30300","27570"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Undeclared","1530","1425","32970","31040"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Unknown","2450","2200","31840","27570"
"In post","2021","South East (England)","Kent","Heterosexual / straight","5980","5595","29530","28130"
"In post","2021","South East (England)","Kent","LGBO","340","330","30280","29290"
"In post","2021","South East (England)","Kent","Undeclared","905","830","30140","27370"
"In post","2021","South East (England)","Kent","Unknown","1300","1215","29590","29120"
"In post","2021","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","5470","5020","30710","27570"
"In post","2021","South East (England)","Surrey, East and West Sussex","LGBO","450","430","29230","27570"
"In post","2021","South East (England)","Surrey, East and West Sussex","Undeclared","890","805","31390","28350"
"In post","2021","South East (England)","Surrey, East and West Sussex","Unknown","1495","1350","29790","27570"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","1125","1030","26720","26670"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","LGBO","45","45","25200","27570"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","Undeclared","160","145","27340","26670"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","Unknown","320","280","25940","25260"
"In post","2021","South West (England)","Devon","Heterosexual / straight","4890","4480","29560","27150"
"In post","2021","South West (England)","Devon","LGBO","260","250","27200","26520"
"In post","2021","South West (England)","Devon","Undeclared","685","620","30720","27570"
"In post","2021","South West (England)","Devon","Unknown","3185","2940","34400","32730"
"In post","2021","South West (England)","Dorset and Somerset","Heterosexual / straight","3595","3355","29570","27570"
"In post","2021","South West (England)","Dorset and Somerset","LGBO","170","165","28320","27570"
"In post","2021","South West (England)","Dorset and Somerset","Undeclared","555","520","30310","27570"
"In post","2021","South West (England)","Dorset and Somerset","Unknown","890","800","29800","27570"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","21395","20380","36600","33300"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","1020","990","33230","29180"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","3105","2915","38170","36030"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","3795","3545","35140","31370"
"In post","2021","Unknown","Unknown","Heterosexual / straight","1000","950","33440","27570"
"In post","2021","Unknown","Unknown","LGBO","65","65","32570","27570"
"In post","2021","Unknown","Unknown","Undeclared","120","110","32440","27570"
"In post","2021","Unknown","Unknown","Unknown","2545","2520","36780","32700"
"In post","2021","Wales","East Wales","Heterosexual / straight","13240","12415","33510","28850"
"In post","2021","Wales","East Wales","LGBO","865","845","31770","27570"
"In post","2021","Wales","East Wales","Undeclared","1755","1630","33470","28750"
"In post","2021","Wales","East Wales","Unknown","4515","4170","29450","25560"
"In post","2021","Wales","West Wales and The Valleys","Heterosexual / straight","10515","9620","29420","26780"
"In post","2021","Wales","West Wales and The Valleys","LGBO","460","445","28300","25440"
"In post","2021","Wales","West Wales and The Valleys","Undeclared","2385","2045","27580","21590"
"In post","2021","Wales","West Wales and The Valleys","Unknown","2350","2085","26430","22350"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","2810","2640","28190","26670"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","145","140","28470","24920"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Undeclared","360","335","28570","26850"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","675","615","26900","25400"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","5835","5465","30160","27570"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","LGBO","315","300","28010","26670"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Undeclared","700","640","29960","27570"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Unknown","1455","1330","29050","26750"
"In post","2021","West Midlands (England)","West Midlands","Heterosexual / straight","11710","10865","31160","27570"
"In post","2021","West Midlands (England)","West Midlands","LGBO","560","535","30880","27570"
"In post","2021","West Midlands (England)","West Midlands","Undeclared","1445","1310","30660","27570"
"In post","2021","West Midlands (England)","West Midlands","Unknown","4490","4095","29930","27570"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","3235","2960","27990","26930"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","160","155","26990","26300"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Undeclared","490","450","28650","27370"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","820","735","27110","26750"
"In post","2021","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","3320","3150","33950","30040"
"In post","2021","Yorkshire and The Humber","North Yorkshire","LGBO","185","180","33010","28890"
"In post","2021","Yorkshire and The Humber","North Yorkshire","Undeclared","420","395","32430","30040"
"In post","2021","Yorkshire and The Humber","North Yorkshire","Unknown","800","745","32290","27570"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","7145","6525","31410","27570"
"In post","2021","Yorkshire and The Humber","South Yorkshire","LGBO","385","375","31400","27570"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Undeclared","845","775","31330","27570"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Unknown","1550","1395","31280","27570"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","10645","9855","31970","27570"
"In post","2021","Yorkshire and The Humber","West Yorkshire","LGBO","715","690","30950","27570"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Undeclared","1295","1170","31060","27570"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Unknown","4595","4255","30250","27380"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","305","[c]","27650","24500"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Undeclared","45","[c]","27940","21010"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","265","[c]","25990","24000"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","260","[c]","27180","22370"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Undeclared","45","[c]","25780","22800"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","320","[c]","23890","21010"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Heterosexual / straight","170","[c]","29240","27680"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Unknown","120","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","170","[c]","30090","26030"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Unknown","265","[c]","30630","27570"
"Leaver CS","2021","East of England","East Anglia","Heterosexual / straight","475","[c]","30560","26670"
"Leaver CS","2021","East of England","East Anglia","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Undeclared","75","[c]","32010","26900"
"Leaver CS","2021","East of England","East Anglia","Unknown","425","[c]","30250","27570"
"Leaver CS","2021","East of England","Essex","Heterosexual / straight","160","[c]","29820","25590"
"Leaver CS","2021","East of England","Essex","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","Unknown","135","[c]","28370","28330"
"Leaver CS","2021","London","Inner London - East","Heterosexual / straight","520","[c]","42090","35070"
"Leaver CS","2021","London","Inner London - East","LGBO","40","[c]","43290","39910"
"Leaver CS","2021","London","Inner London - East","Undeclared","75","[c]","45500","40230"
"Leaver CS","2021","London","Inner London - East","Unknown","385","[c]","39630","31060"
"Leaver CS","2021","London","Inner London - West","Heterosexual / straight","1325","[c]","45720","39340"
"Leaver CS","2021","London","Inner London - West","LGBO","135","[c]","45920","39130"
"Leaver CS","2021","London","Inner London - West","Undeclared","190","[c]","48840","41970"
"Leaver CS","2021","London","Inner London - West","Unknown","1425","[c]","40210","32910"
"Leaver CS","2021","London","Outer London - East and North East","Heterosexual / straight","95","[c]","29250","30330"
"Leaver CS","2021","London","Outer London - East and North East","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","Unknown","110","[c]","29360","31060"
"Leaver CS","2021","London","Outer London - South","Heterosexual / straight","230","[c]","34780","29080"
"Leaver CS","2021","London","Outer London - South","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - South","Undeclared","55","[c]","39470","31520"
"Leaver CS","2021","London","Outer London - South","Unknown","150","[c]","31490","30830"
"Leaver CS","2021","London","Outer London - West and North West","Heterosexual / straight","290","[c]","33440","30380"
"Leaver CS","2021","London","Outer London - West and North West","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - West and North West","Undeclared","55","[c]","35470","31670"
"Leaver CS","2021","London","Outer London - West and North West","Unknown","195","[c]","31710","31060"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Heterosexual / straight","350","[c]","26340","21010"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Undeclared","45","[c]","30520","21010"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Unknown","655","[c]","25790","21050"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Heterosexual / straight","250","[c]","28430","22350"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Unknown","330","[c]","24540","21010"
"Leaver CS","2021","North West (England)","Cheshire","Heterosexual / straight","95","[c]","28310","26000"
"Leaver CS","2021","North West (England)","Cheshire","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","Unknown","85","[c]","28030","24550"
"Leaver CS","2021","North West (England)","Cumbria","Heterosexual / straight","50","[c]","29470","26890"
"Leaver CS","2021","North West (England)","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","Unknown","60","[c]","24010","21050"
"Leaver CS","2021","North West (England)","Greater Manchester","Heterosexual / straight","445","[c]","30570","25880"
"Leaver CS","2021","North West (England)","Greater Manchester","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester","Undeclared","60","[c]","29470","26130"
"Leaver CS","2021","North West (England)","Greater Manchester","Unknown","420","[c]","28210","26000"
"Leaver CS","2021","North West (England)","Lancashire","Heterosexual / straight","330","[c]","27840","22350"
"Leaver CS","2021","North West (England)","Lancashire","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","Unknown","325","[c]","24600","21010"
"Leaver CS","2021","North West (England)","Merseyside","Heterosexual / straight","380","[c]","27190","24110"
"Leaver CS","2021","North West (England)","Merseyside","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Merseyside","Undeclared","50","[c]","31380","25540"
"Leaver CS","2021","North West (England)","Merseyside","Unknown","315","[c]","28450","26890"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Heterosexual / straight","65","[c]","27330","21430"
"Leaver CS","2021","Northern Ireland","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Unknown","125","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Heterosexual / straight","65","[c]","42050","36960"
"Leaver CS","2021","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Unknown","60","[c]","40730","38690"
"Leaver CS","2021","Scotland","Eastern Scotland","Heterosexual / straight","325","[c]","34790","29120"
"Leaver CS","2021","Scotland","Eastern Scotland","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Eastern Scotland","Undeclared","95","[c]","30660","26550"
"Leaver CS","2021","Scotland","Eastern Scotland","Unknown","675","[c]","35230","29190"
"Leaver CS","2021","Scotland","Highlands and Islands","Heterosexual / straight","35","[c]","24860","22220"
"Leaver CS","2021","Scotland","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","Unknown","50","[c]","31530","28120"
"Leaver CS","2021","Scotland","North Eastern Scotland","Heterosexual / straight","50","[c]","37490","29040"
"Leaver CS","2021","Scotland","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","North Eastern Scotland","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","North Eastern Scotland","Unknown","85","[c]","31690","27150"
"Leaver CS","2021","Scotland","Southern Scotland","Heterosexual / straight","70","[c]","30460","27570"
"Leaver CS","2021","Scotland","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Southern Scotland","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Southern Scotland","Unknown","170","[c]","29330","26840"
"Leaver CS","2021","Scotland","West Central Scotland","Heterosexual / straight","330","[c]","31130","26890"
"Leaver CS","2021","Scotland","West Central Scotland","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","West Central Scotland","Undeclared","75","[c]","28910","26120"
"Leaver CS","2021","Scotland","West Central Scotland","Unknown","285","[c]","29680","26050"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","375","[c]","32810","29290"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","60","[c]","34980","32560"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","255","[c]","28810","25540"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","530","[c]","29490","26890"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","LGBO","35","[c]","27080","21010"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","Undeclared","85","[c]","32800","28410"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","Unknown","210","[c]","29620","24160"
"Leaver CS","2021","South East (England)","Kent","Heterosexual / straight","280","[c]","27120","25210"
"Leaver CS","2021","South East (England)","Kent","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Kent","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Kent","Unknown","220","[c]","25620","24510"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","255","[c]","27880","25090"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","Undeclared","45","[c]","30760","27570"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","Unknown","230","[c]","32010","26350"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","60","[c]","27160","22500"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon","Heterosexual / straight","230","[c]","26070","21580"
"Leaver CS","2021","South West (England)","Devon","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon","Undeclared","40","[c]","26480","21580"
"Leaver CS","2021","South West (England)","Devon","Unknown","315","[c]","27490","22790"
"Leaver CS","2021","South West (England)","Dorset and Somerset","Heterosexual / straight","230","[c]","29490","27260"
"Leaver CS","2021","South West (England)","Dorset and Somerset","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Dorset and Somerset","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Dorset and Somerset","Unknown","80","[c]","29010","27130"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","910","[c]","35070","31140"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","55","[c]","24700","21550"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","140","[c]","34480","33250"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","310","[c]","34760","28390"
"Leaver CS","2021","Unknown","Unknown","Heterosexual / straight","55","[c]","40990","33300"
"Leaver CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","630","[c]","40430","32000"
"Leaver CS","2021","Wales","East Wales","Heterosexual / straight","445","[c]","34110","27570"
"Leaver CS","2021","Wales","East Wales","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2021","Wales","East Wales","Undeclared","50","[c]","36220","30800"
"Leaver CS","2021","Wales","East Wales","Unknown","665","[c]","29090","23320"
"Leaver CS","2021","Wales","West Wales and The Valleys","Heterosexual / straight","405","[c]","26830","21590"
"Leaver CS","2021","Wales","West Wales and The Valleys","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Wales","West Wales and The Valleys","Undeclared","95","[c]","25860","21590"
