"Status","Year","Age","Ethnicity","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Chinese","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","East Anglia","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","Essex","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","London","Inner London - East","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","London","Inner London - West","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","London","Outer London - South","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North East (England)","Northumberland and Tyne and Wear","35","35","20640","20140"
"In post","2021","16-19","Unknown","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North West (England)","Greater Manchester","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","North West (England)","Merseyside","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","Eastern Scotland","35","35","20830","20810"
"In post","2021","16-19","Unknown","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","Southern Scotland","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","West Central Scotland","25","20","[c]","[c]"
"In post","2021","16-19","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","South East (England)","Kent","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South West (England)","Devon","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","45","45","17450","16780"
"In post","2021","16-19","Unknown","Unknown","Unknown","40","40","18910","15940"
"In post","2021","16-19","Unknown","Wales","East Wales","30","25","[c]","[c]"
"In post","2021","16-19","Unknown","Wales","West Wales and The Valleys","25","20","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands (England)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands (England)","West Midlands","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","West Yorkshire","35","35","20360","20140"
"In post","2021","16-19","White","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","[c]","[c]"
"In post","2021","16-19","White","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","16-19","White","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","East of England","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2021","16-19","White","East of England","East Anglia","15","15","[c]","[c]"
"In post","2021","16-19","White","East of England","Essex","5","5","[c]","[c]"
"In post","2021","16-19","White","London","Inner London - East","15","15","[c]","[c]"
"In post","2021","16-19","White","London","Inner London - West","55","55","25910","25170"
"In post","2021","16-19","White","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","North East (England)","Northumberland and Tyne and Wear","40","40","21290","21010"
"In post","2021","16-19","White","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2021","16-19","White","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2021","16-19","White","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","North West (England)","Greater Manchester","25","25","[c]","[c]"
"In post","2021","16-19","White","North West (England)","Lancashire","30","30","[c]","[c]"
"In post","2021","16-19","White","North West (England)","Merseyside","25","25","[c]","[c]"
"In post","2021","16-19","White","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Scotland","Eastern Scotland","55","55","21300","21150"
"In post","2021","16-19","White","Scotland","Highlands and Islands","5","5","[c]","[c]"
"In post","2021","16-19","White","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Scotland","Southern Scotland","5","5","[c]","[c]"
"In post","2021","16-19","White","Scotland","West Central Scotland","25","25","[c]","[c]"
"In post","2021","16-19","White","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2021","16-19","White","South East (England)","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2021","16-19","White","South East (England)","Kent","15","15","[c]","[c]"
"In post","2021","16-19","White","South East (England)","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2021","16-19","White","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
