"Status","Year","Age","Ethnicity","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Black","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","AO","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","AO","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","London","AA","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","London","AO","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","London","EO","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North East (England)","AO","35","30","20190","20140"
"In post","2021","16-19","Unknown","North East (England)","EO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North West (England)","AO","35","35","20460","20140"
"In post","2021","16-19","Unknown","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","AA","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","AO","45","40","20760","20140"
"In post","2021","16-19","Unknown","Scotland","EO","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South East (England)","AO","40","40","22560","21430"
"In post","2021","16-19","Unknown","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South West (England)","AA","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","South West (England)","AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","South West (England)","EO","30","30","[c]","[c]"
"In post","2021","16-19","Unknown","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","Unknown","Wales","AA","15","10","[c]","[c]"
"In post","2021","16-19","Unknown","Wales","AO","30","30","20550","20140"
"In post","2021","16-19","Unknown","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands (England)","AO","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","AO","40","40","20410","20140"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","East Midlands (England)","AA","5","5","[c]","[c]"
"In post","2021","16-19","White","East Midlands (England)","AO","10","10","[c]","[c]"
"In post","2021","16-19","White","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2021","16-19","White","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","East of England","AO","25","25","[c]","[c]"
"In post","2021","16-19","White","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","London","AA","5","5","[c]","[c]"
"In post","2021","16-19","White","London","AO","25","20","[c]","[c]"
"In post","2021","16-19","White","London","EO","45","40","26020","26330"
"In post","2021","16-19","White","London","HEO","5","5","[c]","[c]"
"In post","2021","16-19","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","North East (England)","AO","50","50","20760","21010"
"In post","2021","16-19","White","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","North West (England)","AA","5","5","[c]","[c]"
"In post","2021","16-19","White","North West (England)","AO","70","65","20910","21010"
"In post","2021","16-19","White","North West (England)","EO","15","15","[c]","[c]"
"In post","2021","16-19","White","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Scotland","AA","45","45","20720","21150"
"In post","2021","16-19","White","Scotland","AO","45","45","21000","20970"
"In post","2021","16-19","White","Scotland","EO","5","5","[c]","[c]"
"In post","2021","16-19","White","South East (England)","AA","10","10","[c]","[c]"
"In post","2021","16-19","White","South East (England)","AO","35","35","22490","21650"
"In post","2021","16-19","White","South East (England)","EO","10","10","[c]","[c]"
"In post","2021","16-19","White","South East (England)","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","White","South West (England)","AA","20","20","[c]","[c]"
"In post","2021","16-19","White","South West (England)","AO","25","25","[c]","[c]"
"In post","2021","16-19","White","South West (England)","EO","70","70","19350","19040"
"In post","2021","16-19","White","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Wales","AA","25","20","[c]","[c]"
"In post","2021","16-19","White","Wales","AO","40","40","20970","21010"
"In post","2021","16-19","White","Wales","EO","10","10","[c]","[c]"
"In post","2021","16-19","White","West Midlands (England)","AA","5","5","[c]","[c]"
"In post","2021","16-19","White","West Midlands (England)","AO","20","20","[c]","[c]"
"In post","2021","16-19","White","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Yorkshire and The Humber","AO","30","30","[c]","[c]"
"In post","2021","16-19","White","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2021","16-19","White","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","East Midlands (England)","AO","115","110","20980","21010"
"In post","2021","20-29","Asian","East Midlands (England)","EO","90","90","26640","27570"
"In post","2021","20-29","Asian","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","East Midlands (England)","HEO","35","35","31450","31810"
"In post","2021","20-29","Asian","East Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Asian","East Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Asian","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","East of England","AO","65","55","22230","21430"
"In post","2021","20-29","Asian","East of England","EO","80","75","27880","27570"
"In post","2021","20-29","Asian","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","East of England","HEO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","East of England","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Asian","East of England","Unknown","15","10","[c]","[c]"
"In post","2021","20-29","Asian","London","AA","35","35","21550","22210"
"In post","2021","20-29","Asian","London","AO","350","340","24770","24590"
"In post","2021","20-29","Asian","London","EO","1060","1045","29380","29570"
"In post","2021","20-29","Asian","London","G6","10","10","[c]","[c]"
"In post","2021","20-29","Asian","London","G7","205","205","54660","53760"
"In post","2021","20-29","Asian","London","HEO","725","720","34510","34090"
"In post","2021","20-29","Asian","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","London","SEO","235","230","41040","40600"
"In post","2021","20-29","Asian","London","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Asian","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","North East (England)","AO","50","45","20800","21010"
"In post","2021","20-29","Asian","North East (England)","EO","20","20","[c]","[c]"
"In post","2021","20-29","Asian","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","North East (England)","HEO","10","5","[c]","[c]"
"In post","2021","20-29","Asian","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","North West (England)","AO","245","230","20610","20140"
"In post","2021","20-29","Asian","North West (England)","EO","225","220","26430","27570"
"In post","2021","20-29","Asian","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","North West (England)","G7","15","15","[c]","[c]"
"In post","2021","20-29","Asian","North West (England)","HEO","80","80","31150","31810"
"In post","2021","20-29","Asian","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","North West (England)","SEO","20","20","[c]","[c]"
"In post","2021","20-29","Asian","North West (England)","Unknown","20","20","[c]","[c]"
