"Status","Year","Disability","Ethnicity","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Asian","Charity Commission","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Charity Commission","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","AO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Education","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Education","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Education","G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Education","HEO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Education","SEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","SEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for International Trade","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Transport","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Transport","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Transport","EO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Transport","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Transport","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Transport","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Transport","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Work and Pensions","AA","10","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Work and Pensions","AO","285","240","21720","21010"
"In post","2021","Declared disabled","Asian","Department for Work and Pensions","EO","605","550","29040","27570"
"In post","2021","Declared disabled","Asian","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Work and Pensions","G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Work and Pensions","HEO","60","55","35360","36650"
"In post","2021","Declared disabled","Asian","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Work and Pensions","SEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department of Health and Social Care","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department of Health and Social Care","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department of Health and Social Care","HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department of Health and Social Care","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","ESTYN","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","ESTYN","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","ESTYN","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","ESTYN","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","ESTYN","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","ESTYN","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Foreign, Commonwealth and Development Office","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Foreign, Commonwealth and Development Office","EO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Foreign, Commonwealth and Development Office","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Foreign, Commonwealth and Development Office","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Foreign, Commonwealth and Development Office","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Land Registry","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Revenue and Customs","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Revenue and Customs","AO","105","90","21790","21400"
"In post","2021","Declared disabled","Asian","HM Revenue and Customs","EO","70","65","28340","28130"
"In post","2021","Declared disabled","Asian","HM Revenue and Customs","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Revenue and Customs","G7","25","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Revenue and Customs","HEO","90","85","34620","32100"
"In post","2021","Declared disabled","Asian","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Revenue and Customs","SEO","30","30","40740","41490"
"In post","2021","Declared disabled","Asian","HM Treasury","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Treasury","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Treasury","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Home Office","AA","10","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Home Office","AO","90","80","24160","25630"
"In post","2021","Declared disabled","Asian","Home Office","EO","150","135","28400","29030"
"In post","2021","Declared disabled","Asian","Home Office","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Home Office","G7","20","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Home Office","HEO","55","50","35010","35130"
"In post","2021","Declared disabled","Asian","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Home Office","SEO","35","35","42900","42290"
"In post","2021","Declared disabled","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Defence","AO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Defence","EO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Defence","G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Defence","HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Defence","SEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Housing, Communities and Local Government","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Housing, Communities and Local Government","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Housing, Communities and Local Government","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Housing, Communities and Local Government","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Housing, Communities and Local Government","HEO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Housing, Communities and Local Government","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Justice","AA","30","25","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Justice","AO","165","145","22780","20650"
"In post","2021","Declared disabled","Asian","Ministry of Justice","EO","50","50","25540","25990"
"In post","2021","Declared disabled","Asian","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Justice","G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Justice","HEO","40","40","32470","31500"
"In post","2021","Declared disabled","Asian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Justice","SEO","40","35","43540","43740"
"In post","2021","Declared disabled","Asian","Ministry of Justice","Unknown","90","85","30430","30210"
"In post","2021","Declared disabled","Asian","National Crime Agency","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","National Crime Agency","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office for Standards in Education","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office for Standards in Education","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office for Standards in Education","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office for Standards in Education","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office for Standards in Education","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other Cabinet Office Agencies","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other Cabinet Office Agencies","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other Cabinet Office Agencies","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other Cabinet Office Agencies","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other Cabinet Office Agencies","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland Office","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland Office","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Government","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","The National Archives","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","The National Archives","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","The National Archives","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","The National Archives","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Export Finance","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Supreme Court","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","United Kingdom Statistics Authority","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","United Kingdom Statistics Authority","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","United Kingdom Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","United Kingdom Statistics Authority","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","United Kingdom Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","United Kingdom Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales Office","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
