"Status","Year","Parent_department","Profession_of_post","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Commercial","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Inner London - West","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","North Yorkshire","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Northumberland and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Inner London - West","Female","45","45","45160","39750"
"In post","2021","Attorney General's Departments","Communications","Inner London - West","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Northumberland and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","West Midlands","Male","[c]","[c]","[c]","[c]"
