"Status","Year","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for International Trade","Department for International Trade","2690","2660","45830","39930"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","3515","3420","47760","43360"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","90950","81415","27650","27570"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","3520","3435","46710","40650"
"In post","2021","Disclosure Scotland","Scottish Government","310","290","28110","23170"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","6225","5490","26100","21590"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","4790","4515","29660","26780"
"In post","2021","Education and Skills Funding Agency","Department for Education","1815","1760","41880","37100"
"In post","2021","Education Scotland","Scottish Government","315","300","55840","61010"
"In post","2021","ESTYN","ESTYN","115","105","58000","74730"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","1075","1035","40360","37360"
"In post","2021","Food Standards Agency","Food Standards Agency","1310","1275","37260","32830"
"In post","2021","Food Standards Scotland","Scottish Government","250","245","35100","30650"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","7475","7330","48580","44770"
"In post","2021","Forestry and Land Scotland","Scottish Government","990","955","31490","29140"
"In post","2021","Government Actuary's Department","Chancellor's other departments","210","195","65530","57680"
"In post","2021","Government Internal Audit Agency","HM Treasury","460","435","48630","46360"
"In post","2021","Government Legal Department","Attorney General's Departments","2530","2355","54560","52080"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","210","205","49220","49700"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","2575","2420","43280","41000"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","16605","15010","24730","21180"
"In post","2021","HM Land Registry","HM Land Registry","6350","5765","31090","27130"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","54035","51030","30220","28300"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","62940","57810","31180","27230"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","2020","1980","47240","52500"
"In post","2021","Home Office (incl. agencies)","Home Office","35375","32875","31970","27370"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","1810","1725","32680","29320"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","215","210","49250","50470"
"In post","2021","Legal Aid Agency","Ministry of Justice","1190","1120","28460","22570"
"In post","2021","Maritime and Coastguard Agency","Department for Transport","1230","1185","37070","32250"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","1325","1285","48110","41080"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","2095","2005","40090","39650"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","37700","36435","32210","28670"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","2505","2440","45980","41780"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","5345","5205","41980","36800"
"In post","2021","National Crime Agency","National Crime Agency","5485","5355","40070","37560"
"In post","2021","National Infrastructure Commission","HM Treasury","45","40","53900","52360"
"In post","2021","National Records of Scotland","Scottish Government","435","410","34520","32140"
"In post","2021","National Savings and Investments","Chancellor's other departments","200","195","51470","45880"
"In post","2021","Northern Ireland Office","Northern Ireland Office","160","160","43930","37690"
"In post","2021","Office for Budget Responsibility","HM Treasury","35","35","51010","54690"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","1780","1715","49320","51360"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","1180","1160","44810","38550"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","260","250","45520","40580"
"In post","2021","Office of Rail and Road","Office of Rail and Road","330","315","54170","55210"
"In post","2021","Office of the Public Guardian","Ministry of Justice","1415","1315","22070","19930"
"In post","2021","Office of the Scottish Charity Regulator","Scottish Government","50","45","37670","33620"
"In post","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","855","780","43430","42500"
"In post","2021","Public Health England","Department of Health and Social Care","6910","6315","43900","38200"
"In post","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","40","40","41060","34720"
"In post","2021","Registers of Scotland","Scottish Government","1160","1115","32880","30080"
"In post","2021","Revenue Scotland","Scottish Government","55","55","43440","38540"
"In post","2021","Royal Fleet Auxiliary","Ministry of Defence","1835","1835","37620","34460"
"In post","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","2175","1990","26590","24920"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","115","110","47990","46600"
"In post","2021","Scottish Courts and Tribunals Service","Scottish Government","1800","1630","27930","22820"
"In post","2021","Scottish Fiscal Commission","Scottish Government","20","20","47760","46600"
"In post","2021","Scottish Forestry","Scottish Government","190","180","35290","35330"
"In post","2021","Scottish Government (excl. agencies)","Scottish Government","7815","7490","43090","38540"
"In post","2021","Scottish Housing Regulator","Scottish Government","50","45","54160","52480"
"In post","2021","Scottish Prison Service","Scottish Government","4485","4205","31750","33650"
"In post","2021","Scottish Public Pensions Agency","Scottish Government","285","260","29650","26160"
"In post","2021","Serious Fraud Office","Attorney General's Departments","490","480","46240","40700"
"In post","2021","Social Security Scotland","Scottish Government","1135","1100","31620","26650"
"In post","2021","Standards and Testing Agency","Department for Education","125","120","43400","41400"
"In post","2021","Student Awards Agency for Scotland","Scottish Government","240","230","29770","26160"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","1790","1750","41540","39860"
"In post","2021","Teaching Regulation Agency","Department for Education","75","70","31490","29360"
"In post","2021","The National Archives","The National Archives","545","515","35580","33330"
"In post","2021","Transport Scotland","Scottish Government","495","480","44230","42190"
"In post","2021","UK Export Finance","UK Export Finance","400","390","53500","48830"
"In post","2021","UK Hydrographic Office","Ministry of Defence","840","805","34760","33290"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","1515","1430","37770","31010"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","255","255","46880","41060"
"In post","2021","UK Supreme Court","UK Supreme Court","55","55","38600","35150"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","5550","4960","32530","29540"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","3535","3280","33710","30000"
"In post","2021","Vehicle Certification Agency","Department for Transport","210","200","36020","34290"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","165","165","42670","38820"
"In post","2021","Wales Office","Wales Office","40","40","46330","41100"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","250","240","56120","50170"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","5705","5390","40990","37410"
"In post","2021","Welsh Revenue Authority","Welsh Government","70","70","45660","43760"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","85","80","34080","29410"
"Leaver CS","2021","Accountant in Bankruptcy","Scottish Government","10","[c]","27570","22230"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","50","[c]","28490","24250"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","140","[c]","28800","24370"
"Leaver CS","2021","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","380","[c]","47670","36000"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","40","[c]","35240","29750"
"Leaver CS","2021","Charity Commission","Charity Commission","35","[c]","39670","34510"
"Leaver CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","40","[c]","33370","30810"
"Leaver CS","2021","Competition and Markets Authority","Competition and Markets Authority","80","[c]","53210","46510"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","10","[c]","32010","25530"
"Leaver CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","40","[c]","39020","34800"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","85","[c]","32070","22220"
"Leaver CS","2021","Crown Prosecution Service","Attorney General's Departments","265","[c]","43650","50520"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Ministry of Defence","470","[c]","34710","31670"
"Leaver CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","210","[c]","31160","28650"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","205","[c]","48690","41900"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","80","[c]","47140","37330"
"Leaver CS","2021","Department for Education (excl. agencies)","Department for Education","290","[c]","43470","40300"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","265","[c]","38160","33510"
"Leaver CS","2021","Department for International Development","Foreign, Commonwealth and Development Office","25","[c]","50570","55610"
"Leaver CS","2021","Department for International Trade","Department for International Trade","145","[c]","38160","32000"
"Leaver CS","2021","Department for Transport (excl. agencies)","Department for Transport","105","[c]","43230","35330"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","4390","[c]","26450","26120"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","185","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","280","[c]","23360","21590"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Department for Transport","225","[c]","28560","26700"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","60","[c]","42800","36960"
"Leaver CS","2021","Education Scotland","Scottish Government","20","[c]","63420","69160"
"Leaver CS","2021","ESTYN","ESTYN","5","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","70","[c]","39330","33880"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","55","[c]","37120","35010"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","10","[c]","38090","35900"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","50","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","115","[c]","49600","47930"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","65","[c]","30150","28120"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","20","[c]","41970","32730"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","30","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","110","[c]","55960","53700"
"Leaver CS","2021","Government Property Agency","Other Cabinet Office Agencies","15","[c]","48900","53580"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","125","[c]","43620","43320"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","1385","[c]","23480","20100"
"Leaver CS","2021","HM Land Registry","HM Land Registry","270","[c]","31660","27130"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","4135","[c]","36400","31470"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","5435","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","80","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","1335","[c]","30350","25990"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","75","[c]","29380","25970"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","40","[c]","22310","19930"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","100","[c]","36950","32700"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","95","[c]","46080","40230"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","85","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","2285","[c]","31350","28670"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","95","[c]","43040","39600"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","230","[c]","39310","32080"
"Leaver CS","2021","National Crime Agency","National Crime Agency","180","[c]","43800","40210"
"Leaver CS","2021","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Scottish Government","25","[c]","30390","27150"
"Leaver CS","2021","National Savings and Investments","Chancellor's other departments","15","[c]","49250","43120"
"Leaver CS","2021","Northern Ireland Office","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","130","[c]","52150","51360"
"Leaver CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","85","[c]","43720","36980"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","15","[c]","61820","44080"
"Leaver CS","2021","Office of Rail and Road","Office of Rail and Road","15","[c]","51740","58860"
"Leaver CS","2021","Office of the Public Guardian","Ministry of Justice","65","[c]","22660","20650"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","50","[c]","40410","41020"
"Leaver CS","2021","Public Health England","Department of Health and Social Care","750","[c]","40530","33930"
"Leaver CS","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Scottish Government","25","[c]","31340","24130"
"Leaver CS","2021","Revenue Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Ministry of Defence","145","[c]","35020","32400"
"Leaver CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","95","[c]","25660","22800"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","10","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Scottish Government","105","[c]","27950","22820"
"Leaver CS","2021","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Scottish Government","15","[c]","30680","30160"
"Leaver CS","2021","Scottish Government (excl. agencies)","Scottish Government","275","[c]","41610","35110"
"Leaver CS","2021","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Scottish Government","235","[c]","32460","33650"
"Leaver CS","2021","Scottish Public Pensions Agency","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Attorney General's Departments","25","[c]","44100","35290"
"Leaver CS","2021","Social Security Scotland","Scottish Government","25","[c]","28020","22230"
"Leaver CS","2021","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Ministry of Defence","50","[c]","39000","39070"
"Leaver CS","2021","The National Archives","The National Archives","35","[c]","31670","24070"
"Leaver CS","2021","Transport Scotland","Scottish Government","15","[c]","49470","46600"
"Leaver CS","2021","UK Export Finance","UK Export Finance","25","[c]","46300","44760"
"Leaver CS","2021","UK Hydrographic Office","Ministry of Defence","50","[c]","35220","33290"
"Leaver CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","35","[c]","34800","30800"
"Leaver CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","UK Supreme Court","15","[c]","37330","36500"
"Leaver CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","300","[c]","28650","22590"
"Leaver CS","2021","Valuation Office Agency","HM Revenue and Customs","265","[c]","29810","25900"
"Leaver CS","2021","Vehicle Certification Agency","Department for Transport","15","[c]","35560","35370"
"Leaver CS","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","15","[c]","39120","38900"
"Leaver CS","2021","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Water Services Regulation Authority","30","[c]","53090","48260"
"Leaver CS","2021","Welsh Government (excl. agencies)","Welsh Government","140","[c]","42910","37410"
"Leaver CS","2021","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Foreign, Commonwealth and Development Office","15","[c]","38460","28680"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","40","[c]","28130","24250"
"Leaver Dept.","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","55","[c]","23980","21050"
"Leaver Dept.","2021","Attorney General's Office","Attorney General's Departments","15","[c]","50820","51250"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","1390","[c]","39830","32320"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Charity Commission","15","[c]","32500","29160"
"Leaver Dept.","2021","Companies House","Department for Business, Energy and Industrial Strategy","15","[c]","28680","27460"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","25","[c]","43250","34870"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Ministry of Justice","20","[c]","26330","25620"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","20","[c]","41420","36090"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Scottish Government","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","70","[c]","37150","30610"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","385","[c]","33990","31950"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","60","[c]","39620","37320"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","455","[c]","46510","40220"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","205","[c]","46890","49600"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","215","[c]","43030","38770"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","420","[c]","41560","36970"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","20","[c]","49180","50830"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","265","[c]","43340","38540"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Department for Transport","200","[c]","45220","42460"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1350","[c]","30090","27570"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","170","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Department for Transport","105","[c]","26970","21590"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Department for Transport","65","[c]","30810","26700"
"Leaver Dept.","2021","Education and Skills Funding Agency","Department for Education","30","[c]","35920","32620"
"Leaver Dept.","2021","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","35","[c]","43470","38440"
"Leaver Dept.","2021","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","95","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","230","[c]","51930","52190"
"Leaver Dept.","2021","Forestry and Land Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","HM Treasury","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Attorney General's Departments","90","[c]","45990","50570"
"Leaver Dept.","2021","Government Property Agency","Other Cabinet Office Agencies","15","[c]","48050","50930"
"Leaver Dept.","2021","Health and Safety Executive","Department for Work and Pensions","35","[c]","41770","33520"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","370","[c]","26070","21320"
"Leaver Dept.","2021","HM Prison and Probation Service","Ministry of Justice","395","[c]","36320","30880"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","1620","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","HM Treasury","120","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","1070","[c]","35760","29860"
"Leaver Dept.","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","45","[c]","30550","25380"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Department for Education","15","[c]","52600","53320"
"Leaver Dept.","2021","Legal Aid Agency","Ministry of Justice","30","[c]","22040","19930"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Department for Transport","35","[c]","31580","30980"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","15","[c]","47540","53620"
"Leaver Dept.","2021","Met Office","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","390","[c]","39490","36100"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","355","[c]","40960","34650"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","410","[c]","42230","36800"
"Leaver Dept.","2021","National Crime Agency","National Crime Agency","65","[c]","46620","43610"
"Leaver Dept.","2021","National Infrastructure Commission","HM Treasury","10","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Northern Ireland Office","30","[c]","51100","52850"
"Leaver Dept.","2021","Office for Budget Responsibility","HM Treasury","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","55","[c]","40420","32010"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","55","[c]","44550","37240"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Office of Rail and Road","10","[c]","48100","45550"
"Leaver Dept.","2021","Office of the Public Guardian","Ministry of Justice","90","[c]","22300","21170"
"Leaver Dept.","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Department of Health and Social Care","45","[c]","47900","52100"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","65","[c]","29230","25190"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","15","[c]","36360","34070"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Scottish Government","20","[c]","31110","27950"
"Leaver Dept.","2021","Scottish Forestry","Scottish Government","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Scottish Government","25","[c]","38580","35180"
"Leaver Dept.","2021","Serious Fraud Office","Attorney General's Departments","15","[c]","46570","39740"
"Leaver Dept.","2021","Social Security Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Ministry of Defence","10","[c]","46530","48790"
"Leaver Dept.","2021","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","UK Export Finance","15","[c]","39130","33000"
"Leaver Dept.","2021","UK Hydrographic Office","Ministry of Defence","15","[c]","43450","42510"
"Leaver Dept.","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","25","[c]","42300","39340"
