"Status","Year","Age","Ethnicity","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Chinese","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","Unknown","20","15","[c]","[c]"
"In post","2021","16-19","Unknown","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","London","Unknown","40","40","24130","24120"
"In post","2021","16-19","Unknown","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North East (England)","Unknown","40","40","20910","20140"
