"Status","Year","Age","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","South East (England)","Male","2730","2705","27530","27570"
"In post","2021","20-29","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","South West (England)","Female","3415","3335","26750","25850"
"In post","2021","20-29","South West (England)","Male","3635","3615","27620","27330"
"In post","2021","20-29","Unknown","Female","345","345","30300","29250"
"In post","2021","20-29","Unknown","Male","545","545","29630","28980"
"In post","2021","20-29","Wales","Female","2870","2770","25350","23830"
"In post","2021","20-29","Wales","Male","2370","2350","25760","24470"
"In post","2021","20-29","Wales","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Female","2395","2330","25080","24120"
"In post","2021","20-29","West Midlands (England)","Male","1895","1880","25800","25000"
"In post","2021","20-29","Yorkshire and The Humber","Female","3080","3010","26280","25300"
"In post","2021","20-29","Yorkshire and The Humber","Male","2720","2705","26110","25400"
"In post","2021","30-39","East Midlands (England)","Female","2365","2110","28540","27370"
"In post","2021","30-39","East Midlands (England)","Male","1875","1850","29180","27370"
"In post","2021","30-39","East of England","Female","2255","2020","29900","27570"
"In post","2021","30-39","East of England","Male","1805","1790","30810","29290"
"In post","2021","30-39","London","Female","13130","12465","45120","41760"
"In post","2021","30-39","London","Male","11180","11095","46390","42470"
"In post","2021","30-39","London","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","North East (England)","Female","3440","3040","27330","25560"
"In post","2021","30-39","North East (England)","Male","2770","2730","29130","26300"
"In post","2021","30-39","North West (England)","Female","6450","5830","28820","26810"
"In post","2021","30-39","North West (England)","Male","5610","5555","29590","27570"
"In post","2021","30-39","Northern Ireland","Female","390","355","28700","25560"
"In post","2021","30-39","Northern Ireland","Male","440","435","27620","25560"
"In post","2021","30-39","Overseas","Female","450","450","47480","51500"
"In post","2021","30-39","Overseas","Male","615","610","46880","50580"
"In post","2021","30-39","Scotland","Female","5600","5135","31940","28170"
"In post","2021","30-39","Scotland","Male","4735","4695","32320","29250"
"In post","2021","30-39","South East (England)","Female","3950","3565","30660","28670"
"In post","2021","30-39","South East (England)","Male","3590","3560","32300","30400"
"In post","2021","30-39","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","South West (England)","Female","4845","4345","32660","30870"
"In post","2021","30-39","South West (England)","Male","4665","4630","35250","33290"
"In post","2021","30-39","Unknown","Female","230","215","35420","30940"
"In post","2021","30-39","Unknown","Male","550","550","37140","32700"
"In post","2021","30-39","Wales","Female","4855","4325","29240","26810"
"In post","2021","30-39","Wales","Male","3795","3755","30680","27570"
"In post","2021","30-39","Wales","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","West Midlands (England)","Female","3530","3195","29060","27570"
"In post","2021","30-39","West Midlands (England)","Male","2775","2745","29830","27570"
"In post","2021","30-39","Yorkshire and The Humber","Female","4020","3560","30480","27570"
"In post","2021","30-39","Yorkshire and The Humber","Male","3475","3425","31170","27570"
"In post","2021","40-49","East Midlands (England)","Female","2945","2605","30630","27570"
"In post","2021","40-49","East Midlands (England)","Male","2035","2000","31980","27680"
"In post","2021","40-49","East of England","Female","2925","2575","31350","28080"
"In post","2021","40-49","East of England","Male","2365","2340","32890","30400"
"In post","2021","40-49","London","Female","12280","11250","47140","41950"
"In post","2021","40-49","London","Male","10020","9925","49860","44510"
"In post","2021","40-49","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","North East (England)","Female","4450","3880","28680","25750"
"In post","2021","40-49","North East (England)","Male","3030","2980","31370","27570"
"In post","2021","40-49","North West (England)","Female","8565","7615","30140","27570"
"In post","2021","40-49","North West (England)","Male","5995","5900","32080","27570"
"In post","2021","40-49","Northern Ireland","Female","465","420","28620","25560"
"In post","2021","40-49","Northern Ireland","Male","525","515","27590","25310"
"In post","2021","40-49","Overseas","Female","500","495","51950","54390"
"In post","2021","40-49","Overseas","Male","675","675","52300","53760"
"In post","2021","40-49","Scotland","Female","6015","5425","34160","28090"
"In post","2021","40-49","Scotland","Male","4730","4675","35940","31810"
"In post","2021","40-49","South East (England)","Female","4915","4390","32470","28670"
"In post","2021","40-49","South East (England)","Male","4285","4225","34450","31650"
"In post","2021","40-49","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","South West (England)","Female","5160","4595","34820","31580"
"In post","2021","40-49","South West (England)","Male","5205","5145","39490","37360"
"In post","2021","40-49","Unknown","Female","230","215","34550","30780"
"In post","2021","40-49","Unknown","Male","495","495","39250","34160"
"In post","2021","40-49","Wales","Female","5010","4495","32160","27570"
"In post","2021","40-49","Wales","Male","3645","3590","35530","30640"
"In post","2021","40-49","West Midlands (England)","Female","4370","3895","31700","27570"
"In post","2021","40-49","West Midlands (England)","Male","2830","2785","33490","29670"
"In post","2021","40-49","Yorkshire and The Humber","Female","4870","4295","32810","27570"
"In post","2021","40-49","Yorkshire and The Humber","Male","3755","3685","34630","31650"
"In post","2021","50-59","East Midlands (England)","Female","3900","3525","29620","27570"
"In post","2021","50-59","East Midlands (England)","Male","2945","2855","33140","30950"
"In post","2021","50-59","East of England","Female","3995","3655","30460","27570"
"In post","2021","50-59","East of England","Male","3510","3405","34200","31650"
"In post","2021","50-59","London","Female","12745","12050","42170","35390"
"In post","2021","50-59","London","Male","11475","11295","47550","40960"
"In post","2021","50-59","North East (England)","Female","5750","4910","27800","25560"
"In post","2021","50-59","North East (England)","Male","3585","3415","31560","27570"
"In post","2021","50-59","North West (England)","Female","10960","9835","29480","27570"
"In post","2021","50-59","North West (England)","Male","7250","7015","32950","28130"
"In post","2021","50-59","Northern Ireland","Female","550","505","30380","27650"
"In post","2021","50-59","Northern Ireland","Male","655","645","29200","25560"
"In post","2021","50-59","Overseas","Female","345","340","51910","46620"
"In post","2021","50-59","Overseas","Male","645","645","54040","54340"
"In post","2021","50-59","Scotland","Female","7745","6970","31880","27570"
"In post","2021","50-59","Scotland","Male","6965","6755","35440","32640"
"In post","2021","50-59","South East (England)","Female","6800","6190","30620","27570"
"In post","2021","50-59","South East (England)","Male","6720","6475","34700","31810"
"In post","2021","50-59","South West (England)","Female","6015","5495","33110","27570"
"In post","2021","50-59","South West (England)","Male","7230","7085","39410","36810"
"In post","2021","50-59","Unknown","Female","300","275","34020","30130"
"In post","2021","50-59","Unknown","Male","685","680","41200","35380"
"In post","2021","50-59","Wales","Female","5725","5140","30540","27380"
"In post","2021","50-59","Wales","Male","3990","3870","35590","30980"
"In post","2021","50-59","West Midlands (England)","Female","5445","4895","30030","27570"
"In post","2021","50-59","West Midlands (England)","Male","4005","3905","33750","30200"
"In post","2021","50-59","Yorkshire and The Humber","Female","6215","5580","31620","27570"
"In post","2021","50-59","Yorkshire and The Humber","Male","4880","4730","34570","31650"
"In post","2021","60-64","East Midlands (England)","Female","955","760","26240","23490"
"In post","2021","60-64","East Midlands (England)","Male","820","705","31020","27570"
"In post","2021","60-64","East of England","Female","1050","890","28040","26930"
"In post","2021","60-64","East of England","Male","1065","915","31850","29200"
"In post","2021","60-64","London","Female","2895","2535","37640","31520"
"In post","2021","60-64","London","Male","2800","2525","44620","37700"
"In post","2021","60-64","North East (England)","Female","1815","1300","25040","21440"
"In post","2021","60-64","North East (England)","Male","1045","830","28220","26520"
"In post","2021","60-64","North West (England)","Female","2825","2150","26600","24690"
"In post","2021","60-64","North West (England)","Male","1840","1525","30800","27570"
"In post","2021","60-64","Northern Ireland","Female","115","95","26110","22330"
"In post","2021","60-64","Northern Ireland","Male","145","130","27490","21440"
"In post","2021","60-64","Overseas","Female","40","40","58980","60080"
"In post","2021","60-64","Overseas","Male","150","150","55470","53950"
"In post","2021","60-64","Scotland","Female","2080","1595","28080","25830"
"In post","2021","60-64","Scotland","Male","1950","1605","33180","28130"
"In post","2021","60-64","South East (England)","Female","1925","1570","27990","26480"
"In post","2021","60-64","South East (England)","Male","2165","1895","32580","29290"
"In post","2021","60-64","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","South West (England)","Female","1520","1225","29760","27570"
"In post","2021","60-64","South West (England)","Male","2125","1885","36400","33300"
"In post","2021","60-64","Unknown","Female","75","60","32150","27570"
"In post","2021","60-64","Unknown","Male","185","180","39420","35380"
"In post","2021","60-64","Wales","Female","1685","1255","27480","23830"
"In post","2021","60-64","Wales","Male","1145","955","33930","28130"
"In post","2021","60-64","West Midlands (England)","Female","1395","1100","27630","26120"
"In post","2021","60-64","West Midlands (England)","Male","1105","965","31640","27570"
"In post","2021","60-64","Yorkshire and The Humber","Female","1480","1115","28040","26370"
"In post","2021","60-64","Yorkshire and The Humber","Male","1300","1085","31490","27570"
"In post","2021","65+","East Midlands (England)","Female","200","145","26650","21500"
"In post","2021","65+","East Midlands (England)","Male","260","200","29210","26780"
"In post","2021","65+","East of England","Female","315","230","25810","24540"
"In post","2021","65+","East of England","Male","380","295","31150","27850"
"In post","2021","65+","London","Female","1095","885","33570","29080"
"In post","2021","65+","London","Male","1125","935","41220","33390"
"In post","2021","65+","North East (England)","Female","400","275","24120","21440"
"In post","2021","65+","North East (England)","Male","285","210","25330","21440"
"In post","2021","65+","North West (England)","Female","715","505","25260","21440"
"In post","2021","65+","North West (England)","Male","635","470","29160","26710"
"In post","2021","65+","Northern Ireland","Female","20","15","[c]","[c]"
"In post","2021","65+","Northern Ireland","Male","65","55","27310","21430"
"In post","2021","65+","Overseas","Female","5","5","[c]","[c]"
"In post","2021","65+","Overseas","Male","20","20","[c]","[c]"
"In post","2021","65+","Scotland","Female","470","335","26680","22920"
"In post","2021","65+","Scotland","Male","600","470","31480","27260"
"In post","2021","65+","South East (England)","Female","660","500","26410","24340"
"In post","2021","65+","South East (England)","Male","900","715","31300","27380"
"In post","2021","65+","South West (England)","Female","405","300","28370","26120"
"In post","2021","65+","South West (England)","Male","780","625","35740","32100"
"In post","2021","65+","Unknown","Female","15","10","[c]","[c]"
"In post","2021","65+","Unknown","Male","35","35","34290","32400"
"In post","2021","65+","Wales","Female","455","315","26930","22490"
"In post","2021","65+","Wales","Male","390","295","32800","27570"
"In post","2021","65+","West Midlands (England)","Female","320","235","25830","23180"
"In post","2021","65+","West Midlands (England)","Male","365","290","30450","27570"
"In post","2021","65+","Yorkshire and The Humber","Female","340","235","26610","26000"
"In post","2021","65+","Yorkshire and The Humber","Male","375","285","29810","26930"
"In post","2021","Unknown","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North West (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North West (England)","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South East (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South West (England)","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Wales","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Yorkshire and The Humber","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Midlands (England)","Female","135","[c]","21820","20020"
"Leaver CS","2021","20-29","East Midlands (England)","Male","130","[c]","23520","24360"
"Leaver CS","2021","20-29","East of England","Female","140","[c]","23180","21570"
"Leaver CS","2021","20-29","East of England","Male","125","[c]","24210","24180"
"Leaver CS","2021","20-29","East of England","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","Female","810","[c]","28680","27150"
"Leaver CS","2021","20-29","London","Male","675","[c]","30160","28170"
"Leaver CS","2021","20-29","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North East (England)","Female","115","[c]","21820","21010"
"Leaver CS","2021","20-29","North East (England)","Male","130","[c]","22860","21010"
"Leaver CS","2021","20-29","North West (England)","Female","275","[c]","22860","21010"
"Leaver CS","2021","20-29","North West (England)","Male","210","[c]","24020","21050"
"Leaver CS","2021","20-29","Northern Ireland","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scotland","Female","145","[c]","24300","22230"
"Leaver CS","2021","20-29","Scotland","Male","140","[c]","24330","22230"
"Leaver CS","2021","20-29","South East (England)","Female","270","[c]","22500","21010"
"Leaver CS","2021","20-29","South East (England)","Male","230","[c]","23530","23050"
"Leaver CS","2021","20-29","South West (England)","Female","245","[c]","23290","21010"
"Leaver CS","2021","20-29","South West (England)","Male","270","[c]","24850","22780"
"Leaver CS","2021","20-29","Unknown","Female","110","[c]","28440","27570"
"Leaver CS","2021","20-29","Unknown","Male","90","[c]","28460","28000"
"Leaver CS","2021","20-29","Wales","Female","170","[c]","21760","21050"
"Leaver CS","2021","20-29","Wales","Male","195","[c]","22940","21170"
"Leaver CS","2021","20-29","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Midlands (England)","Female","180","[c]","23310","21010"
"Leaver CS","2021","20-29","West Midlands (England)","Male","160","[c]","22770","21010"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Female","205","[c]","23580","21010"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Male","185","[c]","25470","22350"
"Leaver CS","2021","30-39","East Midlands (England)","Female","100","[c]","25790","21280"
"Leaver CS","2021","30-39","East Midlands (England)","Male","105","[c]","26220","26030"
"Leaver CS","2021","30-39","East of England","Female","130","[c]","27840","26490"
"Leaver CS","2021","30-39","East of England","Male","120","[c]","27810","26700"
"Leaver CS","2021","30-39","East of England","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","Female","525","[c]","41690","38980"
"Leaver CS","2021","30-39","London","Male","490","[c]","45080","41950"
"Leaver CS","2021","30-39","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North East (England)","Female","120","[c]","24240","21010"
"Leaver CS","2021","30-39","North East (England)","Male","75","[c]","27150","21010"
"Leaver CS","2021","30-39","North West (England)","Female","170","[c]","25510","22230"
"Leaver CS","2021","30-39","North West (England)","Male","165","[c]","27780","26670"
"Leaver CS","2021","30-39","Northern Ireland","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland","Female","205","[c]","29440","26670"
"Leaver CS","2021","30-39","Scotland","Male","150","[c]","31310","29000"
"Leaver CS","2021","30-39","South East (England)","Female","205","[c]","30800","27490"
"Leaver CS","2021","30-39","South East (England)","Male","185","[c]","30060","27620"
"Leaver CS","2021","30-39","South West (England)","Female","175","[c]","28380","27130"
"Leaver CS","2021","30-39","South West (England)","Male","170","[c]","34010","33290"
"Leaver CS","2021","30-39","Unknown","Female","70","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Male","60","[c]","35900","30330"
"Leaver CS","2021","30-39","Wales","Female","120","[c]","25960","21590"
"Leaver CS","2021","30-39","Wales","Male","160","[c]","30980","27570"
"Leaver CS","2021","30-39","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","West Midlands (England)","Female","155","[c]","30220","27280"
"Leaver CS","2021","30-39","West Midlands (England)","Male","100","[c]","29730","26030"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Female","135","[c]","27610","26360"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Male","120","[c]","34170","27570"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East Midlands (England)","Female","140","[c]","28770","27050"
"Leaver CS","2021","40-49","East Midlands (England)","Male","95","[c]","31870","29930"
"Leaver CS","2021","40-49","East of England","Female","145","[c]","29740","27270"
"Leaver CS","2021","40-49","East of England","Male","90","[c]","32160","27720"
"Leaver CS","2021","40-49","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","London","Female","380","[c]","47660","40470"
"Leaver CS","2021","40-49","London","Male","275","[c]","52050","50000"
"Leaver CS","2021","40-49","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","North East (England)","Female","105","[c]","29130","24130"
"Leaver CS","2021","40-49","North East (England)","Male","80","[c]","28710","22700"
"Leaver CS","2021","40-49","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","North West (England)","Female","150","[c]","27560","22390"
"Leaver CS","2021","40-49","North West (England)","Male","140","[c]","28420","24440"
"Leaver CS","2021","40-49","Northern Ireland","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Northern Ireland","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Overseas","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scotland","Female","160","[c]","31820","27150"
"Leaver CS","2021","40-49","Scotland","Male","120","[c]","32870","27360"
"Leaver CS","2021","40-49","South East (England)","Female","175","[c]","31660","27570"
"Leaver CS","2021","40-49","South East (England)","Male","180","[c]","32880","29290"
"Leaver CS","2021","40-49","South West (England)","Female","160","[c]","32730","27570"
"Leaver CS","2021","40-49","South West (England)","Male","125","[c]","37030","33250"
"Leaver CS","2021","40-49","Unknown","Female","50","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Wales","Female","115","[c]","31250","26560"
"Leaver CS","2021","40-49","Wales","Male","95","[c]","31180","26470"
"Leaver CS","2021","40-49","West Midlands (England)","Female","140","[c]","32080","25710"
"Leaver CS","2021","40-49","West Midlands (England)","Male","100","[c]","37650","27570"
"Leaver CS","2021","40-49","Yorkshire and The Humber","Female","165","[c]","31460","27570"
"Leaver CS","2021","40-49","Yorkshire and The Humber","Male","110","[c]","33760","27570"
"Leaver CS","2021","50-59","East Midlands (England)","Female","250","[c]","27290","25860"
"Leaver CS","2021","50-59","East Midlands (England)","Male","180","[c]","31060","27570"
"Leaver CS","2021","50-59","East of England","Female","265","[c]","29400","26670"
"Leaver CS","2021","50-59","East of England","Male","220","[c]","36460","30410"
"Leaver CS","2021","50-59","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","London","Female","465","[c]","45690","37410"
"Leaver CS","2021","50-59","London","Male","465","[c]","55000","46160"
"Leaver CS","2021","50-59","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","North East (England)","Female","245","[c]","27620","25540"
"Leaver CS","2021","50-59","North East (England)","Male","135","[c]","31090","26600"
"Leaver CS","2021","50-59","North West (England)","Female","375","[c]","31100","26120"
"Leaver CS","2021","50-59","North West (England)","Male","280","[c]","31500","27370"
"Leaver CS","2021","50-59","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Northern Ireland","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Northern Ireland","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Overseas","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Overseas","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scotland","Female","285","[c]","33580","27200"
"Leaver CS","2021","50-59","Scotland","Male","270","[c]","37450","33650"
"Leaver CS","2021","50-59","South East (England)","Female","275","[c]","30550","26630"
"Leaver CS","2021","50-59","South East (England)","Male","300","[c]","33870","29930"
"Leaver CS","2021","50-59","South West (England)","Female","250","[c]","31390","27570"
"Leaver CS","2021","50-59","South West (England)","Male","280","[c]","40030","38120"
"Leaver CS","2021","50-59","Unknown","Female","60","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Male","85","[c]","56330","43350"
"Leaver CS","2021","50-59","Wales","Female","300","[c]","30620","23830"
"Leaver CS","2021","50-59","Wales","Male","190","[c]","31020","27570"
"Leaver CS","2021","50-59","West Midlands (England)","Female","275","[c]","31610","27570"
"Leaver CS","2021","50-59","West Midlands (England)","Male","170","[c]","35870","30180"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Female","385","[c]","30330","27570"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Male","280","[c]","35500","29000"
"Leaver CS","2021","60-64","East Midlands (England)","Female","145","[c]","27990","22080"
"Leaver CS","2021","60-64","East Midlands (England)","Male","110","[c]","30860","27620"
"Leaver CS","2021","60-64","East of England","Female","155","[c]","30820","26670"
"Leaver CS","2021","60-64","East of England","Male","145","[c]","37130","34730"
"Leaver CS","2021","60-64","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","Female","285","[c]","47470","36140"
"Leaver CS","2021","60-64","London","Male","325","[c]","49740","44500"
"Leaver CS","2021","60-64","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North East (England)","Female","235","[c]","28000","21590"
"Leaver CS","2021","60-64","North East (England)","Male","145","[c]","33280","27570"
"Leaver CS","2021","60-64","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Female","310","[c]","29580","26910"
"Leaver CS","2021","60-64","North West (England)","Male","215","[c]","32930","27570"
"Leaver CS","2021","60-64","Northern Ireland","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Northern Ireland","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","Female","230","[c]","34460","27570"
