"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Devon","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Devon","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Devon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","G6/G7","Unknown","85","85","51720","48080"
"In post","2021","Commercial","Devon","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Devon","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","SEO/HEO","Unknown","85","80","35970","37420"
"In post","2021","Commercial","Devon","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","SEO/HEO","Heterosexual / straight","30","30","40000","42510"
"In post","2021","Commercial","Dorset and Somerset","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","East Anglia","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","East Anglia","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","SEO/HEO","Heterosexual / straight","110","110","37450","35760"
"In post","2021","Commercial","East Anglia","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","East Anglia","SEO/HEO","Undeclared","20","15","[c]","[c]"
"In post","2021","Commercial","East Anglia","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2021","Commercial","East Anglia","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","East Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","East Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","East Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","East Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","SEO/HEO","Heterosexual / straight","65","60","35450","34800"
"In post","2021","Commercial","East Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","East Wales","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","G6/G7","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","160","150","23920","23000"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Undeclared","15","10","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Heterosexual / straight","185","180","57660","54780"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Undeclared","35","35","59120","56690"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Heterosexual / straight","615","585","35990","34950"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Undeclared","95","90","37070","37320"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Unknown","70","70","35870","36110"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","100","100","38480","36890"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","G6/G7","Heterosexual / straight","40","40","58010","52580"
"In post","2021","Commercial","Greater Manchester","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","SEO/HEO","Heterosexual / straight","95","95","36950","36780"
"In post","2021","Commercial","Greater Manchester","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","EO","Heterosexual / straight","40","40","26590","26670"
"In post","2021","Commercial","Hampshire and Isle of Wight","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","SEO/HEO","Heterosexual / straight","110","105","37510","37320"
"In post","2021","Commercial","Hampshire and Isle of Wight","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Inner London - East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
