"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other ethnicity","Property","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Ministry of Defence","AA/AO","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Security","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Work and Pensions","AA/AO","120","105","22030","21010"
"In post","2021","Other ethnicity","Unknown","Department for Work and Pensions","EO","285","265","29310","29290"
"In post","2021","Other ethnicity","Unknown","Department for Work and Pensions","G6/G7","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department for Work and Pensions","SEO/HEO","45","45","37060","36650"
"In post","2021","Other ethnicity","Unknown","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department of Health and Social Care","G6/G7","20","15","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department of Health and Social Care","SCS level","10","5","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Department of Health and Social Care","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Home Office","AA/AO","40","35","23250","22210"
"In post","2021","Other ethnicity","Unknown","Home Office","EO","105","100","27650","28670"
"In post","2021","Other ethnicity","Unknown","Home Office","G6/G7","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Home Office","SEO/HEO","40","40","38060","35790"
"In post","2021","Other ethnicity","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Ministry of Defence","AA/AO","35","30","20580","20920"
"In post","2021","Other ethnicity","Unknown","Ministry of Defence","EO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Ministry of Defence","G6/G7","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Ministry of Defence","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Scotland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Scottish Government","AA/AO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
