"Status","Year","Parent_department","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Female","115","100","38990","30110"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Male","55","55","49620","51120"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Female","105","95","41740","36240"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Male","35","35","48060","50520"
"In post","2021","Attorney General's Departments","Cheshire","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","Female","30","25","33800","25950"
"In post","2021","Attorney General's Departments","Cumbria","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Female","180","165","36980","28430"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Male","95","90","38360","34480"
"In post","2021","Attorney General's Departments","Devon","Female","55","50","38720","36240"
"In post","2021","Attorney General's Departments","Devon","Male","45","45","41380","36240"
"In post","2021","Attorney General's Departments","East Anglia","Female","80","65","32660","28430"
"In post","2021","Attorney General's Departments","East Anglia","Male","40","40","44050","48080"
"In post","2021","Attorney General's Departments","East Wales","Female","190","170","38610","37890"
"In post","2021","Attorney General's Departments","East Wales","Male","100","95","46140","48830"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Female","50","45","37270","28430"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","Female","135","120","40170","34140"
"In post","2021","Attorney General's Departments","Essex","Male","55","50","43630","36240"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Female","135","120","41310","40050"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Male","70","70","47140","51160"
"In post","2021","Attorney General's Departments","Greater Manchester","Female","245","215","39720","33900"
"In post","2021","Attorney General's Departments","Greater Manchester","Male","120","120","44360","48080"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","Female","175","160","42130","36240"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","Male","90","85","44300","50520"
"In post","2021","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - West","Female","2830","2600","50020","51250"
"In post","2021","Attorney General's Departments","Inner London - West","Male","1680","1645","51330","51250"
"In post","2021","Attorney General's Departments","Kent","Female","80","75","36790","30110"
"In post","2021","Attorney General's Departments","Kent","Male","45","45","44030","45260"
"In post","2021","Attorney General's Departments","Lancashire","Female","110","100","38190","32890"
"In post","2021","Attorney General's Departments","Lancashire","Male","65","65","43340","48080"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Female","110","100","37620","34480"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Male","45","40","43880","48830"
"In post","2021","Attorney General's Departments","Lincolnshire","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","Female","240","225","35850","28430"
"In post","2021","Attorney General's Departments","Merseyside","Male","125","125","40890","38180"
"In post","2021","Attorney General's Departments","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North Yorkshire","Female","195","170","45790","51470"
"In post","2021","Attorney General's Departments","North Yorkshire","Male","125","120","49250","55610"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Female","160","145","36040","28430"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Male","85","80","41760","48080"
"In post","2021","Attorney General's Departments","Outer London - East and North East","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - East and North East","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - South","Female","60","55","39340","31710"
