"Status","Year","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","East of England","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","East of England","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","East of England","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","HEO","Heterosexual / straight","50","50","32110","32780"
"In post","2021","Commercial","East of England","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","East of England","HEO","Unknown","15","10","[c]","[c]"
"In post","2021","Commercial","East of England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","SEO","Heterosexual / straight","70","70","41620","40880"
"In post","2021","Commercial","East of England","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","SEO","Undeclared","15","10","[c]","[c]"
"In post","2021","Commercial","East of England","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Commercial","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","AO","Unknown","20","15","[c]","[c]"
"In post","2021","Commercial","London","EO","Heterosexual / straight","75","75","29280","30040"
"In post","2021","Commercial","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","London","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Commercial","London","G6","Heterosexual / straight","65","65","72180","69930"
"In post","2021","Commercial","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","G6","Undeclared","10","5","[c]","[c]"
"In post","2021","Commercial","London","G6","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","London","G7","Heterosexual / straight","90","90","59980","59650"
"In post","2021","Commercial","London","G7","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","London","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","London","G7","Unknown","40","40","55150","53360"
"In post","2021","Commercial","London","HEO","Heterosexual / straight","90","90","34740","34710"
"In post","2021","Commercial","London","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","London","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","London","HEO","Unknown","25","25","[c]","[c]"
"In post","2021","Commercial","London","SCS level","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Commercial","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","SCS level","Unknown","20","20","[c]","[c]"
"In post","2021","Commercial","London","SEO","Heterosexual / straight","195","195","45000","44070"
"In post","2021","Commercial","London","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","London","SEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Commercial","London","SEO","Unknown","60","60","42400","40650"
"In post","2021","Commercial","London","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","North East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","North East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","SEO","Heterosexual / straight","40","40","42000","40780"
"In post","2021","Commercial","North East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","EO","Heterosexual / straight","45","40","25620","25560"
"In post","2021","Commercial","North West (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","North West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","North West (England)","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","North West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","G7","Heterosexual / straight","60","60","52460","50520"
"In post","2021","Commercial","North West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","North West (England)","HEO","Heterosexual / straight","80","80","30120","29730"
"In post","2021","Commercial","North West (England)","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","North West (England)","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","North West (England)","HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Commercial","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","SEO","Heterosexual / straight","150","145","39600","38630"
"In post","2021","Commercial","North West (England)","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","North West (England)","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","North West (England)","SEO","Unknown","45","40","37860","38630"
"In post","2021","Commercial","North West (England)","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","AA","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","Scotland","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","AO","Unknown","25","20","[c]","[c]"
"In post","2021","Commercial","Scotland","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Commercial","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Scotland","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Scotland","HEO","Heterosexual / straight","50","50","34980","33930"
"In post","2021","Commercial","Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Scotland","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Scotland","SEO","Heterosexual / straight","35","35","42240","42080"
"In post","2021","Commercial","Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Scotland","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","Commercial","Scotland","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Commercial","South East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","EO","Heterosexual / straight","65","60","26540","26670"
"In post","2021","Commercial","South East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","South East (England)","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","South East (England)","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","South East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Commercial","South East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","HEO","Heterosexual / straight","100","100","33360","33300"
"In post","2021","Commercial","South East (England)","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","South East (England)","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","South East (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","SEO","Heterosexual / straight","130","130","42530","42040"
"In post","2021","Commercial","South East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","SEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Commercial","South East (England)","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","South East (England)","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","South West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","AO","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","South West (England)","EO","Heterosexual / straight","170","160","23990","23000"
"In post","2021","Commercial","South West (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","South West (England)","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Commercial","South West (England)","EO","Unknown","25","25","[c]","[c]"
"In post","2021","Commercial","South West (England)","G6","Heterosexual / straight","55","55","69250","68630"
"In post","2021","Commercial","South West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","G6","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","South West (England)","G6","Unknown","30","30","[c]","[c]"
"In post","2021","Commercial","South West (England)","G7","Heterosexual / straight","140","135","53240","54090"
"In post","2021","Commercial","South West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","G7","Undeclared","30","25","[c]","[c]"
"In post","2021","Commercial","South West (England)","G7","Unknown","75","75","48750","47960"
"In post","2021","Commercial","South West (England)","HEO","Heterosexual / straight","345","330","31850","33000"
"In post","2021","Commercial","South West (England)","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Commercial","South West (England)","HEO","Undeclared","50","50","32570","33300"
"In post","2021","Commercial","South West (England)","HEO","Unknown","80","75","32180","32730"
"In post","2021","Commercial","South West (England)","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","South West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","SEO","Heterosexual / straight","320","305","40990","40980"
"In post","2021","Commercial","South West (England)","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","South West (England)","SEO","Undeclared","50","50","41520","41960"
"In post","2021","Commercial","South West (England)","SEO","Unknown","85","80","39280","39070"
"In post","2021","Commercial","South West (England)","Unknown","Heterosexual / straight","110","105","38840","37340"
"In post","2021","Commercial","South West (England)","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","South West (England)","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","Commercial","South West (England)","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","Wales","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Wales","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","EO","Heterosexual / straight","45","45","26220","26470"
"In post","2021","Commercial","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","EO","Undeclared","20","15","[c]","[c]"
"In post","2021","Commercial","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Wales","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","G7","Heterosexual / straight","30","30","52710","52240"
"In post","2021","Commercial","Wales","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","HEO","Heterosexual / straight","65","60","31180","31040"
"In post","2021","Commercial","Wales","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Commercial","Wales","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","SEO","Heterosexual / straight","60","60","41320","40740"
"In post","2021","Commercial","Wales","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Wales","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","HEO","Heterosexual / straight","30","30","32360","32530"
"In post","2021","Commercial","West Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","SEO","Heterosexual / straight","85","80","41710","40580"
"In post","2021","Commercial","West Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","AO","LGBO","[c]","[c]","[c]","[c]"
