"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","SEO/HEO","15","15","39410","39580"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","AA/AO","45","40","20820","20850"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","325","305","24910","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","G6/G7","30","30","57540","55470"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","505","465","34880","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","AA/AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","AA/AO","565","525","21410","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","EO","585","550","26240","25320"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","G6/G7","50","45","53840","52290"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","370","355","33080","31920"
"In post","2021","Animal and Plant Health Agency","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","SEO/HEO","10","10","36530","33790"
"In post","2021","Animal and Plant Health Agency","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","SEO/HEO","20","20","34040","35900"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","AA/AO","210","200","23200","24370"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","EO","170","160","27780","28170"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","G6/G7","55","55","56480","54560"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","215","200","36320","35760"
"In post","2021","Animal and Plant Health Agency","Unknown","AA/AO","20","20","21050","21050"
"In post","2021","Animal and Plant Health Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","G6/G7","95","95","55240","54690"
"In post","2021","Animal and Plant Health Agency","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","SEO/HEO","250","235","40770","37480"
"In post","2021","Attorney General's Office","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Legal","G6/G7","10","10","61180","65150"
"In post","2021","Attorney General's Office","Legal","SCS level","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Other","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","SEO/HEO","20","20","37250","37300"
"In post","2021","Cabinet Office (excl. agencies)","Other","AA/AO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","EO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","G6/G7","15","15","61670","64500"
"In post","2021","Cabinet Office (excl. agencies)","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","G6/G7","15","15","57860","56680"
"In post","2021","Cabinet Office (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","AA/AO","545","510","21780","20920"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","EO","870","845","27210","27500"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","G6/G7","2990","2930","59600","56340"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","SCS level","965","950","92190","78290"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","3970","3930","33610","33300"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","SEO/HEO","10","10","30680","29750"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","AA/AO","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","EO","10","10","24930","24920"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","G6/G7","10","10","54370","49040"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","SEO/HEO","30","30","32510","29750"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","AA/AO","40","40","20750","21050"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","EO","95","90","25060","24920"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","G6/G7","85","85","51900","48080"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","SEO/HEO","260","245","32850","30220"
"In post","2021","Charity Commission","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","SEO/HEO","10","10","32820","29960"
"In post","2021","Charity Commission","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","SEO/HEO","35","35","35340","37910"
"In post","2021","Charity Commission","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","G6/G7","20","20","56620","56660"
"In post","2021","Charity Commission","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","EO","15","15","24740","24440"
"In post","2021","Charity Commission","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","SEO/HEO","35","30","33110","31140"
"In post","2021","Charity Commission","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other","EO","5","5","[c]","[c]"
"In post","2021","Charity Commission","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other","SEO/HEO","10","10","31560","29160"
"In post","2021","Charity Commission","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Charity Commission","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","AA/AO","10","10","20180","20290"
"In post","2021","Charity Commission","Unknown","EO","75","65","24760","24440"
"In post","2021","Charity Commission","Unknown","G6/G7","25","20","55910","55230"
"In post","2021","Charity Commission","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","SEO/HEO","110","105","32060","29550"
"In post","2021","Companies House","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","SEO/HEO","15","15","35990","36240"
"In post","2021","Companies House","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Digital, Data and Technology","EO","80","80","32490","32900"
"In post","2021","Companies House","Digital, Data and Technology","G6/G7","15","15","60180","60650"
"In post","2021","Companies House","Digital, Data and Technology","SEO/HEO","160","155","40440","40010"
"In post","2021","Companies House","Finance","AA/AO","25","20","21720","22490"
"In post","2021","Companies House","Finance","EO","10","10","26070","26280"
"In post","2021","Companies House","Finance","G6/G7","5","5","[c]","[c]"
"In post","2021","Companies House","Finance","SEO/HEO","20","20","37260","36240"
"In post","2021","Companies House","Human Resources","AA/AO","15","10","22000","22490"
"In post","2021","Companies House","Human Resources","EO","30","30","25510","24900"
"In post","2021","Companies House","Human Resources","G6/G7","10","10","56140","55130"
"In post","2021","Companies House","Human Resources","SEO/HEO","30","25","37780","39820"
"In post","2021","Companies House","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","AA/AO","380","330","21740","22490"
"In post","2021","Companies House","Operational Delivery","EO","145","135","26060","25460"
"In post","2021","Companies House","Operational Delivery","G6/G7","15","15","57150","53460"
"In post","2021","Companies House","Operational Delivery","SEO/HEO","40","40","34700","31460"
"In post","2021","Companies House","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other","SCS level","5","5","[c]","[c]"
"In post","2021","Companies House","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Companies House","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Policy","G6/G7","10","10","[c]","[c]"
"In post","2021","Companies House","Policy","SEO/HEO","15","15","37580","39820"
"In post","2021","Companies House","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Companies House","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","G6/G7","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","SEO/HEO","15","15","39190","41300"
"In post","2021","Competition and Markets Authority","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","G6/G7","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","G6/G7","30","30","68430","68140"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","SEO/HEO","25","25","39140","37210"
"In post","2021","Competition and Markets Authority","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","G6/G7","60","55","66000","62890"
"In post","2021","Competition and Markets Authority","Economics","SCS level","10","10","110350","101610"
"In post","2021","Competition and Markets Authority","Economics","SEO/HEO","25","25","34170","33610"
"In post","2021","Competition and Markets Authority","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","G6/G7","15","15","61530","60110"
"In post","2021","Competition and Markets Authority","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","SEO/HEO","15","15","40640","38660"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","G6/G7","15","15","63330","57880"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","SEO/HEO","20","20","42430","43680"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","EO","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","G6/G7","90","85","68210","72430"
"In post","2021","Competition and Markets Authority","Legal","SCS level","20","20","110230","101850"
"In post","2021","Competition and Markets Authority","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","G6/G7","20","20","66720","63370"
"In post","2021","Competition and Markets Authority","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","AA/AO","20","20","23240","22860"
"In post","2021","Competition and Markets Authority","Project Delivery","EO","45","40","28400","27920"
"In post","2021","Competition and Markets Authority","Project Delivery","G6/G7","175","170","66220","62890"
"In post","2021","Competition and Markets Authority","Project Delivery","SCS level","60","60","110090","102030"
"In post","2021","Competition and Markets Authority","Project Delivery","SEO/HEO","75","75","36250","34870"
"In post","2021","Competition and Markets Authority","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","G6/G7","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
