"Status","Year","Organisation","Region_ITL1","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Accountant in Bankruptcy","Scotland","Outside London","Female","75","65","30250","29190"
"In post","2021","Accountant in Bankruptcy","Scotland","Outside London","Male","40","40","34470","29190"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Outside London","Female","60","55","29660","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Outside London","Male","35","35","29750","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","East of England","Outside London","Female","30","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East of England","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","London","London","Female","115","105","40100","38670"
"In post","2021","Advisory, Conciliation and Arbitration Service","London","London","Male","90","90","45330","43750"
"In post","2021","Advisory, Conciliation and Arbitration Service","North East (England)","Outside London","Female","90","80","29580","26380"
"In post","2021","Advisory, Conciliation and Arbitration Service","North East (England)","Outside London","Male","45","45","30700","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","Outside London","Female","80","70","29720","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","Outside London","Male","60","60","30000","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","Outside London","Female","50","45","28900","28660"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","Outside London","Male","50","50","31960","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","Outside London","Female","15","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","Outside London","Female","30","30","31860","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","Outside London","Female","60","55","30560","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","Outside London","Male","35","35","31530","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Outside London","Female","55","55","30520","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Outside London","Male","30","30","31820","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Outside London","Female","40","35","31420","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Outside London","Male","30","30","32250","30950"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Outside London","Female","55","50","32490","29180"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Outside London","Female","75","70","31020","28710"
"In post","2021","Animal and Plant Health Agency","East of England","Outside London","Male","75","70","31670","30400"
"In post","2021","Animal and Plant Health Agency","London","London","Female","50","50","36390","31800"
"In post","2021","Animal and Plant Health Agency","London","London","Male","55","55","37660","31800"
"In post","2021","Animal and Plant Health Agency","North East (England)","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Outside London","Female","180","165","27860","24920"
"In post","2021","Animal and Plant Health Agency","North West (England)","Outside London","Male","95","90","28190","25100"
"In post","2021","Animal and Plant Health Agency","Scotland","Outside London","Female","85","80","30110","26270"
"In post","2021","Animal and Plant Health Agency","Scotland","Outside London","Male","45","45","34820","33650"
"In post","2021","Animal and Plant Health Agency","South East (England)","Outside London","Female","400","375","31540","28470"
"In post","2021","Animal and Plant Health Agency","South East (England)","Outside London","Male","275","265","34980","30450"
"In post","2021","Animal and Plant Health Agency","South West (England)","Outside London","Female","260","240","28670","24920"
"In post","2021","Animal and Plant Health Agency","South West (England)","Outside London","Male","160","155","29810","25320"
"In post","2021","Animal and Plant Health Agency","Wales","Outside London","Female","210","190","27290","24920"
"In post","2021","Animal and Plant Health Agency","Wales","Outside London","Male","115","110","30100","26350"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Outside London","Female","160","145","27470","25100"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Outside London","Male","110","105","32590","30430"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Outside London","Female","110","105","27970","25320"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Outside London","Male","100","95","30980","25770"
"In post","2021","Attorney General's Office","London","London","Female","30","25","[c]","[c]"
"In post","2021","Attorney General's Office","London","London","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Outside London","Female","60","55","46960","38460"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Outside London","Male","55","55","46550","44060"
"In post","2021","Cabinet Office (excl. agencies)","London","London","Female","3450","3375","47090","40600"
"In post","2021","Cabinet Office (excl. agencies)","London","London","Male","3050","3035","52820","54700"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","Outside London","Female","255","230","28400","24570"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","Outside London","Male","165","160","31040","23850"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Outside London","Female","250","240","45240","38890"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Outside London","Male","205","205","48710","49700"
