"Status","Year","Age","Function_of_post","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Human Resources","Dorset and Somerset","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","East Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Eastern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Hampshire and Isle of Wight","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Highlands and Islands","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Inner London - East","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Inner London - West","AO","5","5","[c]","[c]"
"In post","2021","16-19","Human Resources","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Bedfordshire and Hertfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Derbyshire and Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Eastern Scotland","AO","5","5","[c]","[c]"
"In post","2021","16-19","Legal","Essex","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Greater Manchester","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Hampshire and Isle of Wight","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Inner London - West","AO","5","5","[c]","[c]"
"In post","2021","16-19","Legal","Leicestershire, Rutland and Northamptonshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Merseyside","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","North Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Surrey, East and West Sussex","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","West Midlands","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","West Wales and The Valleys","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bedfordshire and Hertfordshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bedfordshire and Hertfordshire","AO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Berkshire, Buckinghamshire and Oxfordshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Berkshire, Buckinghamshire and Oxfordshire","AO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Cheshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Cumbria","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Derbyshire and Nottinghamshire","AA","5","5","[c]","[c]"
"In post","2021","16-19","No function","Derbyshire and Nottinghamshire","AO","10","10","21320","20950"
"In post","2021","16-19","No function","Devon","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Dorset and Somerset","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Anglia","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Anglia","AO","10","10","24330","23490"
"In post","2021","16-19","No function","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Wales","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Wales","AO","35","35","20190","20140"
"In post","2021","16-19","No function","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Yorkshire and Northern Lincolnshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Eastern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Eastern Scotland","AO","15","15","21120","20810"
"In post","2021","16-19","No function","Gloucestershire, Wiltshire and Bath/Bristol area","AA","10","10","16790","16990"
"In post","2021","16-19","No function","Gloucestershire, Wiltshire and Bath/Bristol area","AO","20","15","19710","19630"
"In post","2021","16-19","No function","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Greater Manchester","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Greater Manchester","AO","15","15","20390","20140"
"In post","2021","16-19","No function","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Hampshire and Isle of Wight","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Hampshire and Isle of Wight","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Herefordshire, Worcestershire and Warwickshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Herefordshire, Worcestershire and Warwickshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Inner London - East","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Inner London - East","AO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Inner London - West","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Inner London - West","AO","10","10","[c]","[c]"
"In post","2021","16-19","No function","Inner London - West","EO","30","30","24740","24300"
"In post","2021","16-19","No function","Inner London - West","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Kent","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Kent","AO","10","10","23070","22850"
"In post","2021","16-19","No function","Lancashire","AA","5","5","[c]","[c]"
"In post","2021","16-19","No function","Lancashire","AO","10","10","20670","20140"
"In post","2021","16-19","No function","Leicestershire, Rutland and Northamptonshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Leicestershire, Rutland and Northamptonshire","AO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Lincolnshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Merseyside","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Merseyside","AO","25","25","20330","20140"
"In post","2021","16-19","No function","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","North Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Northumberland and Tyne and Wear","AO","30","25","20140","20140"
"In post","2021","16-19","No function","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Outer London - East and North East","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Outer London - East and North East","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Outer London - South","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Outer London - South","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Outer London - West and North West","AA","5","5","[c]","[c]"
"In post","2021","16-19","No function","Outer London - West and North West","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Shropshire and Staffordshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Shropshire and Staffordshire","AO","10","10","[c]","[c]"
"In post","2021","16-19","No function","South Yorkshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","South Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","South Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Southern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Surrey, East and West Sussex","AO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Tees Valley and Durham","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Central Scotland","AO","10","10","[c]","[c]"
"In post","2021","16-19","No function","West Midlands","AO","10","10","19880","20030"
"In post","2021","16-19","No function","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Wales and The Valleys","AA","25","15","18160","18060"
"In post","2021","16-19","No function","West Wales and The Valleys","AO","15","15","21560","21590"
"In post","2021","16-19","No function","West Yorkshire","AA","5","5","[c]","[c]"
"In post","2021","16-19","No function","West Yorkshire","AO","30","30","20150","20140"
"In post","2021","16-19","No function","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Devon","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Project Delivery","East Anglia","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","East Wales","AA","15","15","15960","15820"
"In post","2021","16-19","Project Delivery","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","EO","75","75","17850","17780"
"In post","2021","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Project Delivery","Hampshire and Isle of Wight","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Inner London - West","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Inner London - West","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Lancashire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Merseyside","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Shropshire and Staffordshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Southern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Southern Scotland","EO","10","10","17080","16780"
"In post","2021","16-19","Property","Berkshire, Buckinghamshire and Oxfordshire","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Property","Derbyshire and Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Devon","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","East Anglia","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","East Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Eastern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Essex","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Hampshire and Isle of Wight","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Highlands and Islands","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Inner London - East","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Leicestershire, Rutland and Northamptonshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Lincolnshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Southern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Tees Valley and Durham","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","West Midlands","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","West Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Berkshire, Buckinghamshire and Oxfordshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Berkshire, Buckinghamshire and Oxfordshire","AO","5","5","[c]","[c]"
"In post","2021","16-19","Security","Cumbria","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","East Anglia","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Gloucestershire, Wiltshire and Bath/Bristol area","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Hampshire and Isle of Wight","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Inner London - West","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","North Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","West Central Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bedfordshire and Hertfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cheshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cornwall and Isles of Scilly","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Derbyshire and Nottinghamshire","AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Devon","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Dorset and Somerset","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Anglia","AO","10","10","21340","21430"
"In post","2021","16-19","Unknown","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Wales","AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Yorkshire and Northern Lincolnshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Eastern Scotland","AA","35","35","20910","21150"
"In post","2021","16-19","Unknown","Eastern Scotland","AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Essex","AO","10","10","21980","21430"
"In post","2021","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Greater Manchester","AO","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Hampshire and Isle of Wight","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Hampshire and Isle of Wight","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Herefordshire, Worcestershire and Warwickshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Highlands and Islands","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - East","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - West","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - West","EO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - West","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Kent","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Kent","AO","25","25","21840","21430"
"In post","2021","16-19","Unknown","Lancashire","AO","20","20","21010","21010"
"In post","2021","16-19","Unknown","Leicestershire, Rutland and Northamptonshire","AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Merseyside","AO","10","10","21360","21430"
"In post","2021","16-19","Unknown","North Eastern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Northumberland and Tyne and Wear","AO","30","30","21010","21010"
"In post","2021","16-19","Unknown","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - East and North East","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - West and North West","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Shropshire and Staffordshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Shropshire and Staffordshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South Yorkshire","AO","15","15","21120","21010"
"In post","2021","16-19","Unknown","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Southern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Southern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Surrey, East and West Sussex","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Tees Valley and Durham","AO","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","Unknown","West Central Scotland","AA","15","15","20540","20060"
"In post","2021","16-19","Unknown","West Central Scotland","AO","10","10","21250","21010"
"In post","2021","16-19","Unknown","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands","AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","West Wales and The Valleys","AO","15","15","21140","21010"
"In post","2021","16-19","Unknown","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","West Yorkshire","AO","15","15","21040","21010"
"In post","2021","16-19","Unknown","West Yorkshire","EO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Berkshire, Buckinghamshire and Oxfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Berkshire, Buckinghamshire and Oxfordshire","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Berkshire, Buckinghamshire and Oxfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Derbyshire and Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Derbyshire and Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Dorset and Somerset","AO","[c]","[c]","[c]","[c]"
