"Status","Year","Age","Disability","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","Female","25","25","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","Male","20","20","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Asian","Female","30","30","23210","21690"
"In post","2021","16-19","Declared non-disabled","Asian","Male","25","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Female","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Female","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Male","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Female","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
