"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Science and Engineering","SEO/HEO","3360","3180","36230","37320"
"In post","2021","No function","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Security","EO","10","10","29240","29970"
"In post","2021","No function","Security","G6/G7","50","50","57540","54760"
"In post","2021","No function","Security","SCS level","10","10","[c]","[c]"
"In post","2021","No function","Security","SEO/HEO","120","120","40100","42470"
"In post","2021","No function","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","G6/G7","20","20","55100","54200"
"In post","2021","No function","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","SEO/HEO","20","15","36630","36750"
"In post","2021","No function","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Statistics","G6/G7","15","15","60730","58770"
"In post","2021","No function","Statistics","SEO/HEO","15","15","39590","39140"
"In post","2021","No function","Tax","AA/AO","2765","2590","20240","20140"
"In post","2021","No function","Tax","EO","1855","1670","27130","25560"
"In post","2021","No function","Tax","G6/G7","2000","1910","56910","52580"
"In post","2021","No function","Tax","SCS level","70","70","82370","78760"
"In post","2021","No function","Tax","SEO/HEO","5245","4955","34680","31940"
"In post","2021","No function","Unknown","AA/AO","1580","1490","20600","20140"
"In post","2021","No function","Unknown","EO","860","845","26450","25560"
"In post","2021","No function","Unknown","G6/G7","1220","1200","58530","56340"
"In post","2021","No function","Unknown","SCS level","335","330","87370","78040"
"In post","2021","No function","Unknown","SEO/HEO","3270","3245","32490","32000"
"In post","2021","No function","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","G6/G7","130","125","55380","54330"
"In post","2021","No function","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","SEO/HEO","290","275","40580","37910"
"In post","2021","Project Delivery","Commercial","EO","120","115","22680","22900"
"In post","2021","Project Delivery","Commercial","G6/G7","160","155","57820","55110"
"In post","2021","Project Delivery","Commercial","SCS level","10","10","101050","100260"
"In post","2021","Project Delivery","Commercial","SEO/HEO","515","495","35190","34290"
"In post","2021","Project Delivery","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","G6/G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Communications","SEO/HEO","25","25","35940","36310"
"In post","2021","Project Delivery","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","EO","45","40","22860","21840"
"In post","2021","Project Delivery","Digital, Data and Technology","G6/G7","135","130","56090","56350"
"In post","2021","Project Delivery","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","SEO/HEO","260","250","38170","37320"
"In post","2021","Project Delivery","Economics","G6/G7","90","90","58060","57880"
"In post","2021","Project Delivery","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","SEO/HEO","15","15","32650","31090"
"In post","2021","Project Delivery","Finance","EO","45","40","23090","23000"
"In post","2021","Project Delivery","Finance","G6/G7","110","110","59930","58030"
"In post","2021","Project Delivery","Finance","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","Finance","SEO/HEO","155","150","36880","33930"
"In post","2021","Project Delivery","Finance","Unknown","85","85","38450","39860"
"In post","2021","Project Delivery","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","SEO/HEO","15","15","33690","34820"
"In post","2021","Project Delivery","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","EO","20","20","22150","21870"
"In post","2021","Project Delivery","Knowledge and Information Management","G6/G7","40","40","54000","52850"
"In post","2021","Project Delivery","Knowledge and Information Management","SEO/HEO","130","125","34870","35700"
"In post","2021","Project Delivery","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","EO","15","15","28660","28750"
"In post","2021","Project Delivery","Medicine","G6/G7","40","35","62430","59380"
"In post","2021","Project Delivery","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","AA/AO","155","140","21430","21400"
"In post","2021","Project Delivery","Operational Delivery","EO","515","465","25730","25560"
"In post","2021","Project Delivery","Operational Delivery","G6/G7","370","360","54720","53710"
"In post","2021","Project Delivery","Operational Delivery","SCS level","20","20","87150","80740"
"In post","2021","Project Delivery","Operational Delivery","SEO/HEO","830","795","34780","34140"
"In post","2021","Project Delivery","Operational Delivery","Unknown","10","10","32520","24310"
"In post","2021","Project Delivery","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","AA/AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Other","EO","1110","1050","21730","20770"
"In post","2021","Project Delivery","Other","G6/G7","485","480","58170","55830"
"In post","2021","Project Delivery","Other","SCS level","85","85","86580","79720"
"In post","2021","Project Delivery","Other","SEO/HEO","1660","1595","33230","32900"
"In post","2021","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","AA/AO","15","15","23420","24110"
"In post","2021","Project Delivery","Policy","EO","95","85","27980","27680"
"In post","2021","Project Delivery","Policy","G6/G7","1505","1450","59340","59160"
"In post","2021","Project Delivery","Policy","SCS level","90","85","83990","78000"
"In post","2021","Project Delivery","Policy","SEO/HEO","750","710","37400","38600"
"In post","2021","Project Delivery","Project Delivery","AA/AO","290","275","21690","21130"
"In post","2021","Project Delivery","Project Delivery","EO","1720","1655","26480","26670"
"In post","2021","Project Delivery","Project Delivery","G6/G7","3670","3590","56460","54540"
"In post","2021","Project Delivery","Project Delivery","SCS level","380","370","91560","85090"
"In post","2021","Project Delivery","Project Delivery","SEO/HEO","7435","7190","36850","37320"
"In post","2021","Project Delivery","Project Delivery","Unknown","545","535","43170","40580"
"In post","2021","Project Delivery","Property","EO","25","25","27100","27250"
"In post","2021","Project Delivery","Property","G6/G7","185","180","60540","61960"
"In post","2021","Project Delivery","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","SEO/HEO","95","90","33040","32160"
"In post","2021","Project Delivery","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","AA/AO","60","55","19270","19810"
"In post","2021","Project Delivery","Science and Engineering","EO","760","745","24530","26070"
"In post","2021","Project Delivery","Science and Engineering","G6/G7","330","320","57170","55610"
"In post","2021","Project Delivery","Science and Engineering","SCS level","10","10","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","SEO/HEO","1605","1560","37870","38190"
"In post","2021","Project Delivery","Science and Engineering","Unknown","700","690","41080","40250"
"In post","2021","Project Delivery","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Security","G6/G7","20","20","55430","53000"
"In post","2021","Project Delivery","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Security","SEO/HEO","35","35","34340","36730"
"In post","2021","Project Delivery","Statistics","G6/G7","30","25","56840","57470"
"In post","2021","Project Delivery","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Tax","EO","30","30","28780","28130"
"In post","2021","Project Delivery","Tax","G6/G7","45","45","57750","59160"
"In post","2021","Project Delivery","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Tax","SEO/HEO","50","45","34950","31840"
"In post","2021","Project Delivery","Unknown","AA/AO","90","85","23090","22920"
"In post","2021","Project Delivery","Unknown","EO","90","85","29510","29140"
"In post","2021","Project Delivery","Unknown","G6/G7","130","125","59830","58700"
"In post","2021","Project Delivery","Unknown","SCS level","80","75","106730","103320"
"In post","2021","Project Delivery","Unknown","SEO/HEO","170","165","38230","37530"
"In post","2021","Project Delivery","Unknown","Unknown","10","10","108810","95670"
"In post","2021","Property","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Commercial","G6/G7","15","15","59570","57230"
"In post","2021","Property","Commercial","SEO/HEO","20","15","35060","36490"
"In post","2021","Property","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","SEO/HEO","30","30","37210","37760"
"In post","2021","Property","Finance","AA/AO","5","5","[c]","[c]"
"In post","2021","Property","Finance","EO","5","5","[c]","[c]"
"In post","2021","Property","Finance","G6/G7","15","10","59050","61040"
"In post","2021","Property","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","G6/G7","5","5","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","SEO/HEO","15","15","33980","32830"
"In post","2021","Property","Operational Delivery","AA/AO","780","705","21000","21100"
"In post","2021","Property","Operational Delivery","EO","230","215","25960","25860"
"In post","2021","Property","Operational Delivery","G6/G7","140","140","57260","54990"
"In post","2021","Property","Operational Delivery","SCS level","10","10","90390","79390"
"In post","2021","Property","Operational Delivery","SEO/HEO","290","280","36020","34800"
"In post","2021","Property","Other","AA/AO","170","165","25520","27450"
"In post","2021","Property","Other","EO","55","50","27720","28410"
"In post","2021","Property","Other","G6/G7","30","30","58390","54590"
"In post","2021","Property","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other","SEO/HEO","65","60","38010","39500"
"In post","2021","Property","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Planning","SEO/HEO","10","10","40160","40580"
"In post","2021","Property","Policy","G6/G7","5","5","[c]","[c]"
"In post","2021","Property","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Property","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","G6/G7","40","40","56550","54190"
"In post","2021","Property","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","SEO/HEO","25","25","36230","36190"
"In post","2021","Property","Property","AA/AO","995","940","19590","18800"
"In post","2021","Property","Property","EO","1435","1345","27040","26560"
"In post","2021","Property","Property","G6/G7","935","910","57600","55830"
"In post","2021","Property","Property","SCS level","55","55","93040","85780"
"In post","2021","Property","Property","SEO/HEO","3005","2885","37330","36400"
"In post","2021","Property","Property","Unknown","40","40","26720","21600"
"In post","2021","Property","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Security","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Property","Unknown","AA/AO","405","385","25540","26530"
"In post","2021","Property","Unknown","EO","220","215","31720","30160"
"In post","2021","Property","Unknown","G6/G7","70","70","57760","56360"
"In post","2021","Property","Unknown","SCS level","10","10","98540","80840"
"In post","2021","Property","Unknown","SEO/HEO","145","140","39300","37530"
"In post","2021","Security","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","AA/AO","5","5","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Security","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Intelligence Analysis","AA/AO","5","5","[c]","[c]"
"In post","2021","Security","Intelligence Analysis","EO","20","20","32190","32760"
"In post","2021","Security","Intelligence Analysis","G6/G7","60","55","60570","58600"
"In post","2021","Security","Intelligence Analysis","SCS level","10","10","82620","78720"
"In post","2021","Security","Intelligence Analysis","SEO/HEO","105","105","37310","36460"
"In post","2021","Security","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","SEO/HEO","20","20","36200","32830"
"In post","2021","Security","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Operational Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Security","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Science and Engineering","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Security","Security","AA/AO","5265","5160","26980","22650"
"In post","2021","Security","Security","EO","1005","985","33210","29250"
"In post","2021","Security","Security","G6/G7","230","225","60790","59160"
"In post","2021","Security","Security","SCS level","20","20","90020","77950"
"In post","2021","Security","Security","SEO/HEO","1055","1035","41190","38160"
"In post","2021","Security","Security","Unknown","60","55","37050","37170"
"In post","2021","Security","Unknown","AA/AO","240","225","20930","20920"
"In post","2021","Security","Unknown","EO","145","140","26580","26670"
"In post","2021","Security","Unknown","G6/G7","85","80","58620","54700"
"In post","2021","Security","Unknown","SCS level","15","15","90950","91610"
"In post","2021","Security","Unknown","SEO/HEO","385","375","35290","33630"
"In post","2021","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","EO","10","10","26950","27370"
"In post","2021","Unknown","Commercial","G6/G7","15","15","58590","57980"
"In post","2021","Unknown","Commercial","SEO/HEO","80","80","39970","41820"
"In post","2021","Unknown","Communications","AA/AO","20","20","23850","23830"
"In post","2021","Unknown","Communications","EO","40","35","29250","28850"
"In post","2021","Unknown","Communications","G6/G7","80","80","60160","57680"
"In post","2021","Unknown","Communications","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Communications","SEO/HEO","195","190","40890","41320"
"In post","2021","Unknown","Counter Fraud","AA/AO","40","35","20800","21430"
"In post","2021","Unknown","Counter Fraud","EO","100","90","25990","25310"
"In post","2021","Unknown","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","SEO/HEO","30","30","33870","31140"
"In post","2021","Unknown","Digital, Data and Technology","AA/AO","30","30","22650","23830"
"In post","2021","Unknown","Digital, Data and Technology","EO","135","130","27910","28850"
"In post","2021","Unknown","Digital, Data and Technology","G6/G7","515","510","62900","61720"
"In post","2021","Unknown","Digital, Data and Technology","SCS level","30","30","108810","112210"
"In post","2021","Unknown","Digital, Data and Technology","SEO/HEO","735","720","40250","40460"
"In post","2021","Unknown","Economics","AA/AO","25","25","22720","22500"
"In post","2021","Unknown","Economics","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Economics","G6/G7","85","80","63850","62490"
"In post","2021","Unknown","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","SEO/HEO","90","90","35420","35050"
"In post","2021","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","AA/AO","65","65","23210","23830"
"In post","2021","Unknown","Finance","EO","120","110","28460","28850"
"In post","2021","Unknown","Finance","G6/G7","145","140","62030","60830"
"In post","2021","Unknown","Finance","SCS level","35","35","90460","87730"
"In post","2021","Unknown","Finance","SEO/HEO","275","265","39800","37490"
"In post","2021","Unknown","Human Resources","AA/AO","80","75","23520","23830"
"In post","2021","Unknown","Human Resources","EO","150","140","28920","28850"
"In post","2021","Unknown","Human Resources","G6/G7","170","160","60450","57680"
"In post","2021","Unknown","Human Resources","SCS level","20","20","92690","89090"
"In post","2021","Unknown","Human Resources","SEO/HEO","355","340","37960","37410"
"In post","2021","Unknown","Intelligence Analysis","AA/AO","105","90","23380","21860"
"In post","2021","Unknown","Intelligence Analysis","EO","1155","1090","27470","27370"
"In post","2021","Unknown","Intelligence Analysis","G6/G7","95","90","59560","59730"
"In post","2021","Unknown","Intelligence Analysis","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","SEO/HEO","875","855","37160","36210"
"In post","2021","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SEO/HEO","15","15","39360","37410"
"In post","2021","Unknown","Knowledge and Information Management","AA/AO","40","35","23680","23830"
"In post","2021","Unknown","Knowledge and Information Management","EO","45","40","28430","28850"
"In post","2021","Unknown","Knowledge and Information Management","G6/G7","25","25","59380","57680"
"In post","2021","Unknown","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","SEO/HEO","95","95","39370","37410"
"In post","2021","Unknown","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","EO","10","10","26300","26290"
"In post","2021","Unknown","Legal","G6/G7","120","115","60470","60830"
"In post","2021","Unknown","Legal","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Medicine","AA/AO","340","320","22110","22640"
"In post","2021","Unknown","Medicine","EO","315","290","30650","30620"
"In post","2021","Unknown","Medicine","G6/G7","560","480","74710","76160"
"In post","2021","Unknown","Medicine","SCS level","75","70","84390","83700"
"In post","2021","Unknown","Medicine","SEO/HEO","700","640","38770","37890"
"In post","2021","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","AA/AO","8440","7460","22020","21430"
"In post","2021","Unknown","Operational Delivery","EO","12685","11645","26890","26070"
"In post","2021","Unknown","Operational Delivery","G6/G7","965","945","59400","57680"
"In post","2021","Unknown","Operational Delivery","SCS level","115","115","90860","82600"
"In post","2021","Unknown","Operational Delivery","SEO/HEO","5365","5140","35790","35170"
"In post","2021","Unknown","Operational Delivery","Unknown","60","60","37490","40950"
"In post","2021","Unknown","Operational Research","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","Operational Research","EO","20","20","30430","29950"
"In post","2021","Unknown","Operational Research","G6/G7","40","35","61150","60540"
"In post","2021","Unknown","Operational Research","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Operational Research","SEO/HEO","95","95","40230","39410"
"In post","2021","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","AA/AO","7115","6785","20960","20920"
"In post","2021","Unknown","Other","EO","2830","2710","28180","26930"
"In post","2021","Unknown","Other","G6/G7","630","605","60640","59420"
"In post","2021","Unknown","Other","SCS level","60","55","91240","85580"
"In post","2021","Unknown","Other","SEO/HEO","2505","2440","38000","37410"
"In post","2021","Unknown","Other","Unknown","2060","2055","38220","34660"
"In post","2021","Unknown","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","EO","10","5","[c]","[c]"
"In post","2021","Unknown","Planning","G6/G7","10","10","58740","60830"
"In post","2021","Unknown","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","SEO/HEO","20","20","39700","37410"
"In post","2021","Unknown","Policy","AA/AO","270","255","22650","23830"
"In post","2021","Unknown","Policy","EO","675","645","28590","28850"
"In post","2021","Unknown","Policy","G6/G7","1670","1625","60540","58460"
"In post","2021","Unknown","Policy","SCS level","345","330","89150","80930"
"In post","2021","Unknown","Policy","SEO/HEO","2375","2300","39760","38020"
"In post","2021","Unknown","Policy","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","AA/AO","25","25","22280","21430"
"In post","2021","Unknown","Project Delivery","EO","150","140","27620","28670"
"In post","2021","Unknown","Project Delivery","G6/G7","470","460","60230","57680"
"In post","2021","Unknown","Project Delivery","SCS level","30","30","96040","87870"
"In post","2021","Unknown","Project Delivery","SEO/HEO","770","755","37650","37460"
"In post","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","AA/AO","20","15","23560","23830"
"In post","2021","Unknown","Property","EO","30","25","27360","28500"
"In post","2021","Unknown","Property","G6/G7","40","40","58980","60830"
"In post","2021","Unknown","Property","SCS level","10","10","81790","74100"
"In post","2021","Unknown","Property","SEO/HEO","60","60","37770","37100"
"In post","2021","Unknown","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","SEO/HEO","20","20","38330","37320"
"In post","2021","Unknown","Science and Engineering","AA/AO","590","575","21710","22080"
"In post","2021","Unknown","Science and Engineering","EO","415","405","27150","26670"
"In post","2021","Unknown","Science and Engineering","G6/G7","315","305","61910","60780"
"In post","2021","Unknown","Science and Engineering","SCS level","50","45","97710","92870"
"In post","2021","Unknown","Science and Engineering","SEO/HEO","855","835","40030","40450"
"In post","2021","Unknown","Science and Engineering","Unknown","110","110","28370","27370"
"In post","2021","Unknown","Security","AA/AO","150","145","22320","22210"
"In post","2021","Unknown","Security","EO","65","60","28380","28850"
"In post","2021","Unknown","Security","G6/G7","30","30","59440","57680"
"In post","2021","Unknown","Security","SEO/HEO","100","100","37260","35300"
"In post","2021","Unknown","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","EO","25","25","32220","34320"
"In post","2021","Unknown","Social Research","G6/G7","45","40","61530","57680"
"In post","2021","Unknown","Social Research","SEO/HEO","175","170","45040","47000"
"In post","2021","Unknown","Statistics","AA/AO","10","10","[c]","[c]"
"In post","2021","Unknown","Statistics","EO","50","45","29570","28850"
"In post","2021","Unknown","Statistics","G6/G7","40","40","60000","59470"
"In post","2021","Unknown","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","SEO/HEO","80","80","39730","39310"
"In post","2021","Unknown","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","AA/AO","31670","27330","21290","21010"
"In post","2021","Unknown","Unknown","EO","51050","46330","28110","27570"
"In post","2021","Unknown","Unknown","G6/G7","5940","5705","59660","59590"
"In post","2021","Unknown","Unknown","SCS level","530","520","89670","83230"
"In post","2021","Unknown","Unknown","SEO/HEO","15835","15035","36140","35110"
"In post","2021","Unknown","Unknown","Unknown","225","220","[c]","[c]"
"In post","2021","Unknown","Veterinarian","G6/G7","20","20","59200","59710"
"In post","2021","Unknown","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Economics","AA/AO","60","[c]","20650","19130"
"Leaver CS","2021","Analysis","Economics","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Economics","G6/G7","15","[c]","70820","68330"
"Leaver CS","2021","Analysis","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Economics","SEO/HEO","20","[c]","33420","32750"
"Leaver CS","2021","Analysis","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Research","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Science and Engineering","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Science and Engineering","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Science and Engineering","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Science and Engineering","SEO/HEO","15","[c]","34960","37280"
"Leaver CS","2021","Analysis","Social Research","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Social Research","SEO/HEO","20","[c]","35060","36370"
"Leaver CS","2021","Analysis","Statistics","AA/AO","15","[c]","21310","19130"
"Leaver CS","2021","Analysis","Statistics","EO","5","[c]","[c]","[c]"
