"Status","Year","Age","Disability","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","London","5","5","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","South West (England)","10","10","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","Wales","5","5","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Asian","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Asian","East of England","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Asian","London","20","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Asian","North West (England)","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Asian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Asian","South West (England)","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Asian","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Asian","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","East Midlands (England)","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","East of England","25","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","London","65","60","25180","24780"
"In post","2021","16-19","Declared non-disabled","White","North East (England)","50","45","21030","21010"
"In post","2021","16-19","Declared non-disabled","White","North West (England)","75","70","21140","21010"
"In post","2021","16-19","Declared non-disabled","White","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","Scotland","85","80","21040","21010"
"In post","2021","16-19","Declared non-disabled","White","South East (England)","55","55","22000","21430"
"In post","2021","16-19","Declared non-disabled","White","South West (England)","95","95","19220","19040"
"In post","2021","16-19","Declared non-disabled","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","Wales","60","60","20320","20550"
"In post","2021","16-19","Declared non-disabled","White","West Midlands (England)","25","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","Yorkshire and The Humber","35","35","22100","21010"
"In post","2021","16-19","Undeclared","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","London","5","5","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","White","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","White","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","White","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","White","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","White","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","White","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","White","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","White","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","White","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
