"Status","Year","Profession_of_post","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bridgend and Neath Port Talbot","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Brighton and Hove","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","G6/G7","15","15","54600","52240"
"In post","2021","Commercial","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","SEO/HEO","55","50","37550","37720"
"In post","2021","Commercial","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","EO","10","10","26790","27030"
"In post","2021","Commercial","Buckinghamshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","SEO/HEO","35","35","39610","42000"
"In post","2021","Commercial","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","EO","10","10","26620","26670"
"In post","2021","Commercial","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","SEO/HEO","40","40","38640","39020"
"In post","2021","Commercial","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","SEO/HEO","15","15","40480","40080"
"In post","2021","Commercial","Central Bedfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","AA/AO","5","5","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","EO","35","35","26100","26670"
"In post","2021","Commercial","Central Hampshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","SEO/HEO","90","85","37560","37320"
"In post","2021","Commercial","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","SEO/HEO","10","10","43850","44760"
"In post","2021","Commercial","City of Edinburgh","AA/AO","20","15","22040","20830"
"In post","2021","Commercial","City of Edinburgh","EO","5","5","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","G6/G7","10","10","58840","58110"
"In post","2021","Commercial","City of Edinburgh","SEO/HEO","20","20","40630","39500"
"In post","2021","Commercial","Clackmannanshire and Fife","AA/AO","5","5","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Coventry","G6/G7","10","10","[c]","[c]"
"In post","2021","Commercial","Coventry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","SEO/HEO","40","40","37200","36940"
"In post","2021","Commercial","Croydon","AA/AO","15","15","24980","24440"
"In post","2021","Commercial","Croydon","EO","20","20","30450","30110"
"In post","2021","Commercial","Croydon","G6/G7","20","20","68050","68610"
"In post","2021","Commercial","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","SEO/HEO","85","85","43610","44250"
"In post","2021","Commercial","Darlington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","G6/G7","15","15","55450","52230"
"In post","2021","Commercial","Darlington","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","SEO/HEO","35","35","34350","35000"
"In post","2021","Commercial","Derby","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","EO","15","10","25370","25630"
"In post","2021","Commercial","Devon CC","G6/G7","90","85","51750","48080"
"In post","2021","Commercial","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","SEO/HEO","90","85","36640","37420"
"In post","2021","Commercial","Dorset CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Dudley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Durham CC","SEO/HEO","20","20","42630","42100"
"In post","2021","Commercial","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","East Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","EO","15","15","27860","27460"
"In post","2021","Commercial","Flintshire and Wrexham","SEO/HEO","15","15","40830","40710"
"In post","2021","Commercial","Glasgow City","AA/AO","10","10","[c]","[c]"
"In post","2021","Commercial","Glasgow City","EO","20","20","27270","26670"
"In post","2021","Commercial","Glasgow City","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Glasgow City","SEO/HEO","55","55","37320","36210"
"In post","2021","Commercial","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","EO","10","10","26720","26980"
"In post","2021","Commercial","Greater Manchester South West","G6/G7","10","10","59610","57460"
"In post","2021","Commercial","Greater Manchester South West","SEO/HEO","45","45","38150","38630"
"In post","2021","Commercial","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hackney and Newham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Haringey and Islington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","AA/AO","20","20","22620","22120"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","G6/G7","15","15","58380","60740"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","SEO/HEO","15","15","39110","34770"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Anglesey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Anglesey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Lambeth","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Commercial","Lancaster and Wyre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","EO","10","10","23430","23350"
"In post","2021","Commercial","Leeds","G6/G7","45","45","57610","54600"
"In post","2021","Commercial","Leeds","SCS level","5","5","[c]","[c]"
"In post","2021","Commercial","Leeds","SEO/HEO","120","115","34730","35710"
"In post","2021","Commercial","Leeds","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","SEO/HEO","10","10","41030","39670"
"In post","2021","Commercial","Leicestershire CC and Rutland","AA/AO","5","5","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","SEO/HEO","10","10","41120","38950"
"In post","2021","Commercial","Lisburn and Castlereagh","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lisburn and Castlereagh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","EO","30","25","23240","22240"
"In post","2021","Commercial","Liverpool","G6/G7","30","25","49740","47760"
"In post","2021","Commercial","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","SEO/HEO","140","135","33270","34800"
"In post","2021","Commercial","Luton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","EO","20","20","25830","25310"
"In post","2021","Commercial","Manchester","G6/G7","30","30","56520","50400"
"In post","2021","Commercial","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","SEO/HEO","85","85","36580","36780"
"In post","2021","Commercial","Medway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Lancashire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","AA/AO","10","10","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","G6/G7","20","20","63200","60580"
"In post","2021","Commercial","Milton Keynes","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","SEO/HEO","40","40","39430","40330"
"In post","2021","Commercial","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Monmouthshire and Newport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Monmouthshire and Newport","EO","15","15","24640","24700"
"In post","2021","Commercial","Monmouthshire and Newport","G6/G7","20","20","51460","49100"
"In post","2021","Commercial","Monmouthshire and Newport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Monmouthshire and Newport","SEO/HEO","60","55","32330","31180"
"In post","2021","Commercial","North and West Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North and West Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North and West Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Northumberland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","EO","10","10","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","G6/G7","10","10","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","SEO/HEO","75","70","34590","34800"
"In post","2021","Commercial","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Nottingham","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Nottingham","G6/G7","15","15","55110","53240"
"In post","2021","Commercial","Nottingham","SEO/HEO","20","20","38620","39040"
"In post","2021","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2021","Commercial","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","SEO/HEO","25","25","42840","42010"
"In post","2021","Commercial","Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Oxfordshire","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Oxfordshire","SEO/HEO","25","25","37610","38580"
"In post","2021","Commercial","Perth and Kinross and Stirling","AA/AO","10","10","23860","25160"
"In post","2021","Commercial","Perth and Kinross and Stirling","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Peterborough","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Peterborough","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Peterborough","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Peterborough","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Peterborough","SEO/HEO","25","25","38440","36970"
"In post","2021","Commercial","Plymouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Plymouth","SEO/HEO","10","10","36780","38550"
"In post","2021","Commercial","Plymouth","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Portsmouth","EO","15","10","26490","26670"
"In post","2021","Commercial","Portsmouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Portsmouth","SEO/HEO","40","40","38390","39120"
"In post","2021","Commercial","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Powys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Powys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Sefton","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Sefton","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Commercial","Sheffield","EO","10","10","25080","25000"
"In post","2021","Commercial","Sheffield","G6/G7","20","20","53630","50630"
"In post","2021","Commercial","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Sheffield","SEO/HEO","60","60","35970","36780"
"In post","2021","Commercial","Shropshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Solihull","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Solihull","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Somerset","EO","10","10","25340","25950"
"In post","2021","Commercial","Somerset","G6/G7","10","10","[c]","[c]"
"In post","2021","Commercial","Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Somerset","SEO/HEO","35","30","37360","35340"
"In post","2021","Commercial","Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South and West Derbyshire","G6/G7","10","5","[c]","[c]"
"In post","2021","Commercial","South and West Derbyshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South and West Derbyshire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Commercial","South Hampshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","South Hampshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","South Lanarkshire","EO","10","10","[c]","[c]"
"In post","2021","Commercial","South Lanarkshire","G6/G7","20","20","50540","51960"
"In post","2021","Commercial","South Lanarkshire","SEO/HEO","40","40","38490","39190"
"In post","2021","Commercial","South Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Teesside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southend-on-Sea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Staffordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Staffordshire CC","EO","15","15","25970","25830"
"In post","2021","Commercial","Staffordshire CC","G6/G7","10","10","[c]","[c]"
