"Status","Year","Organisation","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","25","20","30650","29180"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","85","85","27960","21050"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Central Hampshire","25","25","31720","29180"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cheshire East","35","30","32670","29180"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","55","55","32700","26520"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Devon CC","205","195","27290","21050"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dorset CC","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Cumbria","160","150","25630","21050"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Kent","40","35","27670","25100"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","10","10","33540","26290"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","15","15","31420","29180"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gloucestershire","60","55","32320","30320"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gwynedd","65","55","26690","24920"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","15","15","39780","43400"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heart of Essex","40","40","30760","28240"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hertfordshire","15","15","32540","30670"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hounslow and Richmond upon Thames","70","65","32550","31460"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Inverness and Nairn and Moray, Badenoch and Strathspey","20","20","28120","25230"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Leicestershire CC and Rutland","20","20","30690","26520"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Lincolnshire","25","20","35450","32160"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Manchester","15","15","29090","28140"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Mid Kent","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Mid Lancashire","70","65","30790","26520"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North and West Norfolk","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North Yorkshire CC","125","120","31480","29180"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Norwich and East Norfolk","10","10","32560","29180"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Nottingham","10","10","31540","30540"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Oxfordshire","15","15","37880","36240"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Perth and Kinross and Stirling","35","35","32430","26390"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Powys","25","20","35220","37240"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scottish Borders","20","20","29660","25880"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Shropshire CC","45","40","34000","30430"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Somerset","30","30","34500","33960"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South and West Derbyshire","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South Ayrshire","20","20","31570","26270"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South Lanarkshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South Nottinghamshire","20","20","30070","25060"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West Wales","145","135","28110","25190"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Staffordshire CC","60","55","25520","21050"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Suffolk","45","40","31010","29180"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Thurrock","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Tyneside","40","35","32420","27630"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Surrey","565","530","33220","28550"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Sussex (North East)","25","25","32560","30400"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Westminster","25","25","47580","54280"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wiltshire","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Worcestershire","165","155","29810","26600"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","York","60","60","24060","21050"
"In post","2021","Attorney General's Office","Attorney General's Departments","Westminster","45","45","50500","50500"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Ards and North Down","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","40","40","65290","53760"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Berkshire","10","10","50420","36460"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Birmingham","20","20","71880","64030"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Blackpool","40","40","51230","49700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bristol, City of","65","60","43300","38420"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Buckinghamshire CC","15","15","54660","54700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Cambridgeshire CC","15","15","53530","33300"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Camden and City of London","95","95","54190","54700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Cardiff and Vale of Glamorgan","30","30","35560","29250"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Central Hampshire","40","35","58300","54010"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","City of Edinburgh","25","25","33040","29250"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Coventry","15","15","53340","49700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Croydon","50","50","43890","32000"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Darlington","10","10","62080","66310"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Dorset CC","10","10","35240","33470"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Glasgow City","25","25","52930","53320"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester South East","10","10","37580","34550"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester South West","170","165","45200","38890"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Hertfordshire","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Lambeth","10","10","29310","28630"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Lancaster and Wyre","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Leeds","185","180","47110","40250"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Lewisham and Southwark","15","15","102750","122500"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Liverpool","120","120","49230","49700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Manchester","95","95","46350","37300"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Milton Keynes","90","85","29950","33000"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Monmouthshire and Newport","30","30","42060","38450"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","North Hampshire","20","20","44350","38260"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","North Yorkshire CC","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Norwich and East Norfolk","95","90","46130","40250"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Nottingham","25","25","48990","39510"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Portsmouth","25","25","51860","49030"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Sheffield","100","95","46980","49700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","South Hampshire","10","10","42010","40300"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","South Lanarkshire","25","25","62500","62010"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Telford and Wrekin","15","15","58080","51560"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Tower Hamlets","870","855","51680","54700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Tyneside","405","375","28460","23850"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","600","595","36250","32000"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","West Cumbria","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Westminster","5455","5380","49380","40600"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Wiltshire","65","65","61990","54700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","York","440","420","29190","26670"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Dorset CC","135","130","33130","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","North Yorkshire CC","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Suffolk","460","440","34620","30220"
"In post","2021","Charity Commission","Charity Commission","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Sefton","305","290","32780","29160"
"In post","2021","Charity Commission","Charity Commission","Somerset","50","45","35580","30350"
"In post","2021","Charity Commission","Charity Commission","Westminster","75","70","42950","37910"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Belfast","20","20","25640","22490"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","1030","950","31130","27460"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","City of Edinburgh","40","40","24810","22490"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Westminster","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","City of Edinburgh","50","50","56490","55860"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Tower Hamlets","785","760","60810","56630"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Glasgow City","305","280","26120","22640"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Birmingham","30","30","29370","27770"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Liverpool","405","390","38230","34800"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Monmouthshire and Newport","110","105","33670","31680"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Norwich and East Norfolk","170","160","35020","33340"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Tower Hamlets","70","70","50350","49300"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Wakefield","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Aberdeen City and Aberdeenshire","95","90","33070","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Angus and Dundee City","90","85","35220","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Caithness and Sutherland and Ross and Cromarty","10","10","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","City of Edinburgh","485","465","38430","32930"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Clackmannanshire and Fife","80","70","32830","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Dumfries and Galloway","40","35","31040","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","East Ayrshire and North Ayrshire mainland","55","50","32600","26570"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","70","65","25650","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Falkirk","60","55","34040","27810"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Glasgow City","565","525","35620","30500"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Inverclyde, East Renfrewshire and Renfrewshire","100","95","37300","33550"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Inverness and Nairn and Moray, Badenoch and Strathspey","50","50","35530","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","10","10","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","North Lanarkshire","75","70","39460","32930"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Perth and Kinross and Stirling","25","25","35940","32030"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Scottish Borders","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","South Ayrshire","25","25","29790","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","South Lanarkshire","145","130","38270","33550"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","West Lothian","25","25","32440","25990"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Berkshire","135","125","43310","40000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Bexley and Greenwich","15","10","32030","24590"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Birmingham","485","455","39820","38000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Brighton and Hove","110","100","42660","36240"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Bristol, City of","145","140","40450","38000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Camden and City of London","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Cardiff and Vale of Glamorgan","215","200","41090","38760"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Cornwall and Isles of Scilly","25","25","36240","28430"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Croydon","40","35","40280","30110"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Devon CC","100","95","39950","36240"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","East Cumbria","30","25","35030","28430"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","East Kent","125","115","39460","30110"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Flintshire and Wrexham","75","65","41500","38000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Haringey and Islington","10","10","40050","24590"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Harrow and Hillingdon","15","15","37100","28580"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Heart of Essex","185","170","41150","35020"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Hertfordshire","175","155","42490","40000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Hounslow and Richmond upon Thames","10","10","32250","24590"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Kingston upon Hull, City of","75","65","38580","28430"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Leeds","345","320","40440","38000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Leicester","140","130","39010","38180"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Lewisham and Southwark","15","15","30600","24590"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Lincolnshire","10","10","41360","41280"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Liverpool","365","345","37570","30930"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Manchester","355","325","40750","38000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","10","10","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Mid Lancashire","175","165","40040","38000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Norwich and East Norfolk","75","65","35640","28430"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Nottingham","270","250","37300","30130"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Overseas","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Portsmouth","110","105","38780","30110"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Redbridge and Waltham Forest","15","15","33710","24590"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Sheffield","140","125","35940","28430"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","South Hampshire","150","140","45830","50520"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","South Teesside","95","85","38060","32370"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Stoke-on-Trent","65","60","41930","48080"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Suffolk","35","30","38310","34050"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Swansea","70","65","41460","38180"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Tyneside","240","220","38030","32420"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Wakefield","70","65","36100","30130"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Warrington","25","25","46530","48830"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","West Cumbria","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","West Northamptonshire","15","15","43200","48080"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","West Surrey","55","55","41400","40000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Westminster","1560","1475","45280","40530"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Wiltshire","15","15","38330","34480"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","York","310","285","46790","53350"
"In post","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Westminster","15","15","53250","56160"
"In post","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","York","10","10","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Camden and City of London","115","110","58680","51550"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","Flintshire and Wrexham","380","365","28840","28750"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","Staffordshire CC","60","55","25770","25950"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","8115","7835","38100","35650"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Berkshire","[c]","[c]","[c]","[c]"
