"Status","Year","Ethnicity","Function_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Bristol, City of","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","Buckinghamshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Camden and City of London","London","25","25","[c]","[c]"
"In post","2021","Asian","Analysis","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Dorset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Manchester","Outside London","25","20","[c]","[c]"
"In post","2021","Asian","Analysis","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Monmouthshire and Newport","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Analysis","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Sheffield","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","South Hampshire","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Suffolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Tower Hamlets","London","75","75","45300","42290"
"In post","2021","Asian","Analysis","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Westminster","London","215","215","44760","41760"
"In post","2021","Asian","Analysis","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Worcestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Commercial","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Birmingham","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Bournemouth and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Buckinghamshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Coventry","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","Croydon","London","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Dorset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
