"Status","Year","Ethnicity","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Analysis","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for International Trade","Statistics","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport (excl. agencies)","Economics","15","15","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport (excl. agencies)","Statistics","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department of Health and Social Care (excl. agencies)","Intelligence Analysis","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Department of Health and Social Care (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Driver and Vehicle Licensing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Driver and Vehicle Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","ESTYN","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","ESTYN","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","ESTYN","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Government Actuary's Department","Other","20","20","[c]","[c]"
"In post","2021","Asian","Analysis","Government Internal Audit Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Government Internal Audit Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Health and Safety Executive","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Health and Safety Executive","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Health and Safety Executive","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Health and Safety Executive","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","HM Courts and Tribunals Service","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","HM Courts and Tribunals Service","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","HM Courts and Tribunals Service","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","HM Prison and Probation Service","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","HM Revenue and Customs (excl. agencies)","Economics","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","30","30","41240","38630"
"In post","2021","Asian","Analysis","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","HM Treasury (excl. agencies)","Economics","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","HM Treasury (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","HM Treasury (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","HM Treasury (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Insolvency Service","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Maritime and Coastguard Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Defence (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Defence (excl. agencies)","Statistics","15","15","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice (excl. agencies)","Economics","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice (excl. agencies)","Operational Research","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice (excl. agencies)","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice (excl. agencies)","Statistics","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","National Savings and Investments","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Office of Gas and Electricity Markets","Economics","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Office of Rail and Road","Statistics","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","Planning Inspectorate","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Planning Inspectorate","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Registers of Scotland","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Scottish Courts and Tribunals Service","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","UK Intellectual Property Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","UK Intellectual Property Office","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","United Kingdom Statistics Authority","Economics","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","United Kingdom Statistics Authority","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","United Kingdom Statistics Authority","Social Research","15","15","[c]","[c]"
"In post","2021","Asian","Analysis","United Kingdom Statistics Authority","Statistics","15","15","[c]","[c]"
"In post","2021","Asian","Analysis","Valuation Office Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Valuation Office Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Valuation Office Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Valuation Office Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Wales Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Welsh Revenue Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Advisory, Conciliation and Arbitration Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Animal and Plant Health Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Animal and Plant Health Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Animal and Plant Health Agency","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Cabinet Office (excl. agencies)","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Companies House","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Crown Commercial Service","Commercial","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Defence Electronics and Components Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Defence Equipment and Support","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Defence Science and Technology Laboratory","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Education (excl. agencies)","Commercial","15","15","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Department of Health and Social Care (excl. agencies)","Commercial","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","ESTYN","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","FCDO Services","Commercial","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Government Internal Audit Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Health and Safety Executive","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","HM Prison and Probation Service","Commercial","40","35","39970","32810"
"In post","2021","Asian","Commercial","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","HM Revenue and Customs (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","HM Treasury (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Legal Aid Agency","Commercial","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","Legal Aid Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Legal Aid Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Legal Aid Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Met Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Defence (excl. agencies)","Commercial","20","20","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Defence (excl. agencies)","Knowledge and Information Management","25","25","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Justice (excl. agencies)","Commercial","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Justice (excl. agencies)","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","National Savings and Investments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Planning Inspectorate","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Public Health England","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Queen Elizabeth II Centre","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Scottish Prison Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Serious Fraud Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","The National Archives","Commercial","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","UK Export Finance","Operational Delivery","25","20","[c]","[c]"
"In post","2021","Asian","Commercial","UK Hydrographic Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","UK Intellectual Property Office","Commercial","[c]","[c]","[c]","[c]"
