"Status","Year","Age","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Department for Education (excl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Female","10","10","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Male","5","5","[c]","[c]"
"In post","2021","16-19","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","EO","Female","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","AA/AO","Female","95","95","21210","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","AA/AO","Male","65","65","21260","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","EO","Female","25","25","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","EO","Male","15","15","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","AA/AO","Female","25","20","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","AA/AO","Male","10","5","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Unknown","Female","5","5","[c]","[c]"
"In post","2021","16-19","FCDO Services","Unknown","Male","5","5","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","16-19","Government Actuary's Department","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Government Actuary's Department","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Health and Safety Executive","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Health and Safety Executive","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","AA/AO","Female","30","30","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","AA/AO","Female","55","55","22720","22850"
"In post","2021","16-19","HM Prison and Probation Service","AA/AO","Male","35","35","22990","22850"
"In post","2021","16-19","HM Prison and Probation Service","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","AA/AO","Female","115","105","20210","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","AA/AO","Male","100","95","20180","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","EO","Female","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","EO","Male","10","10","[c]","[c]"
"In post","2021","16-19","HM Treasury (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury (excl. agencies)","EO","Female","10","10","[c]","[c]"
"In post","2021","16-19","HM Treasury (excl. agencies)","EO","Male","10","10","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","AA/AO","Female","40","35","21650","21430"
"In post","2021","16-19","Home Office (incl. agencies)","AA/AO","Male","30","30","21450","21430"
"In post","2021","16-19","Home Office (incl. agencies)","EO","Female","5","5","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","16-19","Insolvency Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Institute for Apprenticeships and Technical Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Institute for Apprenticeships and Technical Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Maritime and Coastguard Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Maritime and Coastguard Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medicines and Healthcare Products Regulatory Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medicines and Healthcare Products Regulatory Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Met Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Met Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","AA/AO","Male","30","30","20980","19870"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Records of Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Records of Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Budget Responsibility","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Budget Responsibility","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of the Public Guardian","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of the Public Guardian","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Public Health England","AA/AO","Female","20","15","[c]","[c]"
"In post","2021","16-19","Public Health England","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Public Health England","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Public Health England","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Registers of Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Registers of Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Royal Fleet Auxiliary","Unknown","Female","5","5","[c]","[c]"
"In post","2021","16-19","Royal Fleet Auxiliary","Unknown","Male","30","30","19060","16200"
"In post","2021","16-19","Rural Payments Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Rural Payments Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Courts and Tribunals Service","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","16-19","Scottish Courts and Tribunals Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government (excl. agencies)","AA/AO","Female","25","25","[c]","[c]"
"In post","2021","16-19","Scottish Government (excl. agencies)","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","16-19","Scottish Government (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Prison Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Prison Service","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","16-19","Social Security Scotland","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","16-19","Social Security Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Social Security Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Social Security Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Student Awards Agency for Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Student Awards Agency for Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Submarine Delivery Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Submarine Delivery Agency","Unknown","Male","15","15","[c]","[c]"
"In post","2021","16-19","The National Archives","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Transport Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Transport Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","UK Hydrographic Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","UK Hydrographic Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","UK Intellectual Property Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","UK Intellectual Property Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","EO","Male","5","5","[c]","[c]"
"In post","2021","16-19","Vehicle Certification Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Vehicle Certification Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Accountant in Bankruptcy","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Accountant in Bankruptcy","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Accountant in Bankruptcy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Accountant in Bankruptcy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","EO","Female","45","40","24420","24250"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","EO","Male","30","30","24690","24250"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","AA/AO","Female","145","140","22080","21050"
"In post","2021","20-29","Animal and Plant Health Agency","AA/AO","Male","60","55","22260","21050"
"In post","2021","20-29","Animal and Plant Health Agency","EO","Female","120","120","25790","25100"
"In post","2021","20-29","Animal and Plant Health Agency","EO","Male","70","70","27230","27960"
"In post","2021","20-29","Animal and Plant Health Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","SEO/HEO","Female","45","45","32700","32560"
"In post","2021","20-29","Animal and Plant Health Agency","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","20-29","Attorney General's Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","AA/AO","Female","100","95","22270","20920"
"In post","2021","20-29","Cabinet Office (excl. agencies)","AA/AO","Male","85","85","22270","20920"
"In post","2021","20-29","Cabinet Office (excl. agencies)","EO","Female","250","250","27050","27500"
"In post","2021","20-29","Cabinet Office (excl. agencies)","EO","Male","205","205","27190","27500"
"In post","2021","20-29","Cabinet Office (excl. agencies)","G6/G7","Female","220","220","56350","54700"
"In post","2021","20-29","Cabinet Office (excl. agencies)","G6/G7","Male","215","210","55730","54700"
"In post","2021","20-29","Cabinet Office (excl. agencies)","SCS level","Female","10","10","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","SCS level","Male","10","10","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","SEO/HEO","Female","1345","1345","31700","32000"
"In post","2021","20-29","Cabinet Office (excl. agencies)","SEO/HEO","Male","960","960","31880","32000"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","15","15","[c]","[c]"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","15","15","[c]","[c]"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","20-29","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","EO","Female","20","15","[c]","[c]"
"In post","2021","20-29","Charity Commission","EO","Male","10","10","[c]","[c]"
"In post","2021","20-29","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","20-29","Charity Commission","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","20-29","Companies House","AA/AO","Female","25","25","[c]","[c]"
"In post","2021","20-29","Companies House","AA/AO","Male","30","30","[c]","[c]"
"In post","2021","20-29","Companies House","EO","Female","25","25","[c]","[c]"
"In post","2021","20-29","Companies House","EO","Male","25","25","[c]","[c]"
"In post","2021","20-29","Companies House","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Companies House","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Companies House","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","20-29","Companies House","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","EO","Female","15","15","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","EO","Male","15","15","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","SEO/HEO","Female","30","30","35850","34570"
"In post","2021","20-29","Competition and Markets Authority","SEO/HEO","Male","30","30","35320","34150"
"In post","2021","20-29","Criminal Injuries Compensation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Criminal Injuries Compensation Authority","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","20-29","Criminal Injuries Compensation Authority","EO","Female","10","10","[c]","[c]"
"In post","2021","20-29","Criminal Injuries Compensation Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Criminal Injuries Compensation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Criminal Injuries Compensation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Criminal Injuries Compensation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Criminal Injuries Compensation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","AA/AO","Male","10","5","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","EO","Female","20","20","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","EO","Male","25","25","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","SEO/HEO","Female","35","35","30780","28540"
"In post","2021","20-29","Crown Commercial Service","SEO/HEO","Male","45","45","30590","27770"
