"Status","Year","Parent_department","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","East Midlands (England)","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","AO","Female","85","80","21440","21950"
"In post","2021","Attorney General's Departments","East Midlands (England)","AO","Male","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","EO","Female","60","55","27190","28290"
"In post","2021","Attorney General's Departments","East Midlands (England)","EO","Male","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","G6","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","G7","Female","110","95","53240","54190"
"In post","2021","Attorney General's Departments","East Midlands (England)","G7","Male","70","65","53520","51940"
"In post","2021","Attorney General's Departments","East Midlands (England)","HEO","Female","30","30","34140","33900"
"In post","2021","Attorney General's Departments","East Midlands (England)","HEO","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","SEO","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","SEO","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","AO","Female","85","75","22420","23520"
"In post","2021","Attorney General's Departments","East of England","AO","Male","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","EO","Female","85","75","28470","28430"
"In post","2021","Attorney General's Departments","East of England","EO","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","G6","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","G6","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","G7","Female","100","85","57310","55610"
"In post","2021","Attorney General's Departments","East of England","G7","Male","75","75","57950","59930"
"In post","2021","Attorney General's Departments","East of England","HEO","Female","45","40","37050","37120"
"In post","2021","Attorney General's Departments","East of England","HEO","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","AA","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","London","AO","Female","270","245","23270","23520"
"In post","2021","Attorney General's Departments","London","AO","Male","135","135","23270","23520"
"In post","2021","Attorney General's Departments","London","EO","Female","480","450","28560","27760"
"In post","2021","Attorney General's Departments","London","EO","Male","260","250","28780","28540"
"In post","2021","Attorney General's Departments","London","G6","Female","555","495","68030","66290"
"In post","2021","Attorney General's Departments","London","G6","Male","370","360","69440","67420"
"In post","2021","Attorney General's Departments","London","G7","Female","1070","975","55250","51940"
"In post","2021","Attorney General's Departments","London","G7","Male","550","540","56390","54080"
"In post","2021","Attorney General's Departments","London","HEO","Female","290","280","36160","33930"
"In post","2021","Attorney General's Departments","London","HEO","Male","190","190","35570","33930"
"In post","2021","Attorney General's Departments","London","SCS level","Female","150","140","86820","80950"
"In post","2021","Attorney General's Departments","London","SCS level","Male","105","105","87640","82720"
"In post","2021","Attorney General's Departments","London","SEO","Female","110","110","40560","39890"
"In post","2021","Attorney General's Departments","London","SEO","Male","120","120","40730","40170"
"In post","2021","Attorney General's Departments","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","AO","Female","70","55","21890","21950"
"In post","2021","Attorney General's Departments","North East (England)","AO","Male","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","EO","Female","50","45","27480","28430"
"In post","2021","Attorney General's Departments","North East (England)","EO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","G6","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","G7","Female","75","70","53750","55610"
"In post","2021","Attorney General's Departments","North East (England)","G7","Male","50","50","53790","55610"
"In post","2021","Attorney General's Departments","North East (England)","HEO","Female","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","HEO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","SEO","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","AO","Female","160","140","22040","21950"
"In post","2021","Attorney General's Departments","North West (England)","AO","Male","50","45","21810","21950"
"In post","2021","Attorney General's Departments","North West (England)","EO","Female","155","135","27700","28430"
"In post","2021","Attorney General's Departments","North West (England)","EO","Male","60","60","27390","28430"
"In post","2021","Attorney General's Departments","North West (England)","G6","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","G6","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","G7","Female","215","195","53960","55610"
"In post","2021","Attorney General's Departments","North West (England)","G7","Male","145","145","54450","55610"
"In post","2021","Attorney General's Departments","North West (England)","HEO","Female","75","75","33880","33310"
"In post","2021","Attorney General's Departments","North West (England)","HEO","Male","35","35","34630","34480"
"In post","2021","Attorney General's Departments","North West (England)","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","SEO","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","SEO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","AO","Female","105","100","22770","23520"
"In post","2021","Attorney General's Departments","South East (England)","AO","Male","40","40","22940","23520"
"In post","2021","Attorney General's Departments","South East (England)","EO","Female","120","110","28550","27760"
"In post","2021","Attorney General's Departments","South East (England)","EO","Male","35","35","28990","27650"
"In post","2021","Attorney General's Departments","South East (England)","G6","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","G6","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","G7","Female","170","150","58260","60710"
"In post","2021","Attorney General's Departments","South East (England)","G7","Male","100","100","58190","57000"
"In post","2021","Attorney General's Departments","South East (England)","HEO","Female","55","50","36730","36240"
"In post","2021","Attorney General's Departments","South East (England)","HEO","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","SEO","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","AO","Female","45","45","21870","21950"
"In post","2021","Attorney General's Departments","South West (England)","AO","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","EO","Female","40","35","26980","26450"
"In post","2021","Attorney General's Departments","South West (England)","EO","Male","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","G6","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","G6","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","G7","Female","80","70","53320","53050"
"In post","2021","Attorney General's Departments","South West (England)","G7","Male","60","60","55620","55610"
"In post","2021","Attorney General's Departments","South West (England)","HEO","Female","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","HEO","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","SEO","Female","5","5","[c]","[c]"
