"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","Heterosexual / straight","80","75","41380","38670"
"In post","2021","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","Unknown","15","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Outside London","EO","Heterosexual / straight","140","130","24920","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Outside London","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Outside London","EO","Undeclared","25","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Outside London","EO","Unknown","140","135","24330","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Outside London","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","Heterosexual / straight","310","280","34880","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","Undeclared","65","60","35160","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","Unknown","65","65","31700","30950"
"In post","2021","Animal and Plant Health Agency","London","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","EO","Heterosexual / straight","40","35","31080","31460"
"In post","2021","Animal and Plant Health Agency","London","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outside London","AA/AO","Heterosexual / straight","580","540","21790","21050"
"In post","2021","Animal and Plant Health Agency","Outside London","AA/AO","LGBO","45","45","22010","21050"
"In post","2021","Animal and Plant Health Agency","Outside London","AA/AO","Undeclared","70","65","21450","21050"
"In post","2021","Animal and Plant Health Agency","Outside London","AA/AO","Unknown","105","95","22400","21050"
"In post","2021","Animal and Plant Health Agency","Outside London","EO","Heterosexual / straight","495","465","26280","25330"
"In post","2021","Animal and Plant Health Agency","Outside London","EO","LGBO","50","50","25850","25100"
"In post","2021","Animal and Plant Health Agency","Outside London","EO","Undeclared","80","75","25990","25520"
"In post","2021","Animal and Plant Health Agency","Outside London","EO","Unknown","95","85","26270","25770"
"In post","2021","Animal and Plant Health Agency","Outside London","G6/G7","Heterosexual / straight","135","130","54320","53870"
"In post","2021","Animal and Plant Health Agency","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outside London","G6/G7","Undeclared","30","30","57250","55610"
"In post","2021","Animal and Plant Health Agency","Outside London","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outside London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outside London","SEO/HEO","Heterosexual / straight","595","565","35740","35900"
"In post","2021","Animal and Plant Health Agency","Outside London","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outside London","SEO/HEO","Undeclared","130","125","37160","36970"
"In post","2021","Animal and Plant Health Agency","Outside London","SEO/HEO","Unknown","100","95","36840","36590"
"In post","2021","Attorney General's Office","London","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Office","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","London","AA/AO","Heterosexual / straight","90","85","24460","24490"
"In post","2021","Cabinet Office (excl. agencies)","London","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","London","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","London","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","London","EO","Heterosexual / straight","385","380","27900","27500"
"In post","2021","Cabinet Office (excl. agencies)","London","EO","LGBO","45","45","27570","27500"
"In post","2021","Cabinet Office (excl. agencies)","London","EO","Undeclared","50","50","27980","27500"
"In post","2021","Cabinet Office (excl. agencies)","London","EO","Unknown","120","120","28260","27500"
"In post","2021","Cabinet Office (excl. agencies)","London","G6/G7","Heterosexual / straight","1405","1375","59140","56340"
"In post","2021","Cabinet Office (excl. agencies)","London","G6/G7","LGBO","155","150","58510","56340"
"In post","2021","Cabinet Office (excl. agencies)","London","G6/G7","Undeclared","175","170","58870","56660"
"In post","2021","Cabinet Office (excl. agencies)","London","G6/G7","Unknown","635","625","61850","56860"
"In post","2021","Cabinet Office (excl. agencies)","London","SCS level","Heterosexual / straight","365","360","96460","87730"
"In post","2021","Cabinet Office (excl. agencies)","London","SCS level","LGBO","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","London","SCS level","Undeclared","40","40","94180","89170"
"In post","2021","Cabinet Office (excl. agencies)","London","SCS level","Unknown","330","325","93280","74160"
"In post","2021","Cabinet Office (excl. agencies)","London","SEO/HEO","Heterosexual / straight","970","960","36960","35590"
"In post","2021","Cabinet Office (excl. agencies)","London","SEO/HEO","LGBO","135","135","36560","35590"
"In post","2021","Cabinet Office (excl. agencies)","London","SEO/HEO","Undeclared","125","125","37120","35590"
"In post","2021","Cabinet Office (excl. agencies)","London","SEO/HEO","Unknown","1395","1390","31630","29250"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","AA/AO","Heterosexual / straight","225","200","20870","20800"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","AA/AO","Unknown","135","130","20920","20920"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","EO","Heterosexual / straight","170","160","25420","25550"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","EO","Unknown","60","55","25930","26670"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","G6/G7","Heterosexual / straight","190","190","56910","53200"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","G6/G7","Unknown","365","355","60410","53320"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","SCS level","Heterosexual / straight","35","35","101040","93270"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","SCS level","Unknown","155","155","78240","70000"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","Heterosexual / straight","435","415","35130","33300"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","Undeclared","40","40","35150","33360"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","Unknown","435","425","31440","29250"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","AA/AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","G6/G7","Heterosexual / straight","45","45","55490","54700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","G6/G7","Unknown","30","30","60750","58470"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","SCS level","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","Heterosexual / straight","70","70","35140","34550"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","Unknown","380","375","30780","29950"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","Unknown","30","25","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","Heterosexual / straight","45","45","25130","24920"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","Unknown","65","60","25050","24920"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","Heterosexual / straight","40","40","51600","48080"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","Unknown","70","65","52640","48080"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","Heterosexual / straight","110","105","32940","30660"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","Undeclared","25","20","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","Unknown","180","170","32770","30220"
"In post","2021","Charity Commission","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Charity Commission","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Charity Commission","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Charity Commission","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Charity Commission","Outside London","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Charity Commission","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Outside London","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","Charity Commission","Outside London","EO","Heterosexual / straight","55","50","24600","24440"
"In post","2021","Charity Commission","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Outside London","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Charity Commission","Outside London","EO","Unknown","40","35","25000","24440"
"In post","2021","Charity Commission","Outside London","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Charity Commission","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Outside London","G6/G7","Unknown","20","15","[c]","[c]"
"In post","2021","Charity Commission","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Outside London","SEO/HEO","Heterosexual / straight","105","100","32510","29280"
"In post","2021","Charity Commission","Outside London","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Charity Commission","Outside London","SEO/HEO","Undeclared","10","5","[c]","[c]"
"In post","2021","Charity Commission","Outside London","SEO/HEO","Unknown","80","75","33420","31440"
"In post","2021","Companies House","London","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Companies House","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Outside London","AA/AO","Heterosexual / straight","240","210","21700","22490"
"In post","2021","Companies House","Outside London","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2021","Companies House","Outside London","AA/AO","Undeclared","35","30","22160","22490"
"In post","2021","Companies House","Outside London","AA/AO","Unknown","140","115","21660","22490"
"In post","2021","Companies House","Outside London","EO","Heterosexual / straight","185","175","27660","27460"
"In post","2021","Companies House","Outside London","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Companies House","Outside London","EO","Undeclared","20","20","[c]","[c]"
"In post","2021","Companies House","Outside London","EO","Unknown","65","60","27910","27460"
"In post","2021","Companies House","Outside London","G6/G7","Heterosexual / straight","55","50","57540","56390"
"In post","2021","Companies House","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Outside London","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Companies House","Outside London","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Companies House","Outside London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Companies House","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Outside London","SEO/HEO","Heterosexual / straight","225","215","38540","38000"
"In post","2021","Companies House","Outside London","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Companies House","Outside London","SEO/HEO","Undeclared","25","20","[c]","[c]"
"In post","2021","Companies House","Outside London","SEO/HEO","Unknown","45","45","39300","39820"
"In post","2021","Competition and Markets Authority","London","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","EO","Heterosexual / straight","60","55","28560","28160"
"In post","2021","Competition and Markets Authority","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","G6/G7","Heterosexual / straight","315","300","66200","62980"
"In post","2021","Competition and Markets Authority","London","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","G6/G7","Undeclared","30","30","66940","68120"
"In post","2021","Competition and Markets Authority","London","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","SCS level","Heterosexual / straight","85","85","107440","99920"
"In post","2021","Competition and Markets Authority","London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","SEO/HEO","Heterosexual / straight","150","150","38060","35660"
"In post","2021","Competition and Markets Authority","London","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","G6/G7","Heterosexual / straight","30","30","62610","57890"
"In post","2021","Competition and Markets Authority","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","AA/AO","Heterosexual / straight","70","60","20200","19930"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","AA/AO","Undeclared","15","10","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","AA/AO","Unknown","30","25","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","EO","Heterosexual / straight","55","50","23200","22570"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
