"Status","Year","Age","Disability","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Communications","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Communications","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data and Technology","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data and Technology","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data and Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data and Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data and Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data and Technology","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Digital, Data and Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Economics","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Economics","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Economics","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Economics","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Knowledge and Information Management","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Operational Research","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Policy","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Policy","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Policy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Policy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Policy","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Policy","West Central Scotland","[c]","[c]","[c]","[c]"
