"Status","Year","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Female","6925","6220","30140","27570"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Male","5365","5165","32040","27570"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","3650","3210","26690","24900"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","2600","2505","28430","27130"
"In post","2021","East Midlands (England)","Lincolnshire","Female","1445","1325","26730","25600"
"In post","2021","East Midlands (England)","Lincolnshire","Male","1385","1340","29580","27570"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Female","2580","2355","31450","29290"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Male","1960","1895","33820","30760"
"In post","2021","East of England","East Anglia","Female","6370","5720","28940","27140"
"In post","2021","East of England","East Anglia","Male","6095","5880","31370","28430"
"In post","2021","East of England","Essex","Female","3225","2880","29620","29290"
"In post","2021","East of England","Essex","Male","2370","2255","32380","29290"
"In post","2021","London","Inner London - East","Female","9640","9020","40260","33930"
"In post","2021","London","Inner London - East","Male","7560","7365","44310","37660"
"In post","2021","London","Inner London - West","Female","32310","30975","45810","40650"
"In post","2021","London","Inner London - West","Male","28810","28485","48390","43170"
"In post","2021","London","Inner London - West","Unknown","25","25","[c]","[c]"
"In post","2021","London","Outer London - East and North East","Female","2270","2060","29870","31060"
"In post","2021","London","Outer London - East and North East","Male","1515","1475","31820","31060"
"In post","2021","London","Outer London - South","Female","6085","5620","35960","31060"
"In post","2021","London","Outer London - South","Male","4655","4560","39570","35200"
"In post","2021","London","Outer London - West and North West","Female","4955","4525","32730","31060"
"In post","2021","London","Outer London - West and North West","Male","4110","3895","33920","31060"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Female","12675","10805","27240","25560"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Male","8695","8325","29850","25860"
"In post","2021","North East (England)","Tees Valley and Durham","Female","5375","4710","27150","25310"
"In post","2021","North East (England)","Tees Valley and Durham","Male","3870","3665","28940","27150"
"In post","2021","North West (England)","Cheshire","Female","2185","2015","29990","27570"
"In post","2021","North West (England)","Cheshire","Male","1715","1670","32950","31650"
"In post","2021","North West (England)","Cumbria","Female","1240","1075","26570","24920"
"In post","2021","North West (England)","Cumbria","Male","900","880","29940","26670"
"In post","2021","North West (England)","Greater Manchester","Female","10750","9815","30180","27570"
"In post","2021","North West (England)","Greater Manchester","Male","8960","8690","31880","27570"
"In post","2021","North West (England)","Lancashire","Female","8270","7255","27680","27130"
"In post","2021","North West (England)","Lancashire","Male","5840","5560","29060","27570"
"In post","2021","North West (England)","Merseyside","Female","11680","10255","27840","25310"
"In post","2021","North West (England)","Merseyside","Male","7805","7500","29930","26300"
"In post","2021","Northern Ireland","Northern Ireland","Female","1755","1590","28400","25560"
"In post","2021","Northern Ireland","Northern Ireland","Male","2060","2005","27630","24890"
"In post","2021","Overseas","Overseas","Female","1500","1490","49160","46620"
"In post","2021","Overseas","Overseas","Male","2255","2250","50540","50430"
"In post","2021","Scotland","Eastern Scotland","Female","10715","9825","33600","28130"
"In post","2021","Scotland","Eastern Scotland","Male","9120","8820","35140","31810"
"In post","2021","Scotland","Highlands and Islands","Female","1010","920","27920","27570"
"In post","2021","Scotland","Highlands and Islands","Male","940","910","29740","27570"
"In post","2021","Scotland","North Eastern Scotland","Female","925","845","32400","27570"
"In post","2021","Scotland","North Eastern Scotland","Male","940","910","39900","33650"
"In post","2021","Scotland","Southern Scotland","Female","3500","3040","28710","26120"
"In post","2021","Scotland","Southern Scotland","Male","2520","2400","30410","27570"
"In post","2021","Scotland","West Central Scotland","Female","9495","8465","29630","26550"
"In post","2021","Scotland","West Central Scotland","Male","8420","8090","31770","27570"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","4785","4420","31530","28550"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","4805","4705","34270","31810"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Female","7590","6775","30310","27570"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Male","7755","7385","33880","31070"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Unknown","10","10","[c]","[c]"
"In post","2021","South East (England)","Kent","Female","4225","3835","28720","27370"
"In post","2021","South East (England)","Kent","Male","4300","4130","30530","29290"
"In post","2021","South East (England)","Surrey, East and West Sussex","Female","4705","4185","29770","27570"
"In post","2021","South East (England)","Surrey, East and West Sussex","Male","3600","3420","31540","28350"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","Female","920","795","26230","26590"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","Male","730","700","27040","26670"
"In post","2021","South West (England)","Devon","Female","4350","3800","29310","27130"
"In post","2021","South West (England)","Devon","Male","4665","4490","33130","30810"
"In post","2021","South West (England)","Dorset and Somerset","Female","2505","2220","28350","27380"
"In post","2021","South West (England)","Dorset and Somerset","Male","2705","2615","30840","28220"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","13655","12540","33970","30680"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","15660","15290","38630","36010"
"In post","2021","Unknown","Unknown","Female","1200","1130","33020","29250"
"In post","2021","Unknown","Unknown","Male","2530","2515","36930","32700"
"In post","2021","Wales","East Wales","Female","10990","9965","31460","27570"
