"Status","Year","Disability","Region_ITL2","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","AA/AO","Female","85","75","23220","22450"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","AA/AO","Male","45","45","23830","22140"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","EO","Female","135","120","29280","29290"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","EO","Male","70","70","28880","29050"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","SEO/HEO","Female","50","50","38320","36780"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","SEO/HEO","Male","45","45","39300","38600"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","Unknown","Female","45","40","26000","22920"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Female","170","160","23400","22010"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Male","165","160","27020","24750"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","165","150","28410","27570"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","130","125","30190","28680"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Female","35","30","59970","57120"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Male","25","20","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Female","125","115","36310","35270"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Male","105","105","38930","38160"
