"Status","Year","Disability","Ethnicity","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Asian","AA/AO","785","685","22300","21050"
"In post","2021","Declared disabled","Asian","EO","1010","925","28640","27950"
"In post","2021","Declared disabled","Asian","G6/G7","225","220","58420","57280"
"In post","2021","Declared disabled","Asian","SCS level","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","SEO/HEO","630","605","36930","36340"
"In post","2021","Declared disabled","Asian","Unknown","95","85","30350","30210"
"In post","2021","Declared disabled","Black","AA/AO","465","420","23710","23210"
"In post","2021","Declared disabled","Black","EO","680","640","29410","29570"
"In post","2021","Declared disabled","Black","G6/G7","120","115","57820","56470"
"In post","2021","Declared disabled","Black","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","SEO/HEO","375","365","37580","36620"
"In post","2021","Declared disabled","Black","Unknown","170","165","32410","30210"
"In post","2021","Declared disabled","Chinese","AA/AO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Chinese","EO","25","20","[c]","[c]"
"In post","2021","Declared disabled","Chinese","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","SEO/HEO","25","20","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","AA/AO","295","265","22370","21010"
"In post","2021","Declared disabled","Mixed","EO","370","340","28200","27570"
"In post","2021","Declared disabled","Mixed","G6/G7","135","130","58700","57330"
"In post","2021","Declared disabled","Mixed","SCS level","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","SEO/HEO","280","265","36610","35630"
"In post","2021","Declared disabled","Mixed","Unknown","100","95","32860","32100"
"In post","2021","Declared disabled","Other ethnicity","AA/AO","70","65","22350","21010"
"In post","2021","Declared disabled","Other ethnicity","EO","115","110","28500","27570"
"In post","2021","Declared disabled","Other ethnicity","G6/G7","50","50","59040","54700"
"In post","2021","Declared disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","SEO/HEO","95","95","37520","37000"
"In post","2021","Declared disabled","Other ethnicity","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","AA/AO","600","530","22270","21010"
"In post","2021","Declared disabled","Undeclared","EO","685","625","28240","27570"
"In post","2021","Declared disabled","Undeclared","G6/G7","165","160","57830","56450"
"In post","2021","Declared disabled","Undeclared","SCS level","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","SEO/HEO","470","450","37100","36340"
"In post","2021","Declared disabled","Undeclared","Unknown","105","100","34370","33360"
"In post","2021","Declared disabled","Unknown","AA/AO","425","360","22240","21140"
"In post","2021","Declared disabled","Unknown","EO","385","355","29190","27570"
"In post","2021","Declared disabled","Unknown","G6/G7","110","105","58470","57410"
"In post","2021","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SEO/HEO","295","275","37360","36320"
"In post","2021","Declared disabled","Unknown","Unknown","35","30","33220","36580"
"In post","2021","Declared disabled","White","AA/AO","12880","11280","21860","21010"
"In post","2021","Declared disabled","White","EO","12415","11215","27560","27570"
"In post","2021","Declared disabled","White","G6/G7","3815","3665","58350","56440"
"In post","2021","Declared disabled","White","SCS level","365","360","89110","81000"
"In post","2021","Declared disabled","White","SEO/HEO","9640","9155","36480","35310"
"In post","2021","Declared disabled","White","Unknown","1940","1805","30990","30210"
"In post","2021","Declared non-disabled","Asian","AA/AO","6370","5610","22170","21010"
"In post","2021","Declared non-disabled","Asian","EO","7835","7315","28200","27570"
"In post","2021","Declared non-disabled","Asian","G6/G7","2315","2250","58700","57450"
"In post","2021","Declared non-disabled","Asian","SCS level","230","220","89850","83230"
"In post","2021","Declared non-disabled","Asian","SEO/HEO","5780","5610","36920","36160"
"In post","2021","Declared non-disabled","Asian","Unknown","485","450","29850","28200"
"In post","2021","Declared non-disabled","Black","AA/AO","3125","2915","24050","23500"
"In post","2021","Declared non-disabled","Black","EO","4260","4090","29130","29290"
"In post","2021","Declared non-disabled","Black","G6/G7","980","970","58230","56860"
"In post","2021","Declared non-disabled","Black","SCS level","65","65","90310","82100"
"In post","2021","Declared non-disabled","Black","SEO/HEO","3035","2980","37300","36230"
"In post","2021","Declared non-disabled","Black","Unknown","605","585","30860","28200"
"In post","2021","Declared non-disabled","Chinese","AA/AO","215","195","22130","21050"
"In post","2021","Declared non-disabled","Chinese","EO","235","225","27730","27570"
"In post","2021","Declared non-disabled","Chinese","G6/G7","200","200","58160","55820"
"In post","2021","Declared non-disabled","Chinese","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","SEO/HEO","315","305","37660","36650"
"In post","2021","Declared non-disabled","Chinese","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","AA/AO","1390","1285","23180","21430"
"In post","2021","Declared non-disabled","Mixed","EO","1595","1515","28020","27570"
"In post","2021","Declared non-disabled","Mixed","G6/G7","970","940","58400","56710"
"In post","2021","Declared non-disabled","Mixed","SCS level","110","105","84990","79800"
"In post","2021","Declared non-disabled","Mixed","SEO/HEO","1710","1670","36790","36160"
"In post","2021","Declared non-disabled","Mixed","Unknown","270","250","30090","30210"
"In post","2021","Declared non-disabled","Other ethnicity","AA/AO","425","385","23410","21590"
"In post","2021","Declared non-disabled","Other ethnicity","EO","530","500","28290","27580"
"In post","2021","Declared non-disabled","Other ethnicity","G6/G7","295","285","59460","57810"
"In post","2021","Declared non-disabled","Other ethnicity","SCS level","40","40","85360","83560"
"In post","2021","Declared non-disabled","Other ethnicity","SEO/HEO","485","475","38010","36720"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","50","50","29940","30210"
"In post","2021","Declared non-disabled","Undeclared","AA/AO","2445","2145","22230","21010"
"In post","2021","Declared non-disabled","Undeclared","EO","2860","2590","28150","27570"
"In post","2021","Declared non-disabled","Undeclared","G6/G7","1015","985","59640","57760"
"In post","2021","Declared non-disabled","Undeclared","SCS level","65","60","89660","82360"
"In post","2021","Declared non-disabled","Undeclared","SEO/HEO","2330","2230","37490","36650"
"In post","2021","Declared non-disabled","Undeclared","Unknown","225","215","34910","34340"
"In post","2021","Declared non-disabled","Unknown","AA/AO","3315","2920","22210","21010"
"In post","2021","Declared non-disabled","Unknown","EO","2585","2385","27890","27570"
"In post","2021","Declared non-disabled","Unknown","G6/G7","1050","1010","58710","56930"
"In post","2021","Declared non-disabled","Unknown","SCS level","115","110","96190","91970"
"In post","2021","Declared non-disabled","Unknown","SEO/HEO","2115","2000","37520","36570"
"In post","2021","Declared non-disabled","Unknown","Unknown","415","370","33400","33890"
"In post","2021","Declared non-disabled","White","AA/AO","71260","63935","22350","21010"
"In post","2021","Declared non-disabled","White","EO","67530","62065","27410","27570"
"In post","2021","Declared non-disabled","White","G6/G7","36365","34980","58920","57390"
"In post","2021","Declared non-disabled","White","SCS level","4400","4245","90030","82390"
"In post","2021","Declared non-disabled","White","SEO/HEO","70430","67410","36820","35980"
"In post","2021","Declared non-disabled","White","Unknown","8450","7895","32100","30680"
"In post","2021","Undeclared","Asian","AA/AO","360","305","22860","21050"
"In post","2021","Undeclared","Asian","EO","425","400","28340","27570"
