"Status","Year","Parent_department","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","East Midlands (England)","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","Leicester","140","130","39010","38180"
"In post","2021","Attorney General's Departments","East Midlands (England)","Lincolnshire","10","10","41360","41280"
"In post","2021","Attorney General's Departments","East Midlands (England)","Nottingham","270","250","37300","30130"
"In post","2021","Attorney General's Departments","East Midlands (England)","West Northamptonshire","15","15","43200","48080"
"In post","2021","Attorney General's Departments","East of England","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","Heart of Essex","185","170","41150","35020"
"In post","2021","Attorney General's Departments","East of England","Hertfordshire","175","155","42490","40000"
"In post","2021","Attorney General's Departments","East of England","Norwich and East Norfolk","75","65","35640","28430"
"In post","2021","Attorney General's Departments","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","Suffolk","35","30","38310","34050"
"In post","2021","Attorney General's Departments","London","Bexley and Greenwich","15","10","32030","24590"
"In post","2021","Attorney General's Departments","London","Camden and City of London","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Croydon","90","80","39280","31670"
"In post","2021","Attorney General's Departments","London","Haringey and Islington","10","10","40050","24590"
"In post","2021","Attorney General's Departments","London","Harrow and Hillingdon","15","15","37100","28580"
"In post","2021","Attorney General's Departments","London","Hounslow and Richmond upon Thames","10","10","32250","24590"
"In post","2021","Attorney General's Departments","London","Lewisham and Southwark","15","15","30600","24590"
"In post","2021","Attorney General's Departments","London","Merton, Kingston upon Thames and Sutton","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Redbridge and Waltham Forest","15","15","33710","24590"
"In post","2021","Attorney General's Departments","London","Westminster","4505","4240","50540","51250"
"In post","2021","Attorney General's Departments","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","South Teesside","95","85","38060","32370"
"In post","2021","Attorney General's Departments","North East (England)","Tyneside","240","220","38030","32420"
"In post","2021","Attorney General's Departments","North West (England)","East Cumbria","30","25","35030","28430"
"In post","2021","Attorney General's Departments","North West (England)","Liverpool","365","345","37570","30930"
"In post","2021","Attorney General's Departments","North West (England)","Manchester","365","335","41260","38000"
"In post","2021","Attorney General's Departments","North West (England)","Mid Lancashire","175","165","40040","38000"
"In post","2021","Attorney General's Departments","North West (England)","Warrington","25","25","46530","48830"
"In post","2021","Attorney General's Departments","North West (England)","West Cumbria","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Berkshire","135","125","43310","40000"
"In post","2021","Attorney General's Departments","South East (England)","Brighton and Hove","110","100","42660","36240"
"In post","2021","Attorney General's Departments","South East (England)","East Kent","125","115","39460","30110"
"In post","2021","Attorney General's Departments","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Portsmouth","110","105","38780","30110"
"In post","2021","Attorney General's Departments","South East (England)","South Hampshire","150","140","45830","50520"
"In post","2021","Attorney General's Departments","South East (England)","West Surrey","55","55","41400","40000"
"In post","2021","Attorney General's Departments","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","35","30","52750","50600"
"In post","2021","Attorney General's Departments","South West (England)","Bristol, City of","155","145","41650","38180"
"In post","2021","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","25","25","36240","28430"
"In post","2021","Attorney General's Departments","South West (England)","Devon CC","100","95","39950","36240"
"In post","2021","Attorney General's Departments","South West (England)","Wiltshire","15","15","38330","34480"
"In post","2021","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","215","200","41090","38760"
"In post","2021","Attorney General's Departments","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Flintshire and Wrexham","75","65","41500","38000"
"In post","2021","Attorney General's Departments","Wales","Swansea","70","65","41460","38180"
"In post","2021","Attorney General's Departments","West Midlands (England)","Birmingham","485","455","39820","38000"
"In post","2021","Attorney General's Departments","West Midlands (England)","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","65","60","41930","48080"
"In post","2021","Attorney General's Departments","West Midlands (England)","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Kingston upon Hull, City of","75","65","38580","28430"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Leeds","380","350","41940","38760"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Sheffield","140","125","35940","28430"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Wakefield","70","65","36100","30130"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","York","320","295","47160","53350"
"In post","2021","Cabinet Office","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Nottingham","25","25","48990","39510"
"In post","2021","Cabinet Office","East of England","Cambridgeshire CC","15","15","53530","33300"
"In post","2021","Cabinet Office","East of England","Hertfordshire","5","5","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Norwich and East Norfolk","95","90","46130","40250"
"In post","2021","Cabinet Office","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Camden and City of London","95","95","54190","54700"
"In post","2021","Cabinet Office","London","Croydon","50","50","43890","32000"
"In post","2021","Cabinet Office","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Lambeth","10","10","29310","28630"
