"Status","Year","Organisation","Region_ITL1","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Accountant in Bankruptcy","Scotland","Female","Heterosexual / straight","50","45","32060","29190"
"In post","2021","Accountant in Bankruptcy","Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","Scotland","Female","Unknown","25","20","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","Scotland","Male","Heterosexual / straight","30","30","33800","29190"
"In post","2021","Accountant in Bankruptcy","Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","Scotland","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Female","Unknown","25","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East of England","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East of England","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East of England","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East of England","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East of England","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East of England","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East of England","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East of England","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","London","Female","Heterosexual / straight","75","70","40270","38670"
"In post","2021","Advisory, Conciliation and Arbitration Service","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","London","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","London","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","London","Male","Heterosexual / straight","55","55","46160","43750"
"In post","2021","Advisory, Conciliation and Arbitration Service","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","London","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","London","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North East (England)","Female","Heterosexual / straight","55","45","31130","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","North East (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North East (England)","Female","Undeclared","10","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North East (England)","Female","Unknown","30","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North East (England)","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North East (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North East (England)","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North East (England)","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","Female","Heterosexual / straight","45","45","31060","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","Female","Unknown","20","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","Male","Heterosexual / straight","35","35","31690","31430"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","Female","Heterosexual / straight","35","30","30020","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","Male","Heterosexual / straight","40","35","33640","31020"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","Female","Heterosexual / straight","35","35","31520","30990"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Female","Heterosexual / straight","30","30","32870","31040"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Male","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Female","Heterosexual / straight","40","40","31210","26520"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Female","Heterosexual / straight","55","50","31170","29120"
"In post","2021","Animal and Plant Health Agency","East of England","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Male","Heterosexual / straight","50","50","32030","29840"
"In post","2021","Animal and Plant Health Agency","East of England","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Female","Heterosexual / straight","35","35","35120","31690"
"In post","2021","Animal and Plant Health Agency","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Male","Heterosexual / straight","35","35","36570","31800"
"In post","2021","Animal and Plant Health Agency","London","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Female","Heterosexual / straight","135","125","27230","24920"
"In post","2021","Animal and Plant Health Agency","North West (England)","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Male","Heterosexual / straight","65","65","28330","25520"
"In post","2021","Animal and Plant Health Agency","North West (England)","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Female","Heterosexual / straight","70","65","30390","26330"
"In post","2021","Animal and Plant Health Agency","Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Male","Heterosexual / straight","35","35","33280","30200"
"In post","2021","Animal and Plant Health Agency","Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Female","Heterosexual / straight","300","280","31540","28550"
"In post","2021","Animal and Plant Health Agency","South East (England)","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Female","Undeclared","40","40","37030","32030"
"In post","2021","Animal and Plant Health Agency","South East (England)","Female","Unknown","45","40","28080","24370"
"In post","2021","Animal and Plant Health Agency","South East (England)","Male","Heterosexual / straight","180","175","34730","30200"
"In post","2021","Animal and Plant Health Agency","South East (England)","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Male","Undeclared","40","40","39680","38750"
"In post","2021","Animal and Plant Health Agency","South East (England)","Male","Unknown","45","40","33150","28120"
"In post","2021","Animal and Plant Health Agency","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Female","Heterosexual / straight","185","170","27950","24920"
"In post","2021","Animal and Plant Health Agency","South West (England)","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Female","Undeclared","30","30","28860","25060"
"In post","2021","Animal and Plant Health Agency","South West (England)","Female","Unknown","40","35","31260","26020"
"In post","2021","Animal and Plant Health Agency","South West (England)","Male","Heterosexual / straight","105","105","31250","25260"
"In post","2021","Animal and Plant Health Agency","South West (England)","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Male","Unknown","25","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","Female","Heterosexual / straight","150","135","27070","21730"
"In post","2021","Animal and Plant Health Agency","Wales","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","Female","Unknown","40","35","27990","25150"
"In post","2021","Animal and Plant Health Agency","Wales","Male","Heterosexual / straight","70","70","30270","26330"
"In post","2021","Animal and Plant Health Agency","Wales","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Female","Heterosexual / straight","115","105","28000","25100"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Male","Heterosexual / straight","70","65","33100","31160"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Female","Heterosexual / straight","75","75","28040","25230"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Female","Undeclared","15","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Male","Heterosexual / straight","65","60","30710","25550"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Male","Unknown","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","Female","Heterosexual / straight","10","10","[c]","[c]"
