"Status","Year","Ethnicity","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Female","Heterosexual / straight","13020","11900","32610","29080"
"In post","2021","Asian","Female","LGBO","270","245","31330","27570"
"In post","2021","Asian","Female","Undeclared","1055","920","30260","27570"
"In post","2021","Asian","Female","Unknown","1970","1650","30840","27570"
"In post","2021","Asian","Male","Heterosexual / straight","10705","10430","33260","29290"
"In post","2021","Asian","Male","LGBO","310","300","34820","30780"
"In post","2021","Asian","Male","Undeclared","600","575","31910","28790"
"In post","2021","Asian","Male","Unknown","1220","1165","32860","27570"
"In post","2021","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Female","Heterosexual / straight","8320","7935","32490","30400"
"In post","2021","Black","Female","LGBO","185","180","32500","29290"
"In post","2021","Black","Female","Undeclared","545","505","31720","29370"
"In post","2021","Black","Female","Unknown","1000","900","31730","30200"
"In post","2021","Black","Male","Heterosexual / straight","4620","4550","33430","31060"
"In post","2021","Black","Male","LGBO","145","140","35820","31060"
"In post","2021","Black","Male","Undeclared","235","230","33090","30780"
"In post","2021","Black","Male","Unknown","540","520","33330","31090"
"In post","2021","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Heterosexual / straight","565","530","36550","31910"
"In post","2021","Chinese","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Chinese","Female","Undeclared","60","60","36960","34050"
"In post","2021","Chinese","Female","Unknown","90","85","40670","35440"
"In post","2021","Chinese","Male","Heterosexual / straight","370","365","36360","31810"
"In post","2021","Chinese","Male","LGBO","50","50","37890","32700"
"In post","2021","Chinese","Male","Undeclared","40","40","38200","35190"
"In post","2021","Chinese","Male","Unknown","50","50","36100","31810"
"In post","2021","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Female","Heterosexual / straight","3795","3560","34180","30210"
"In post","2021","Mixed","Female","LGBO","340","330","34740","30990"
"In post","2021","Mixed","Female","Undeclared","330","305","33120","29290"
"In post","2021","Mixed","Female","Unknown","350","310","34820","30330"
"In post","2021","Mixed","Male","Heterosexual / straight","2595","2540","36720","31880"
"In post","2021","Mixed","Male","LGBO","345","340","36510","31990"
"In post","2021","Mixed","Male","Undeclared","250","235","36360","31060"
"In post","2021","Mixed","Male","Unknown","260","250","36410","31810"
"In post","2021","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Female","Heterosexual / straight","1045","980","35100","31060"
"In post","2021","Other ethnicity","Female","LGBO","70","65","33720","31060"
"In post","2021","Other ethnicity","Female","Undeclared","135","125","39360","32420"
"In post","2021","Other ethnicity","Female","Unknown","155","135","36500","31810"
"In post","2021","Other ethnicity","Male","Heterosexual / straight","775","755","37420","32520"
"In post","2021","Other ethnicity","Male","LGBO","100","100","38800","33480"
"In post","2021","Other ethnicity","Male","Undeclared","170","165","44450","39070"
"In post","2021","Other ethnicity","Male","Unknown","135","125","36370","31650"
"In post","2021","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Female","Heterosexual / straight","1325","1205","31580","27570"
"In post","2021","Undeclared","Female","LGBO","95","90","31240","28210"
