"Status","Year","Parent_department","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","East Midlands (England)","Derbyshire and Nottinghamshire","Female","180","165","36980","28430"
"In post","2021","Attorney General's Departments","East Midlands (England)","Derbyshire and Nottinghamshire","Male","95","90","38360","34480"
"In post","2021","Attorney General's Departments","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","110","100","37620","34480"
"In post","2021","Attorney General's Departments","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","45","40","43880","48830"
"In post","2021","Attorney General's Departments","East Midlands (England)","Lincolnshire","Female","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","Lincolnshire","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","Bedfordshire and Hertfordshire","Female","115","100","38990","30110"
"In post","2021","Attorney General's Departments","East of England","Bedfordshire and Hertfordshire","Male","55","55","49620","51120"
"In post","2021","Attorney General's Departments","East of England","East Anglia","Female","80","65","32660","28430"
"In post","2021","Attorney General's Departments","East of England","East Anglia","Male","40","40","44050","48080"
"In post","2021","Attorney General's Departments","East of England","Essex","Female","135","120","40170","34140"
"In post","2021","Attorney General's Departments","East of England","Essex","Male","55","50","43630","36240"
"In post","2021","Attorney General's Departments","London","Inner London - East","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Inner London - East","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Inner London - West","Female","2830","2600","50020","51250"
"In post","2021","Attorney General's Departments","London","Inner London - West","Male","1680","1645","51330","51250"
"In post","2021","Attorney General's Departments","London","Outer London - East and North East","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Outer London - East and North East","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Outer London - South","Female","60","55","39340","31710"
"In post","2021","Attorney General's Departments","London","Outer London - South","Male","35","35","37550","31180"
"In post","2021","Attorney General's Departments","London","Outer London - West and North West","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Outer London - West and North West","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","Northumberland and Tyne and Wear","Female","160","145","36040","28430"
"In post","2021","Attorney General's Departments","North East (England)","Northumberland and Tyne and Wear","Male","85","80","41760","48080"
"In post","2021","Attorney General's Departments","North East (England)","Tees Valley and Durham","Female","70","60","36990","28430"
"In post","2021","Attorney General's Departments","North East (England)","Tees Valley and Durham","Male","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Cheshire","Female","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Cheshire","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Cumbria","Female","30","25","33800","25950"
"In post","2021","Attorney General's Departments","North West (England)","Cumbria","Male","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Greater Manchester","Female","245","215","39720","33900"
"In post","2021","Attorney General's Departments","North West (England)","Greater Manchester","Male","120","120","44360","48080"
"In post","2021","Attorney General's Departments","North West (England)","Lancashire","Female","110","100","38190","32890"
"In post","2021","Attorney General's Departments","North West (England)","Lancashire","Male","65","65","43340","48080"
"In post","2021","Attorney General's Departments","North West (England)","Merseyside","Female","240","225","35850","28430"
"In post","2021","Attorney General's Departments","North West (England)","Merseyside","Male","125","125","40890","38180"
"In post","2021","Attorney General's Departments","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Scotland","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Scotland","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","105","95","41740","36240"
"In post","2021","Attorney General's Departments","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","35","35","48060","50520"
"In post","2021","Attorney General's Departments","South East (England)","Hampshire and Isle of Wight","Female","175","160","42130","36240"
"In post","2021","Attorney General's Departments","South East (England)","Hampshire and Isle of Wight","Male","90","85","44300","50520"
"In post","2021","Attorney General's Departments","South East (England)","Kent","Female","80","75","36790","30110"
"In post","2021","Attorney General's Departments","South East (England)","Kent","Male","45","45","44030","45260"
"In post","2021","Attorney General's Departments","South East (England)","Surrey, East and West Sussex","Female","115","105","41010","33960"
"In post","2021","Attorney General's Departments","South East (England)","Surrey, East and West Sussex","Male","50","50","45580","50520"
"In post","2021","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Female","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Devon","Female","55","50","38720","36240"
"In post","2021","Attorney General's Departments","South West (England)","Devon","Male","45","45","41380","36240"
"In post","2021","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","135","120","41310","40050"
"In post","2021","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","70","70","47140","51160"
"In post","2021","Attorney General's Departments","Wales","East Wales","Female","190","170","38610","37890"
"In post","2021","Attorney General's Departments","Wales","East Wales","Male","100","95","46140","48830"
"In post","2021","Attorney General's Departments","Wales","West Wales and The Valleys","Female","55","50","38900","33310"
"In post","2021","Attorney General's Departments","Wales","West Wales and The Valleys","Male","20","15","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","Female","50","45","39470","38760"
"In post","2021","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","Male","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","West Midlands","Female","325","295","38140","32170"
"In post","2021","Attorney General's Departments","West Midlands (England)","West Midlands","Male","160","160","43130","40420"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","50","45","37270","28430"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","Female","195","170","45790","51470"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","Male","125","120","49250","55610"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","Female","100","85","34320","28430"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","Male","40","40","39800","34480"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","Female","290","260","39000","34480"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","Male","160","155","44820","48080"
"In post","2021","Cabinet Office","East Midlands (England)","Derbyshire and Nottinghamshire","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Derbyshire and Nottinghamshire","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","East Anglia","Female","55","50","47860","40250"
"In post","2021","Cabinet Office","East of England","East Anglia","Male","55","55","46530","44060"
"In post","2021","Cabinet Office","London","Inner London - East","Female","450","440","49270","54700"
"In post","2021","Cabinet Office","London","Inner London - East","Male","450","445","54950","54700"
"In post","2021","Cabinet Office","London","Inner London - West","Female","2970","2910","46810","38580"
"In post","2021","Cabinet Office","London","Inner London - West","Male","2580","2565","52520","46550"
"In post","2021","Cabinet Office","London","Outer London - South","Female","30","30","[c]","[c]"
"In post","2021","Cabinet Office","London","Outer London - South","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office","London","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Northumberland and Tyne and Wear","Female","250","225","27650","23850"
"In post","2021","Cabinet Office","North East (England)","Northumberland and Tyne and Wear","Male","155","150","29760","23850"
"In post","2021","Cabinet Office","North East (England)","Tees Valley and Durham","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Tees Valley and Durham","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Greater Manchester","Female","160","155","43420","37300"
"In post","2021","Cabinet Office","North West (England)","Greater Manchester","Male","115","115","47950","49700"
"In post","2021","Cabinet Office","North West (England)","Lancashire","Female","25","25","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Lancashire","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Merseyside","Female","60","55","47310","49700"
"In post","2021","Cabinet Office","North West (England)","Merseyside","Male","65","65","50760","49700"
"In post","2021","Cabinet Office","Northern Ireland","Northern Ireland","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Eastern Scotland","Female","15","15","[c]","[c]"
