"Status","Year","Disability","Ethnicity","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Asian","East Midlands (England)","Female","110","95","26080","22850"
"In post","2021","Declared disabled","Asian","East Midlands (England)","Male","90","85","26610","26290"
"In post","2021","Declared disabled","Asian","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East of England","Female","80","70","29180","27570"
"In post","2021","Declared disabled","Asian","East of England","Male","50","45","29830","28080"
"In post","2021","Declared disabled","Asian","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","London","Female","780","705","35470","31060"
"In post","2021","Declared disabled","Asian","London","Male","495","475","36330","32120"
"In post","2021","Declared disabled","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North East (England)","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","North East (England)","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North West (England)","Female","120","105","26950","26470"
"In post","2021","Declared disabled","Asian","North West (England)","Male","130","125","27320","25290"
"In post","2021","Declared disabled","Asian","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South East (England)","Female","70","60","28410","27370"
"In post","2021","Declared disabled","Asian","South East (England)","Male","45","40","32900","29290"
"In post","2021","Declared disabled","Asian","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South West (England)","Female","30","30","29960","27570"
"In post","2021","Declared disabled","Asian","South West (England)","Male","35","35","32570","28180"
"In post","2021","Declared disabled","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Midlands (England)","Female","230","200","26770","27570"
"In post","2021","Declared disabled","Asian","West Midlands (England)","Male","175","170","27650","27570"
"In post","2021","Declared disabled","Asian","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Yorkshire and The Humber","Female","90","80","26470","26910"
"In post","2021","Declared disabled","Asian","Yorkshire and The Humber","Male","95","90","28710","27570"
"In post","2021","Declared disabled","Asian","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Midlands (England)","Female","45","40","26170","26940"
"In post","2021","Declared disabled","Black","East Midlands (England)","Male","20","15","[c]","[c]"
"In post","2021","Declared disabled","Black","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East of England","Female","60","55","29910","29290"
"In post","2021","Declared disabled","Black","East of England","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","London","Female","910","855","33220","31060"
