"Status","Year","Profession_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Property","Devon","Outside London","225","215","33770","32910"
"In post","2021","Property","Dorset and Somerset","Outside London","75","75","29920","29200"
"In post","2021","Property","East Anglia","Outside London","375","360","34160","33300"
"In post","2021","Property","East Wales","Outside London","230","220","35700","33300"
"In post","2021","Property","East Yorkshire and Northern Lincolnshire","Outside London","65","65","31300","29440"
"In post","2021","Property","Eastern Scotland","Outside London","175","170","34270","33300"
"In post","2021","Property","Essex","Outside London","100","100","28410","26220"
"In post","2021","Property","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","535","515","36950","33300"
"In post","2021","Property","Greater Manchester","Outside London","245","235","40420","36500"
"In post","2021","Property","Hampshire and Isle of Wight","Outside London","425","410","35280","33300"
"In post","2021","Property","Herefordshire, Worcestershire and Warwickshire","Outside London","35","35","28190","26460"
"In post","2021","Property","Highlands and Islands","Outside London","35","35","32500","33300"
"In post","2021","Property","Inner London - East","London","255","245","41020","36160"
"In post","2021","Property","Inner London - West","London","500","490","50710","52060"
"In post","2021","Property","Kent","Outside London","80","75","32920","32100"
"In post","2021","Property","Lancashire","Outside London","85","80","33750","32110"
"In post","2021","Property","Leicestershire, Rutland and Northamptonshire","Outside London","100","95","23220","18800"
"In post","2021","Property","Lincolnshire","Outside London","70","70","27370","26670"
"In post","2021","Property","Merseyside","Outside London","140","130","31290","28130"
"In post","2021","Property","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Property","North Yorkshire","Outside London","170","165","33210","33300"
"In post","2021","Property","Northern Ireland","Outside London","105","100","28950","27680"
"In post","2021","Property","Northumberland and Tyne and Wear","Outside London","185","170","34480","31100"
"In post","2021","Property","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Outer London - South","London","195","185","38360","35100"
"In post","2021","Property","Outer London - West and North West","London","160","150","36630","34890"
"In post","2021","Property","Overseas","Overseas","195","195","39120","36460"
"In post","2021","Property","Shropshire and Staffordshire","Outside London","205","195","34500","33300"
"In post","2021","Property","South Yorkshire","Outside London","145","135","40630","36700"
"In post","2021","Property","Southern Scotland","Outside London","35","35","31470","30990"
"In post","2021","Property","Surrey, East and West Sussex","Outside London","115","110","38040","33130"
"In post","2021","Property","Tees Valley and Durham","Outside London","100","95","34940","30230"
"In post","2021","Property","Unknown","Unknown","15","15","47630","50400"
"In post","2021","Property","West Central Scotland","Outside London","100","100","30090","26670"
"In post","2021","Property","West Midlands","Outside London","275","260","36760","32100"
"In post","2021","Property","West Wales and The Valleys","Outside London","185","175","33230","30000"
"In post","2021","Property","West Yorkshire","Outside London","210","195","37470","32110"
"In post","2021","Psychology","Bedfordshire and Hertfordshire","Outside London","20","20","35710","30810"
"In post","2021","Psychology","Berkshire, Buckinghamshire and Oxfordshire","Outside London","95","85","36680","31180"
"In post","2021","Psychology","Cheshire","Outside London","20","20","32880","28380"
"In post","2021","Psychology","Derbyshire and Nottinghamshire","Outside London","100","100","34470","30450"
"In post","2021","Psychology","Devon","Outside London","25","20","38370","36720"
"In post","2021","Psychology","Dorset and Somerset","Outside London","15","15","32610","28720"
"In post","2021","Psychology","East Anglia","Outside London","150","140","35120","30450"
"In post","2021","Psychology","East Wales","Outside London","50","45","35150","30450"
"In post","2021","Psychology","East Yorkshire and Northern Lincolnshire","Outside London","60","55","32110","29750"
"In post","2021","Psychology","Eastern Scotland","Outside London","45","40","37480","33650"
"In post","2021","Psychology","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","60","60","38890","36710"
"In post","2021","Psychology","Greater Manchester","Outside London","30","30","38050","30120"
"In post","2021","Psychology","Hampshire and Isle of Wight","Outside London","50","45","37050","31180"
"In post","2021","Psychology","Herefordshire, Worcestershire and Warwickshire","Outside London","30","25","36590","31180"
"In post","2021","Psychology","Inner London - East","London","10","10","53060","52820"
"In post","2021","Psychology","Inner London - West","London","15","15","48400","45600"
"In post","2021","Psychology","Kent","Outside London","50","45","32840","29750"
"In post","2021","Psychology","Lancashire","Outside London","95","95","35210","30450"
"In post","2021","Psychology","Leicestershire, Rutland and Northamptonshire","Outside London","65","60","34260","31180"
"In post","2021","Psychology","Lincolnshire","Outside London","15","15","36910","32400"
"In post","2021","Psychology","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Outer London - East and North East","London","15","10","35930","33900"
"In post","2021","Psychology","Outer London - South","London","5","5","[c]","[c]"
"In post","2021","Psychology","Outer London - West and North West","London","20","20","33580","30860"
"In post","2021","Psychology","Shropshire and Staffordshire","Outside London","85","85","30650","27700"
"In post","2021","Psychology","South Yorkshire","Outside London","35","35","33770","28380"
"In post","2021","Psychology","Surrey, East and West Sussex","Outside London","45","40","36380","30810"
"In post","2021","Psychology","Tees Valley and Durham","Outside London","95","90","37780","38150"
"In post","2021","Psychology","West Central Scotland","Outside London","20","20","39570","33650"
"In post","2021","Psychology","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","West Yorkshire","Outside London","80","75","35100","31180"
"In post","2021","Science and Engineering","Bedfordshire and Hertfordshire","Outside London","220","210","47290","43370"
"In post","2021","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","Outside London","325","305","42840","40040"
"In post","2021","Science and Engineering","Cheshire","Outside London","10","10","28780","28820"
"In post","2021","Science and Engineering","Cornwall and Isles of Scilly","Outside London","95","95","24690","22500"
"In post","2021","Science and Engineering","Cumbria","Outside London","110","105","38080","36000"
"In post","2021","Science and Engineering","Derbyshire and Nottinghamshire","Outside London","320","295","42340","39390"
"In post","2021","Science and Engineering","Devon","Outside London","910","865","38720","39650"
"In post","2021","Science and Engineering","Dorset and Somerset","Outside London","325","315","34570","33600"
"In post","2021","Science and Engineering","East Anglia","Outside London","675","640","33240","30460"
"In post","2021","Science and Engineering","East Wales","Outside London","680","645","40390","38620"
"In post","2021","Science and Engineering","East Yorkshire and Northern Lincolnshire","Outside London","10","10","[c]","[c]"
"In post","2021","Science and Engineering","Eastern Scotland","Outside London","85","85","33580","26110"
"In post","2021","Science and Engineering","Essex","Outside London","25","20","39410","35940"
"In post","2021","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","5040","4900","38620","37350"
"In post","2021","Science and Engineering","Greater Manchester","Outside London","195","185","32680","28590"
"In post","2021","Science and Engineering","Hampshire and Isle of Wight","Outside London","995","965","38710","37320"
"In post","2021","Science and Engineering","Herefordshire, Worcestershire and Warwickshire","Outside London","55","55","28410","25330"
"In post","2021","Science and Engineering","Highlands and Islands","Outside London","65","65","28410","25000"
"In post","2021","Science and Engineering","Inner London - East","London","380","345","50990","45750"
"In post","2021","Science and Engineering","Inner London - West","London","400","390","51630","45710"
"In post","2021","Science and Engineering","Kent","Outside London","215","200","39160","37360"
"In post","2021","Science and Engineering","Lancashire","Outside London","35","35","41050","38890"
"In post","2021","Science and Engineering","Leicestershire, Rutland and Northamptonshire","Outside London","65","60","39860","38150"
"In post","2021","Science and Engineering","Lincolnshire","Outside London","160","155","33890","33690"
"In post","2021","Science and Engineering","Merseyside","Outside London","140","130","37890","35910"
"In post","2021","Science and Engineering","North Eastern Scotland","Outside London","25","25","39730","41420"
"In post","2021","Science and Engineering","North Yorkshire","Outside London","345","330","34390","31660"
"In post","2021","Science and Engineering","Northern Ireland","Outside London","45","45","28640","23870"
"In post","2021","Science and Engineering","Northumberland and Tyne and Wear","Outside London","65","55","32970","28590"
"In post","2021","Science and Engineering","Outer London - East and North East","London","30","30","31540","33950"
"In post","2021","Science and Engineering","Outer London - South","London","30","30","47660","40410"
"In post","2021","Science and Engineering","Outer London - West and North West","London","580","555","40890","40070"
"In post","2021","Science and Engineering","Overseas","Overseas","125","125","44240","42350"
"In post","2021","Science and Engineering","Shropshire and Staffordshire","Outside London","65","60","26390","22930"
"In post","2021","Science and Engineering","South Yorkshire","Outside London","10","10","46060","42470"
"In post","2021","Science and Engineering","Southern Scotland","Outside London","70","70","22850","20190"
"In post","2021","Science and Engineering","Surrey, East and West Sussex","Outside London","505","480","34360","30110"
"In post","2021","Science and Engineering","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Unknown","75","75","27510","27370"
"In post","2021","Science and Engineering","West Central Scotland","Outside London","210","205","43100","43570"
"In post","2021","Science and Engineering","West Midlands","Outside London","230","210","37610","36200"
"In post","2021","Science and Engineering","West Wales and The Valleys","Outside London","60","55","37590","37410"
"In post","2021","Science and Engineering","West Yorkshire","Outside London","70","70","45100","40560"
"In post","2021","Security","Bedfordshire and Hertfordshire","Outside London","85","80","25590","22650"
"In post","2021","Security","Berkshire, Buckinghamshire and Oxfordshire","Outside London","970","960","34320","33390"
"In post","2021","Security","Cheshire","Outside London","5","5","[c]","[c]"
"In post","2021","Security","Cornwall and Isles of Scilly","Outside London","50","45","22010","19560"
"In post","2021","Security","Cumbria","Outside London","90","90","27920","23540"
"In post","2021","Security","Derbyshire and Nottinghamshire","Outside London","75","75","33290","33200"
"In post","2021","Security","Devon","Outside London","430","415","27000","20920"
"In post","2021","Security","Dorset and Somerset","Outside London","135","130","23250","19560"
"In post","2021","Security","East Anglia","Outside London","245","240","29330","26670"
"In post","2021","Security","East Wales","Outside London","155","150","27040","20920"
"In post","2021","Security","East Yorkshire and Northern Lincolnshire","Outside London","50","50","35100","39070"
"In post","2021","Security","Eastern Scotland","Outside London","90","85","27780","20060"
"In post","2021","Security","Essex","Outside London","225","220","40220","40570"
"In post","2021","Security","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","550","540","30100","26750"
"In post","2021","Security","Greater Manchester","Outside London","100","95","33480","31200"
"In post","2021","Security","Hampshire and Isle of Wight","Outside London","690","680","28620","24570"
"In post","2021","Security","Herefordshire, Worcestershire and Warwickshire","Outside London","150","150","32160","33250"
"In post","2021","Security","Highlands and Islands","Outside London","45","40","24450","19560"
"In post","2021","Security","Inner London - East","London","65","65","38070","36580"
"In post","2021","Security","Inner London - West","London","925","915","41270","38600"
"In post","2021","Security","Kent","Outside London","90","85","30220","27380"
"In post","2021","Security","Lancashire","Outside London","50","50","26580","21440"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","Outside London","30","30","35070","37280"
"In post","2021","Security","Lincolnshire","Outside London","55","55","20830","19560"
"In post","2021","Security","Merseyside","Outside London","60","55","25370","20060"
"In post","2021","Security","North Eastern Scotland","Outside London","95","90","40950","44070"
"In post","2021","Security","North Yorkshire","Outside London","290","285","31360","28890"
"In post","2021","Security","Northern Ireland","Outside London","390","385","21450","20310"
"In post","2021","Security","Northumberland and Tyne and Wear","Outside London","45","40","32950","31810"
"In post","2021","Security","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - South","London","160","155","31070","28960"
"In post","2021","Security","Outer London - West and North West","London","75","75","27510","22900"
"In post","2021","Security","Overseas","Overseas","75","75","37120","34350"
"In post","2021","Security","Shropshire and Staffordshire","Outside London","165","165","29160","25560"
"In post","2021","Security","South Yorkshire","Outside London","100","95","36010","38750"
"In post","2021","Security","Southern Scotland","Outside London","55","50","25870","20060"
"In post","2021","Security","Surrey, East and West Sussex","Outside London","45","45","28990","19560"
"In post","2021","Security","Tees Valley and Durham","Outside London","50","50","34300","32400"
"In post","2021","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Security","West Central Scotland","Outside London","1080","1050","30450","26750"
"In post","2021","Security","West Midlands","Outside London","55","50","30010","24620"
"In post","2021","Security","West Wales and The Valleys","Outside London","165","155","28130","25390"
"In post","2021","Security","West Yorkshire","Outside London","50","45","34670","31950"
"In post","2021","Social Research","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","East Wales","Outside London","335","315","39620","37020"
"In post","2021","Social Research","Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","15","40420","37270"
"In post","2021","Social Research","Greater Manchester","Outside London","20","20","39480","34740"
"In post","2021","Social Research","Hampshire and Isle of Wight","Outside London","215","200","37370","37020"
"In post","2021","Social Research","Inner London - East","London","90","85","49760","49430"
"In post","2021","Social Research","Inner London - West","London","350","340","46800","42890"
"In post","2021","Social Research","Merseyside","Outside London","15","15","41530","38630"
"In post","2021","Social Research","North Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2021","Social Research","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Outer London - South","London","15","15","47680","44180"
"In post","2021","Social Research","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2021","Social Research","West Wales and The Valleys","Outside London","70","65","44840","47000"
"In post","2021","Social Research","West Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Statistics","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","15","39980","36500"
"In post","2021","Statistics","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Derbyshire and Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2021","Statistics","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","East Wales","Outside London","390","375","40750","37020"
"In post","2021","Statistics","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Eastern Scotland","Outside London","30","30","39430","36780"
"In post","2021","Statistics","Essex","Outside London","25","25","43620","38630"
"In post","2021","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","170","160","39890","37050"
"In post","2021","Statistics","Greater Manchester","Outside London","80","80","36260","31810"
"In post","2021","Statistics","Hampshire and Isle of Wight","Outside London","160","155","40660","37020"
"In post","2021","Statistics","Inner London - East","London","170","165","49410","43500"
"In post","2021","Statistics","Inner London - West","London","690","665","46660","42850"
"In post","2021","Statistics","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Merseyside","Outside London","45","40","43100","38630"
"In post","2021","Statistics","North Yorkshire","Outside London","50","45","35600","31350"
"In post","2021","Statistics","Northumberland and Tyne and Wear","Outside London","15","15","44960","51000"
"In post","2021","Statistics","Outer London - South","London","45","45","39620","36400"
"In post","2021","Statistics","Outer London - West and North West","London","15","15","44050","44950"
"In post","2021","Statistics","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Statistics","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Southern Scotland","Outside London","25","25","48000","50250"
"In post","2021","Statistics","Surrey, East and West Sussex","Outside London","10","10","[c]","[c]"
"In post","2021","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","West Midlands","Outside London","20","20","42970","39850"
"In post","2021","Statistics","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","West Yorkshire","Outside London","45","45","40760","38630"
"In post","2021","Tax","Bedfordshire and Hertfordshire","Outside London","10","10","31760","32520"
"In post","2021","Tax","Berkshire, Buckinghamshire and Oxfordshire","Outside London","180","165","37540","35000"
"In post","2021","Tax","Derbyshire and Nottinghamshire","Outside London","1275","1210","33120","31810"
"In post","2021","Tax","East Anglia","Outside London","140","130","36670","32030"
"In post","2021","Tax","East Wales","Outside London","1640","1560","30010","25560"
"In post","2021","Tax","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Eastern Scotland","Outside London","1055","1000","29440","27110"
"In post","2021","Tax","Essex","Outside London","110","100","31330","28130"
"In post","2021","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","565","530","39780","32020"
"In post","2021","Tax","Greater Manchester","Outside London","1665","1595","33080","31810"
"In post","2021","Tax","Hampshire and Isle of Wight","Outside London","380","340","31220","31810"
"In post","2021","Tax","Inner London - East","London","785","745","40820","36270"
"In post","2021","Tax","Inner London - West","London","630","600","48590","41760"
"In post","2021","Tax","Kent","Outside London","20","15","33250","28130"
"In post","2021","Tax","Lancashire","Outside London","165","135","27900","20140"
"In post","2021","Tax","Leicestershire, Rutland and Northamptonshire","Outside London","105","95","30570","31810"
"In post","2021","Tax","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Merseyside","Outside London","1460","1365","31010","28130"
"In post","2021","Tax","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Northern Ireland","Outside London","630","595","32800","31810"
"In post","2021","Tax","Northumberland and Tyne and Wear","Outside London","2075","1980","29030","25560"
"In post","2021","Tax","Outer London - South","London","850","810","41460","36230"
"In post","2021","Tax","Outer London - West and North West","London","25","25","35560","34340"
"In post","2021","Tax","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Tax","Shropshire and Staffordshire","Outside London","70","65","35630","31870"
"In post","2021","Tax","South Yorkshire","Outside London","25","20","40160","32100"
"In post","2021","Tax","Southern Scotland","Outside London","405","370","30150","28130"
"In post","2021","Tax","Surrey, East and West Sussex","Outside London","10","10","37900","35000"
"In post","2021","Tax","Tees Valley and Durham","Outside London","85","75","28620","25560"
"In post","2021","Tax","West Central Scotland","Outside London","615","570","34690","31810"
"In post","2021","Tax","West Midlands","Outside London","1240","1175","34230","31810"
"In post","2021","Tax","West Wales and The Valleys","Outside London","20","15","38300","36200"
"In post","2021","Tax","West Yorkshire","Outside London","1550","1480","31400","28130"
"In post","2021","Unknown","Bedfordshire and Hertfordshire","Outside London","1240","1140","29520","29290"
"In post","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","1335","1230","29030","27570"
"In post","2021","Unknown","Cheshire","Outside London","945","850","25610","27570"
"In post","2021","Unknown","Cornwall and Isles of Scilly","Outside London","835","745","25490","27570"
"In post","2021","Unknown","Cumbria","Outside London","275","235","27020","27570"
"In post","2021","Unknown","Derbyshire and Nottinghamshire","Outside London","2625","2355","27000","27570"
"In post","2021","Unknown","Devon","Outside London","2085","1780","25640","27570"
"In post","2021","Unknown","Dorset and Somerset","Outside London","985","870","27060","27570"
"In post","2021","Unknown","East Anglia","Outside London","2005","1775","28260","27570"
"In post","2021","Unknown","East Wales","Outside London","2655","2430","26620","27570"
"In post","2021","Unknown","East Yorkshire and Northern Lincolnshire","Outside London","1210","1035","25930","27570"
"In post","2021","Unknown","Eastern Scotland","Outside London","10940","10255","36850","30650"
"In post","2021","Unknown","Essex","Outside London","1675","1520","29220","29290"
"In post","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","2825","2565","31290","27570"
"In post","2021","Unknown","Greater Manchester","Outside London","5955","5500","28460","27570"
"In post","2021","Unknown","Hampshire and Isle of Wight","Outside London","1620","1435","28550","27570"
"In post","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","Outside London","1005","885","25630","27570"
"In post","2021","Unknown","Highlands and Islands","Outside London","1180","1100","28860","27570"
"In post","2021","Unknown","Inner London - East","London","4090","3870","36200","31060"
"In post","2021","Unknown","Inner London - West","London","9240","9035","47820","39960"
"In post","2021","Unknown","Kent","Outside London","1760","1645","28960","29290"
"In post","2021","Unknown","Lancashire","Outside London","7880","7140","27330","27570"
"In post","2021","Unknown","Leicestershire, Rutland and Northamptonshire","Outside London","1660","1475","25560","27570"
"In post","2021","Unknown","Lincolnshire","Outside London","580","510","26430","27570"
"In post","2021","Unknown","Merseyside","Outside London","4330","3825","26900","27570"
"In post","2021","Unknown","North Eastern Scotland","Outside London","895","835","33490","29190"
"In post","2021","Unknown","North Yorkshire","Outside London","875","815","28700","27570"
"In post","2021","Unknown","Northern Ireland","Outside London","140","135","27690","25560"
"In post","2021","Unknown","Northumberland and Tyne and Wear","Outside London","8230","7370","27760","27570"
"In post","2021","Unknown","Outer London - East and North East","London","1945","1785","30190","31060"
"In post","2021","Unknown","Outer London - South","London","1105","1055","33650","31060"
"In post","2021","Unknown","Outer London - West and North West","London","1755","1630","30980","31060"
"In post","2021","Unknown","Overseas","Overseas","300","295","46840","34770"
"In post","2021","Unknown","Shropshire and Staffordshire","Outside London","1685","1495","27920","27570"
"In post","2021","Unknown","South Yorkshire","Outside London","3405","3005","30830","27570"
"In post","2021","Unknown","Southern Scotland","Outside London","1820","1640","28610","27570"
"In post","2021","Unknown","Surrey, East and West Sussex","Outside London","2510","2255","27020","27570"
"In post","2021","Unknown","Tees Valley and Durham","Outside London","2410","2115","25180","27570"
"In post","2021","Unknown","Unknown","Unknown","1530","1460","32850","29250"
"In post","2021","Unknown","West Central Scotland","Outside London","7220","6615","31570","27570"
"In post","2021","Unknown","West Midlands","Outside London","5505","4870","26490","27570"
"In post","2021","Unknown","West Wales and The Valleys","Outside London","3425","3045","25550","27570"
"In post","2021","Unknown","West Yorkshire","Outside London","4960","4515","30490","27570"
"In post","2021","Veterinarian","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","10","10","[c]","[c]"
"In post","2021","Veterinarian","Cheshire","Outside London","10","5","[c]","[c]"
"In post","2021","Veterinarian","Cornwall and Isles of Scilly","Outside London","20","20","46230","50860"
"In post","2021","Veterinarian","Cumbria","Outside London","20","15","46070","49020"
"In post","2021","Veterinarian","Derbyshire and Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2021","Veterinarian","Devon","Outside London","30","25","43320","37910"
"In post","2021","Veterinarian","Dorset and Somerset","Outside London","15","15","42130","36970"
"In post","2021","Veterinarian","East Anglia","Outside London","15","10","46830","49470"
"In post","2021","Veterinarian","East Wales","Outside London","35","35","45980","37910"
"In post","2021","Veterinarian","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Eastern Scotland","Outside London","10","10","46060","43050"
"In post","2021","Veterinarian","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","20","20","45490","37910"
"In post","2021","Veterinarian","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Hampshire and Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2021","Veterinarian","Herefordshire, Worcestershire and Warwickshire","Outside London","10","10","45560","50600"
"In post","2021","Veterinarian","Highlands and Islands","Outside London","5","5","[c]","[c]"
"In post","2021","Veterinarian","Inner London - West","London","35","35","54170","52290"
"In post","2021","Veterinarian","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Lancashire","Outside London","10","10","[c]","[c]"
"In post","2021","Veterinarian","Leicestershire, Rutland and Northamptonshire","Outside London","5","5","[c]","[c]"
"In post","2021","Veterinarian","Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2021","Veterinarian","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Veterinarian","North Yorkshire","Outside London","25","25","39360","37720"
"In post","2021","Veterinarian","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Northumberland and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2021","Veterinarian","Outer London - West and North West","London","10","10","[c]","[c]"
"In post","2021","Veterinarian","Shropshire and Staffordshire","Outside London","25","20","44870","45230"
"In post","2021","Veterinarian","Southern Scotland","Outside London","15","15","43170","37500"
"In post","2021","Veterinarian","Surrey, East and West Sussex","Outside London","30","30","56670","59430"
"In post","2021","Veterinarian","West Midlands","Outside London","15","15","43210","37910"
"In post","2021","Veterinarian","West Wales and The Valleys","Outside London","45","45","44190","37910"
"In post","2021","Veterinarian","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","[c]","40770","38990"
"Leaver CS","2021","Commercial","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","East Anglia","Outside London","10","[c]","39040","40640"
"Leaver CS","2021","Commercial","East Wales","Outside London","15","[c]","33750","31530"
"Leaver CS","2021","Commercial","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","55","[c]","36330","33000"
"Leaver CS","2021","Commercial","Greater Manchester","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Hampshire and Isle of Wight","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Inner London - East","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Inner London - West","London","20","[c]","55980","50700"
"Leaver CS","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Merseyside","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Tees Valley and Durham","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
